kept_index,curve_id,doi,doi_dir,top_dir,figure_folder,figure_label,figure_short,panel_letter,series_id,legend_hint,csv_path,max_x_hours,abs_max_pce,pce_at_200h,norm_pce_at_200h,delta_pce_rel_pct,max_pce_source,max_pce_bin,max_pce_bin_index,max_pce_bin_absolute,max_pce_bin_absolute_index,som_cluster_id,som_coord
58,58,10.1002/aenm.201903013,10.1002_aenm.201903013,x_time_day,Fig5_E_stability_performance_curve_pce,Fig5_E,Fig5,_E,Series_1,Reference,x_time_day/10.1002_aenm.201903013/Fig5_E_stability_performance_curve_pce/accepted/10.1002_aenm.201903013__Fig5__E__stability_performance_curve_pce__Reference__Series_1.csv,522.4312618044969,0.9996265348837228,0.8480318706432468,0.8546872735023499,14.531272888183594,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
59,59,10.1002/aenm.201903299,10.1002_aenm.201903299,x_time_day,Fig6_C_stability_performance_curve_pce,Fig6_C,Fig6,_C,Series_2,0%,x_time_day/10.1002_aenm.201903299/Fig6_C_stability_performance_curve_pce/accepted/10.1002_aenm.201903299__Fig6__C__stability_performance_curve_pce__0%__Series_2.csv,1241.711681103357,1.0046818776047832,0.8679026083685762,0.8634150624275208,13.658493995666504,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
60,62,10.1002/aenm.202101416,10.1002_aenm.202101416,x_time_day,Fig4_F_stability_performance_curve,Fig4_F,Fig4,_F,Series_1,SnO₂,x_time_day/10.1002_aenm.202101416/Fig4_F_stability_performance_curve/accepted/10.1002_aenm.202101416__Fig4__F__stability_performance_curve__SnO₂__Series_1.csv,756.0285977438975,0.9388144631827761,0.7870454503422213,0.8389642238616943,16.10357666015625,pre-normalised,Q1,0,n/a,-1,0,"(0,0)"
61,63,10.1002/anie.201806392,10.1002_anie.201806392,x_time_day,Fig3_H_stability_performance_curve,Fig3_H,Fig3,_H,Series_2,Spiro-OMeTAD,x_time_day/10.1002_anie.201806392/Fig3_H_stability_performance_curve/accepted/10.1002_anie.201806392__Fig3__H__stability_performance_curve__Spiro-OMeTAD__Series_2.csv,1415.9917724947625,18.73317025807237,18.441617458213592,0.9836708903312683,1.632910966873169,absolute,Q5,4,Q3,2,0,"(0,0)"
62,64,10.1002/anie.201806392,10.1002_anie.201806392,x_time_day,Fig3_H_stability_performance_curve,Fig3_H,Fig3,_H,Series_3,Py-C,x_time_day/10.1002_anie.201806392/Fig3_H_stability_performance_curve/accepted/10.1002_anie.201806392__Fig3__H__stability_performance_curve__Py-C__Series_3.csv,1498.2691718322085,9.461791222563253,5.729915384370905,0.6676780581474304,33.23219299316406,absolute,Q5,4,Q1,0,2,"(1,0)"
63,65,10.1002/anie.201911796,10.1002_anie.201911796,x_time_day,Fig4_C_stability_performance_curve_pce,Fig4_C,Fig4,_C,Series_2,−SnO2,x_time_day/10.1002_anie.201911796/Fig4_C_stability_performance_curve_pce/accepted/10.1002_anie.201911796__Fig4__C__stability_performance_curve_pce__−SnO2__Series_2.csv,693.5074743632266,19.004813010001087,14.072800610668631,0.7414833903312683,25.851661682128906,absolute,Q5,4,Q4,3,2,"(1,0)"
64,66,10.1002/anie.202105512,10.1002_anie.202105512,x_time_day,Fig4_D_stability_performance_curve_pce_photovoltaic_parameter,Fig4_D,Fig4,_D,Series_2,Control_Device,x_time_day/10.1002_anie.202105512/Fig4_D_stability_performance_curve_pce_photovoltaic_parameter/accepted/10.1002_anie.202105512__Fig4__D__stability_performance_curve_pce_photovoltaic_parameter__Control_Device__Series_2.csv,830.3953525488464,1.0008012337175969,0.9412673895196378,0.9426233172416687,5.737668037414551,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
65,67,10.1002/chem.201703382,10.1002_chem.201703382,x_time_day,Fig5_A_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_1,PCBM+PMMA2,x_time_day/10.1002_chem.201703382/Fig5_A_stability_performance_curve_pce/accepted/10.1002_chem.201703382__Fig5__A__stability_performance_curve_pce__PCBM+PMMA2__Series_1.csv,709.802709815924,1.0033985824247027,0.8052696879186463,0.8121658563613892,18.783414840698242,pre-normalised,Q3,2,n/a,-1,2,"(1,0)"
66,68,10.1002/chem.201703382,10.1002_chem.201703382,x_time_day,Fig5_A_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_2,PCBM,x_time_day/10.1002_chem.201703382/Fig5_A_stability_performance_curve_pce/accepted/10.1002_chem.201703382__Fig5__A__stability_performance_curve_pce__PCBM__Series_2.csv,711.4388952765481,0.9874204457709884,0.8148565699108749,0.8320769667625427,16.79230308532715,pre-normalised,Q1,0,n/a,-1,2,"(1,0)"
67,69,10.1002/chem.201703382,10.1002_chem.201703382,x_time_day,Fig5_A_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_3,PCBM+PMMA3,x_time_day/10.1002_chem.201703382/Fig5_A_stability_performance_curve_pce/accepted/10.1002_chem.201703382__Fig5__A__stability_performance_curve_pce__PCBM+PMMA3__Series_3.csv,708.1665243553,1.0002029550939597,0.8691822345335032,0.878308117389679,12.169188499450684,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
68,70,10.1002/chem.201703382,10.1002_chem.201703382,x_time_day,Fig5_A_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_4,PCBM+PMMA1,x_time_day/10.1002_chem.201703382/Fig5_A_stability_performance_curve_pce/accepted/10.1002_chem.201703382__Fig5__A__stability_performance_curve_pce__PCBM+PMMA1__Series_4.csv,704.8941534340518,0.9970073277632169,0.872377861864246,0.874769926071167,12.5230073928833,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
69,71,10.1002/chem.201704181,10.1002_chem.201704181,x_time_day,Fig5_D_stability_performance_curve_pce,Fig5_D,Fig5,_D,Series_1,W_O_IPA,x_time_day/10.1002_chem.201704181/Fig5_D_stability_performance_curve_pce/accepted/10.1002_chem.201704181__Fig5__D__stability_performance_curve_pce__W_O_IPA__Series_1.csv,947.0445224149689,1.0070991664846023,0.9916786813178406,0.9846954345703125,1.53045654296875,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
70,72,10.1002/cnma.201800064,10.1002_cnma.201800064,x_time_day,Fig6_B_stability_performance_curve,Fig6_B,Fig6,_B,Series_1,(a)MAPbl₃,x_time_day/10.1002_cnma.201800064/Fig6_B_stability_performance_curve/accepted/10.1002_cnma.201800064__Fig6__B__stability_performance_curve__(a)MAPbl₃__Series_1.csv,475.1528446853795,0.9869849678618438,0.46266218062485864,0.4768376648426056,52.31623840332031,pre-normalised,Q1,0,n/a,-1,1,"(0,1)"
71,73,10.1002/cssc.201600887,10.1002_cssc.201600887,x_time_day,Fig6_whole_stability,Fig6,Fig6,,Series_1,−−D-0_in_glove_box,x_time_day/10.1002_cssc.201600887/Fig6_whole_stability/accepted/10.1002_cssc.201600887__Fig6__whole__stability__−−D-0_in_glove_box__Series_1.csv,716.0744801319626,1.0008959916064761,0.637837535532772,0.6665346622467041,33.346534729003906,pre-normalised,Q2,1,n/a,-1,2,"(1,0)"
72,74,10.1002/cssc.201600887,10.1002_cssc.201600887,x_time_day,Fig6_whole_stability,Fig6,Fig6,,Series_3,D-0_in_ambient_atm,x_time_day/10.1002_cssc.201600887/Fig6_whole_stability/accepted/10.1002_cssc.201600887__Fig6__whole__stability__D-0_in_ambient_atm__Series_3.csv,712.0004171328296,0.9718513151205798,0.3159257044807544,0.3248767852783203,67.51232147216797,pre-normalised,Q1,0,n/a,-1,1,"(0,1)"
73,75,10.1002/cssc.201600887,10.1002_cssc.201600887,x_time_day,Fig7_D_photovoltaic_parameter,Fig7_D,Fig7,_D,Series_2,D-0,x_time_day/10.1002_cssc.201600887/Fig7_D_photovoltaic_parameter/accepted/10.1002_cssc.201600887__Fig7__D__photovoltaic_parameter__D-0__Series_2.csv,710.6710103655548,1.0000092906967688,0.6337543745214482,0.6637263894081116,33.62736129760742,pre-normalised,Q2,1,n/a,-1,2,"(1,0)"
74,76,10.1002/cssc.201600887,10.1002_cssc.201600887,x_time_day,Fig7_D_photovoltaic_parameter,Fig7_D,Fig7,_D,Series_3,D-5,x_time_day/10.1002_cssc.201600887/Fig7_D_photovoltaic_parameter/accepted/10.1002_cssc.201600887__Fig7__D__photovoltaic_parameter__D-5__Series_3.csv,711.9681791303482,1.0000092906967688,0.7595166047744197,0.7820160388946533,21.798397064208984,pre-normalised,Q2,1,n/a,-1,2,"(1,0)"
75,77,10.1002/cssc.201700271,10.1002_cssc.201700271,x_time_day,Fig5_C_stability_performance_curve_pce,Fig5_C,Fig5,_C,Series_2,Device_without_PVP,x_time_day/10.1002_cssc.201700271/Fig5_C_stability_performance_curve_pce/accepted/10.1002_cssc.201700271__Fig5__C__stability_performance_curve_pce__Device_without_PVP__Series_2.csv,717.4348434610562,11.612689009428994,8.807205315603028,0.7811287045478821,21.887128829956055,absolute,Q5,4,Q1,0,2,"(1,0)"
76,78,10.1002/cssc.201700603,10.1002_cssc.201700603,x_time_day,Fig5_B_stability_performance_curve_pce,Fig5_B,Fig5,_B,Series_1,5,x_time_day/10.1002_cssc.201700603/Fig5_B_stability_performance_curve_pce/accepted/10.1002_cssc.201700603__Fig5__B__stability_performance_curve_pce__5__Series_1.csv,231.41774784260332,10.943102313755794,9.117293866915976,0.8468208909034729,15.317911148071289,absolute,Q5,4,Q1,0,0,"(0,0)"
77,79,10.1002/cssc.201700603,10.1002_cssc.201700603,x_time_day,Fig5_B_stability_performance_curve_pce,Fig5_B,Fig5,_B,Series_4,0,x_time_day/10.1002_cssc.201700603/Fig5_B_stability_performance_curve_pce/accepted/10.1002_cssc.201700603__Fig5__B__stability_performance_curve_pce__0__Series_4.csv,239.76639558681586,14.59471920743543,9.48245555628394,0.6867727637290955,31.322723388671875,absolute,Q5,4,Q2,1,2,"(1,0)"
78,80,10.1002/cssc.201702265,10.1002_cssc.201702265,x_time_day,Fig3_A_pce,Fig3_A,Fig3,_A,Series_1,MAPbI₃_+_10%_F1_0.5_mmol,x_time_day/10.1002_cssc.201702265/Fig3_A_pce/accepted/10.1002_cssc.201702265__Fig3__A__pce__MAPbI₃_+_10%_F1_0.5_mmol__Series_1.csv,308.37352175731064,1.0001121807680406,0.978835833441763,0.9786680936813354,2.133190631866455,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
79,81,10.1002/cssc.201702265,10.1002_cssc.201702265,x_time_day,Fig3_A_pce,Fig3_A,Fig3,_A,Series_2,Reference,x_time_day/10.1002_cssc.201702265/Fig3_A_pce/accepted/10.1002_cssc.201702265__Fig3__A__pce__Reference__Series_2.csv,309.60369757809934,0.9990826800909627,0.9191247941712417,0.9197536706924438,8.024633407592773,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
80,82,10.1002/cssc.201702265,10.1002_cssc.201702265,x_time_day,Fig3_B_pce,Fig3_B,Fig3,_B,Series_1,MAPbl+10%F20.5mmol3,x_time_day/10.1002_cssc.201702265/Fig3_B_pce/accepted/10.1002_cssc.201702265__Fig3__B__pce__MAPbl+10%F20.5mmol3__Series_1.csv,307.8212583909001,0.999645042563824,0.8158904040863751,0.8162784576416016,18.372154235839844,pre-normalised,Q2,1,n/a,-1,2,"(1,0)"
81,83,10.1002/cssc.201702265,10.1002_cssc.201702265,x_time_day,Fig3_B_pce,Fig3_B,Fig3,_B,Series_2,Reference,x_time_day/10.1002_cssc.201702265/Fig3_B_pce/accepted/10.1002_cssc.201702265__Fig3__B__pce__Reference__Series_2.csv,309.0515188581298,0.9982737392916043,0.6197940361589482,0.6203646063804626,37.963539123535156,pre-normalised,Q2,1,n/a,-1,1,"(0,1)"
82,84,10.1002/cssc.201702265,10.1002_cssc.201702265,x_time_day,Fig3_B_pce,Fig3_B,Fig3,_B,Series_3,MAPbl+10%F3_0.5mmol3,x_time_day/10.1002_cssc.201702265/Fig3_B_pce/accepted/10.1002_cssc.201702265__Fig3__B__pce__MAPbl+10%F3_0.5mmol3__Series_3.csv,310.2817793253595,1.001016345836044,0.9571346411250112,0.9560478329658508,4.395216941833496,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
83,85,10.1002/cssc.201702265,10.1002_cssc.201702265,x_time_day,Fig3_C_pce,Fig3_C,Fig3,_C,Series_1,MAPbI₃_+_5%_C₆₀,x_time_day/10.1002_cssc.201702265/Fig3_C_pce/accepted/10.1002_cssc.201702265__Fig3__C__pce__MAPbI₃_+_5%_C₆₀__Series_1.csv,523.8249686375593,0.998299457395049,0.9117985752225719,0.9133119583129883,8.668804168701172,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
84,86,10.1002/cssc.201702265,10.1002_cssc.201702265,x_time_day,Fig3_C_pce,Fig3_C,Fig3,_C,Series_2,Reference,x_time_day/10.1002_cssc.201702265/Fig3_C_pce/accepted/10.1002_cssc.201702265__Fig3__C__pce__Reference__Series_2.csv,519.7330613290007,0.9880475009894221,0.9252542680049572,0.9398707151412964,6.012928485870361,pre-normalised,Q1,0,n/a,-1,0,"(0,0)"
85,87,10.1002/cssc.201702265,10.1002_cssc.201702265,x_time_day,Fig3_C_pce,Fig3_C,Fig3,_C,Series_3,MAPbI₃_+_10%_C₆₀,x_time_day/10.1002_cssc.201702265/Fig3_C_pce/accepted/10.1002_cssc.201702265__Fig3__C__pce__MAPbI₃_+_10%_C₆₀__Series_3.csv,520.7560381561403,1.0002216992211042,0.9252542680049572,0.9315189719200134,6.848102569580078,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
86,88,10.1002/cssc.201902165,10.1002_cssc.201902165,x_time_day,Fig6_B_stability_performance_curve_pce_mapping,Fig6_B,Fig6,_B,Series_2,TiO2_NPs,x_time_day/10.1002_cssc.201902165/Fig6_B_stability_performance_curve_pce_mapping/accepted/10.1002_cssc.201902165__Fig6__B__stability_performance_curve_pce_mapping__TiO2_NPs__Series_2.csv,408.5062940901077,0.9999974189626701,0.7075172349408152,0.7252134680747986,27.478652954101562,pre-normalised,Q2,1,n/a,-1,2,"(1,0)"
87,89,10.1002/cssc.201903025,10.1002_cssc.201903025,x_time_day,Fig7_A_stability_performance_curve_pce,Fig7_A,Fig7,_A,Series_1,NiO_NCs,x_time_day/10.1002_cssc.201903025/Fig7_A_stability_performance_curve_pce/accepted/10.1002_cssc.201903025__Fig7__A__stability_performance_curve_pce__NiO_NCs__Series_1.csv,713.3750334278855,1.0024098859315,0.9155491289470505,0.9218165278434753,7.818346977233887,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
88,90,10.1002/cssc.201903025,10.1002_cssc.201903025,x_time_day,Fig7_A_stability_performance_curve_pce,Fig7_A,Fig7,_A,Series_2,NiO_NWs,x_time_day/10.1002_cssc.201903025/Fig7_A_stability_performance_curve_pce/accepted/10.1002_cssc.201903025__Fig7__A__stability_performance_curve_pce__NiO_NWs__Series_2.csv,708.8350149805003,1.0045284409799013,0.970631560205482,0.9663719534873962,3.362804651260376,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
89,91,10.1002/cssc.201903025,10.1002_cssc.201903025,x_time_day,Fig7_A_stability_performance_curve_pce,Fig7_A,Fig7,_A,Series_3,NiO_NWs_DEA,x_time_day/10.1002_cssc.201903025/Fig7_A_stability_performance_curve_pce/accepted/10.1002_cssc.201903025__Fig7__A__stability_performance_curve_pce__NiO_NWs_DEA__Series_3.csv,707.7000103686539,1.0066469960283024,0.9960542207862965,0.989544153213501,1.0455846786499023,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
90,92,10.1002/cssc.202001350,10.1002_cssc.202001350,x_time_day,Fig8_B_jv_curve_stability_performance_pce,Fig8_B,Fig8,_B,Series_1,spiro-OMeTAD,x_time_day/10.1002_cssc.202001350/Fig8_B_jv_curve_stability_performance_pce/accepted/10.1002_cssc.202001350__Fig8__B__jv_curve_stability_performance_pce__spiro-OMeTAD__Series_1.csv,1436.9216805477688,16.720401246291004,16.29139101995884,0.9911672472953796,0.8832752704620361,absolute,Q5,4,Q3,2,0,"(0,0)"
91,93,10.1002/ente.201800378,10.1002_ente.201800378,x_time_day,Fig9_C_jv_curve_stability_performance_pce_jsc,Fig9_C,Fig9,_C,Series_1,W_O_PVB,x_time_day/10.1002_ente.201800378/Fig9_C_jv_curve_stability_performance_pce_jsc/accepted/10.1002_ente.201800378__Fig9__C__jv_curve_stability_performance_pce_jsc__W_O_PVB__Series_1.csv,240.04639374053312,14.218752348700693,3.7944072903457844,0.26447367668151855,73.5526351928711,absolute,Q5,4,Q2,1,3,"(1,1)"
92,94,10.1002/ente.201800378,10.1002_ente.201800378,x_time_day,Fig9_C_jv_curve_stability_performance_pce_jsc,Fig9_C,Fig9,_C,Series_2,With_PVB,x_time_day/10.1002_ente.201800378/Fig9_C_jv_curve_stability_performance_pce_jsc/accepted/10.1002_ente.201800378__Fig9__C__jv_curve_stability_performance_pce_jsc__With_PVB__Series_2.csv,235.96235549847958,19.26432575594097,11.791165143330371,0.6119526624679565,38.80473327636719,absolute,Q5,4,Q4,3,2,"(1,0)"
93,95,10.1002/ente.201900990,10.1002_ente.201900990,x_time_day,Fig6_whole_stability,Fig6,Fig6,,Series_1,Standard,x_time_day/10.1002_ente.201900990/Fig6_whole_stability/accepted/10.1002_ente.201900990__Fig6__whole__stability__Standard__Series_1.csv,478.4701487845021,1.0013372577399786,0.7457351778456074,0.7442559599876404,25.574403762817383,pre-normalised,Q3,2,n/a,-1,2,"(1,0)"
94,96,10.1002/ente.202200761,10.1002_ente.202200761,x_time_day,Fig5_F_stability_performance_curve,Fig5_F,Fig5,_F,Series_1,Pristine,x_time_day/10.1002_ente.202200761/Fig5_F_stability_performance_curve/accepted/10.1002_ente.202200761__Fig5__F__stability_performance_curve__Pristine__Series_1.csv,726.1046144318802,1.0024605863343317,0.9422589059554577,0.9546319246292114,4.536807537078857,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
95,97,10.1002/ente.202200761,10.1002_ente.202200761,x_time_day,Fig5_F_stability_performance_curve,Fig5_F,Fig5,_F,Series_2,→—Brij_30,x_time_day/10.1002_ente.202200761/Fig5_F_stability_performance_curve/accepted/10.1002_ente.202200761__Fig5__F__stability_performance_curve__→—Brij_30__Series_2.csv,729.7684685790011,1.00386062541291,0.9772598829199193,0.9789381623268127,2.1061837673187256,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
96,98,10.1002/pc.25527,10.1002_pc.25527,x_time_day,Fig9_D_stability_performance_curve,Fig9_D,Fig9,_D,Series_1,based_on_PEDOT_PSS,x_time_day/10.1002_pc.25527/Fig9_D_stability_performance_curve/accepted/10.1002_pc.25527__Fig9__D__stability_performance_curve__based_on_PEDOT_PSS__Series_1.csv,716.9245427197055,1.0038158305992708,0.7648440849161716,0.7734469175338745,22.65530776977539,pre-normalised,Q3,2,n/a,-1,2,"(1,0)"
97,99,10.1002/pc.25527,10.1002_pc.25527,x_time_day,Fig9_D_stability_performance_curve,Fig9_D,Fig9,_D,Series_2,based_on_Ag_CuO_Nfs_PEDOT_PSS,x_time_day/10.1002_pc.25527/Fig9_D_stability_performance_curve/accepted/10.1002_pc.25527__Fig9__D__stability_performance_curve__based_on_Ag_CuO_Nfs_PEDOT_PSS__Series_2.csv,705.2871128283501,1.0113623067787372,0.8931341799670985,0.9046432375907898,9.535676002502441,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
98,101,10.1002/smll.201904387,10.1002_smll.201904387,x_time_day,Fig5_A_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_1,0-Control,x_time_day/10.1002_smll.201904387/Fig5_A_stability_performance_curve_pce/accepted/10.1002_smll.201904387__Fig5__A__stability_performance_curve_pce__0-Control__Series_1.csv,713.3411600498105,14.309136867926934,13.406837500083943,0.9369790554046631,6.302094459533691,absolute,Q5,4,Q2,1,0,"(0,0)"
99,102,10.1002/smll.202004778,10.1002_smll.202004778,x_time_day,Fig4_A_stability_performance_curve_pce,Fig4_A,Fig4,_A,Series_1,TiO2CL,x_time_day/10.1002_smll.202004778/Fig4_A_stability_performance_curve_pce/accepted/10.1002_smll.202004778__Fig4__A__stability_performance_curve_pce__TiO2CL__Series_1.csv,1199.4499314318546,0.9920350649521608,0.9201872744588144,0.9307757019996643,6.922430038452148,pre-normalised,Q1,0,n/a,-1,0,"(0,0)"
100,103,10.1002/smll.202004778,10.1002_smll.202004778,x_time_day,Fig4_A_stability_performance_curve_pce,Fig4_A,Fig4,_A,Series_2,TiO2_CL+Ti_100-NaPA@TiO2,x_time_day/10.1002_smll.202004778/Fig4_A_stability_performance_curve_pce/accepted/10.1002_smll.202004778__Fig4__A__stability_performance_curve_pce__TiO2_CL+Ti_100-NaPA@TiO2__Series_2.csv,1196.4236911513622,1.0014065158860754,0.9670445291283882,0.9657948017120361,3.4205198287963867,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
101,104,10.1002/smll.202005671,10.1002_smll.202005671,x_time_day,Fig5_E_stability_performance_curve_pce,Fig5_E,Fig5,_E,Series_1,P-SnO₂,x_time_day/10.1002_smll.202005671/Fig5_E_stability_performance_curve_pce/accepted/10.1002_smll.202005671__Fig5__E__stability_performance_curve_pce__P-SnO₂__Series_1.csv,2107.8528906752017,1.0280755210699208,1.0280755210699208,1.0,0.0,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
102,105,10.1002/smtd.201900449,10.1002_smtd.201900449,x_time_day,Fig5_C_stability_performance_curve_pce,Fig5_C,Fig5,_C,Series_1,Ag,x_time_day/10.1002_smtd.201900449/Fig5_C_stability_performance_curve_pce/accepted/10.1002_smtd.201900449__Fig5__C__stability_performance_curve_pce__Ag__Series_1.csv,332.504764220718,1.0022188350104357,0.9588418815140555,0.9565418362617493,4.345816612243652,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
103,106,10.1002/smtd.201900476,10.1002_smtd.201900476,x_time_day,Fig5_C_stability_performance_curve_pce,Fig5_C,Fig5,_C,Series_2,SnO₂,x_time_day/10.1002_smtd.201900476/Fig5_C_stability_performance_curve_pce/accepted/10.1002_smtd.201900476__Fig5__C__stability_performance_curve_pce__SnO₂__Series_2.csv,733.6581553021862,17.96757426796644,17.619864430604437,0.9803491830825806,1.9650816917419434,absolute,Q5,4,Q3,2,0,"(0,0)"
104,107,10.1002/smtd.202001090,10.1002_smtd.202001090,x_time_day,Fig5_E_stability_performance_curve_pce,Fig5_E,Fig5,_E,Series_2,MAPbI₃,x_time_day/10.1002_smtd.202001090/Fig5_E_stability_performance_curve_pce/accepted/10.1002_smtd.202001090__Fig5__E__stability_performance_curve_pce__MAPbI₃__Series_2.csv,290.60356689942097,100.7179761675955,69.34740852113057,0.7061187624931335,29.388124465942383,absolute,Q5,4,Q5,4,2,"(1,0)"
105,108,10.1002/solr.201700096,10.1002_solr.201700096,x_time_day,Fig7_whole_stability,Fig7,Fig7,,Series_1,BTPA-6,x_time_day/10.1002_solr.201700096/Fig7_whole_stability/accepted/10.1002_solr.201700096__Fig7__whole__stability__BTPA-6__Series_1.csv,237.22755529694643,14.920785690224072,11.218481408335974,0.7535183429718018,24.64816665649414,absolute,Q5,4,Q2,1,2,"(1,0)"
106,109,10.1002/solr.201700096,10.1002_solr.201700096,x_time_day,Fig7_whole_stability,Fig7,Fig7,,Series_2,BTPA-5,x_time_day/10.1002_solr.201700096/Fig7_whole_stability/accepted/10.1002_solr.201700096__Fig7__whole__stability__BTPA-5__Series_2.csv,238.89601160106565,14.137605938286207,13.306960746836953,0.9399728775024414,6.002712249755859,absolute,Q5,4,Q2,1,0,"(0,0)"
