curve_id,true_class,raw_point_count,resampled_point_count,missing_bins_before_akima,remaining_nan_after_akima,pre_normalization_max_abs,normalized_max_abs_before_savgol,smoothed_min,smoothed_max
SYN-0618,IFO-Bridge,282,901,619,0,14.88723812,1,0.6295208627,0.9918572252
SYN-0619,IFO-Valley,296,901,605,0,13.4092732,1,0.3674443054,0.9957810147
SYN-0620,IFO-Hill,295,901,606,0,10.04933769,1,0.3073011108,0.9855174677
SYN-0621,IFO-Slope,286,901,615,0,21.12576562,1,0.310035219,0.9967215749
SYN-0622,IFO-Valley,299,901,602,0,7.783138489,1,0.3712304377,1.010881313
SYN-0623,IFO-Bridge,292,901,609,0,13.22145946,1,0.6850276601,0.9876431326
SYN-0624,IFO-Bridge,294,901,607,0,17.91861318,1,0.5840178833,0.9824801726
SYN-0625,IFO-Valley,294,901,607,0,16.33787642,1,0.3384469026,0.9751208758
SYN-0626,IFO-Hill,282,901,619,0,12.43726875,1,0.2128062058,0.9885809253
SYN-0627,IFO-Valley,293,901,608,0,19.71233319,1,0.296837922,0.9963507596
SYN-0628,IFO-Slope,291,901,610,0,21.23758165,1,0.3634343229,0.9867441188
SYN-0629,IFO-Slope,291,901,610,0,9.003328265,1,0.3127502058,0.9929946851
SYN-0630,IFO-Hill,285,901,616,0,18.79214738,1,0.2921455135,0.9890888162
SYN-0631,IFO-Hill,297,901,604,0,18.84541701,1,0.2277925183,0.9913410593
SYN-0632,IFO-Bridge,291,901,610,0,15.55925024,1,0.6787320963,0.9870154088
SYN-0633,IFO-Hill,294,901,607,0,11.0858578,1,0.3301674989,0.9917802427
SYN-0634,IFO-Slope,293,901,608,0,13.7001347,1,0.2843337684,0.9997533633
SYN-0635,IFO-Bridge,287,901,614,0,21.70729178,1,0.6988599128,0.9902889792
SYN-0636,IFO-Hill,292,901,609,0,16.55309336,1,0.253511229,0.9816346005
SYN-0637,IFO-Bridge,291,901,610,0,15.4393717,1,0.6703144537,0.9852087166
SYN-0638,IFO-Bridge,287,901,614,0,9.237041595,1,0.7028483078,0.9851948774
SYN-0639,IFO-Valley,297,901,604,0,22.59530863,1,0.3264744336,0.998649582
SYN-0640,IFO-Valley,298,901,603,0,19.63276422,1,0.3064076042,1.003168163
SYN-0641,IFO-Bridge,295,901,606,0,10.48274064,1,0.6461195892,0.9845740332
SYN-0642,IFO-Hill,296,901,605,0,19.87792817,1,0.2191903477,0.9842117827
SYN-0643,IFO-Valley,297,901,604,0,20.09222467,1,0.2839184323,0.9983578249
SYN-0644,IFO-Hill,292,901,609,0,9.952918509,1,0.2632474809,0.9907046659
SYN-0645,IFO-Hill,289,901,612,0,17.43132082,1,0.325210845,0.9919765162
SYN-0646,IFO-Valley,295,901,606,0,12.02096911,1,0.3299035343,0.9745551293
SYN-0647,IFO-Bridge,296,901,605,0,10.78391749,1,0.6368243381,0.9856735754
SYN-0648,IFO-Slope,296,901,605,0,18.40203072,1,0.3369732276,0.9900405994
SYN-0649,IFO-Valley,289,901,612,0,15.52870776,1,0.4363789279,1.013239681
SYN-0650,IFO-Bridge,291,901,610,0,10.85023185,1,0.6868585901,0.9860097168
SYN-0651,IFO-Slope,287,901,614,0,16.78826202,1,0.2971971462,0.9870001886
SYN-0652,IFO-Slope,287,901,614,0,10.77101949,1,0.3175101705,0.9947869822
SYN-0653,IFO-Bridge,296,901,605,0,16.45247319,1,0.6268717061,0.9867626036
SYN-0654,IFO-Slope,297,901,604,0,22.78845389,1,0.3508681208,0.9892230703
SYN-0655,IFO-Bridge,295,901,606,0,12.3137792,1,0.5586911538,0.9931037363
SYN-0656,IFO-Hill,288,901,613,0,8.490050485,1,0.2775205645,0.9934944745
SYN-0657,IFO-Valley,296,901,605,0,21.96114965,1,0.352374109,0.9951445022
SYN-0658,IFO-Valley,290,901,611,0,19.40095151,1,0.3736372283,1.009901764
SYN-0659,IFO-Slope,287,901,614,0,13.64119226,1,0.2475154806,0.993436458
SYN-0660,IFO-Hill,292,901,609,0,20.87997592,1,0.1996838713,0.9792199472
SYN-0661,IFO-Hill,288,901,613,0,16.95187232,1,0.3482571132,0.9880837155
SYN-0662,IFO-Hill,291,901,610,0,17.44281066,1,0.3290843836,0.9904397597
SYN-0663,IFO-Valley,288,901,613,0,15.40322423,1,0.3606993918,1.022643576
SYN-0664,IFO-Valley,286,901,615,0,21.55048524,1,0.2876661809,1.001522052
SYN-0665,IFO-Slope,290,901,611,0,17.89046266,1,0.3323048781,1.004065434
SYN-0666,IFO-Valley,289,901,612,0,14.4627096,1,0.3112065238,0.9980489548
SYN-0667,IFO-Hill,291,901,610,0,12.30011395,1,0.2247068844,0.9852409965
SYN-0668,IFO-Bridge,290,901,611,0,20.95136884,1,0.6633338642,0.9943369368
SYN-0669,IFO-Valley,297,901,604,0,18.76811078,1,0.3904090851,0.992000643
SYN-0670,IFO-Slope,292,901,609,0,18.93843052,1,0.306221048,1.003401555
SYN-0671,IFO-Slope,291,901,610,0,16.475448,1,0.3277719776,0.9843736724
SYN-0672,IFO-Valley,281,901,620,0,15.75418693,1,0.3390813055,0.9996314903
SYN-0673,IFO-Slope,292,901,609,0,10.53057473,1,0.2449562813,0.9815508809
SYN-0674,IFO-Valley,295,901,606,0,22.45579041,1,0.2944513708,0.9909800154
SYN-0675,IFO-Slope,294,901,607,0,21.94605645,1,0.2639636449,0.9950575729
SYN-0676,IFO-Bridge,287,901,614,0,11.37596536,1,0.5642782656,0.9893719841
SYN-0677,IFO-Hill,297,901,604,0,15.46044596,1,0.2626047398,0.998184503
SYN-0678,IFO-Slope,294,901,607,0,8.465025509,1,0.3186278095,0.9889931227
SYN-0679,IFO-Slope,289,901,612,0,16.30993003,1,0.278081213,0.9948013354
SYN-0680,IFO-Valley,296,901,605,0,19.75205009,1,0.3744612275,1.001610811
SYN-0681,IFO-Hill,293,901,608,0,18.01050913,1,0.2154726536,0.9871491886
SYN-0682,IFO-Hill,295,901,606,0,21.78652433,1,0.237155494,0.9883682115
SYN-0683,IFO-Slope,294,901,607,0,15.93489543,1,0.3352451971,0.9959098602
SYN-0684,IFO-Hill,291,901,610,0,10.61555409,1,0.24875547,0.9942153863
SYN-0685,IFO-Valley,287,901,614,0,8.606148722,1,0.4426026587,1.003565503
SYN-0686,IFO-Valley,293,901,608,0,13.10292839,1,0.3059665247,0.9973170912
SYN-0687,IFO-Valley,294,901,607,0,13.49556901,1,0.2873815936,0.9987201274
SYN-0688,IFO-Slope,293,901,608,0,20.3417456,1,0.3094637539,0.9838621554
SYN-0689,IFO-Valley,289,901,612,0,13.97322338,1,0.4147063668,1.010715986
SYN-0690,IFO-Hill,291,901,610,0,19.4444495,1,0.2267365893,0.9949426814
SYN-0691,IFO-Slope,293,901,608,0,15.65529732,1,0.2502756501,1.002624279
SYN-0692,IFO-Slope,297,901,604,0,20.85930081,1,0.2691705489,0.9908337247
SYN-0693,IFO-Hill,294,901,607,0,13.15885325,1,0.3198258707,0.9936953564
SYN-0694,IFO-Slope,294,901,607,0,14.91284869,1,0.2998921281,0.9969419243
SYN-0695,IFO-Valley,292,901,609,0,13.55845033,1,0.3379509797,0.9995625549
SYN-0696,IFO-Valley,288,901,613,0,8.016375467,1,0.3913649716,1.005228052
SYN-0697,IFO-Valley,290,901,611,0,10.34093188,1,0.4456178079,0.9860230244
SYN-0698,IFO-Slope,292,901,609,0,22.95230242,1,0.3061226301,1.006019441
SYN-0699,IFO-Valley,292,901,609,0,20.60466728,1,0.4361579722,1.004123587
SYN-0700,IFO-Bridge,288,901,613,0,12.56711565,1,0.5687642446,0.9919584472
SYN-0701,IFO-Slope,296,901,605,0,22.01264698,1,0.3101027636,0.9864792276
SYN-0702,IFO-Valley,293,901,608,0,20.68708109,1,0.3636679677,0.9941538291
SYN-0703,IFO-Valley,296,901,605,0,18.17565047,1,0.3510923294,1.001346444
SYN-0704,IFO-Slope,298,901,603,0,22.32415451,1,0.3131241276,1.001646036
SYN-0705,IFO-Slope,291,901,610,0,20.55593524,1,0.3298643737,1.004757065
SYN-0706,IFO-Hill,292,901,609,0,20.73472766,1,0.2565923316,0.9943111605
SYN-0707,IFO-Bridge,291,901,610,0,12.42005616,1,0.5849204524,0.9849734872
SYN-0708,IFO-Slope,285,901,616,0,19.35628122,1,0.2680602522,1.001650519
SYN-0709,IFO-Hill,298,901,603,0,23.62628092,1,0.2364045785,0.9925921765
SYN-0710,IFO-Bridge,293,901,608,0,18.39025346,1,0.5957464623,0.9876497448
SYN-0711,IFO-Hill,290,901,611,0,20.8755881,1,0.2173112795,0.9941002372
SYN-0712,IFO-Bridge,290,901,611,0,11.29083907,1,0.649634636,0.9843920064
SYN-0713,IFO-Hill,292,901,609,0,19.43270377,1,0.1919194723,0.9920049412
SYN-0714,IFO-Slope,298,901,603,0,14.60030594,1,0.3108398312,1.00659451
SYN-0715,IFO-Bridge,295,901,606,0,13.25038919,1,0.6662410404,0.9949592097
SYN-0716,IFO-Bridge,291,901,610,0,13.14850656,1,0.5620637899,0.9915461687
SYN-0717,IFO-Hill,288,901,613,0,10.45878765,1,0.2659502792,0.9901536203
SYN-0718,IFO-Valley,300,901,601,0,21.59389293,1,0.4098667534,0.9935236273
SYN-0719,IFO-Bridge,299,901,602,0,8.334935234,1,0.5337525946,0.9916163601
SYN-0720,IFO-Hill,295,901,606,0,23.46576206,1,0.250196119,0.9796714329
SYN-0721,IFO-Hill,294,901,607,0,22.89702151,1,0.1774143651,0.9915519478
SYN-0722,IFO-Bridge,292,901,609,0,18.57619047,1,0.5843302265,0.9898070409
SYN-0723,IFO-Slope,292,901,609,0,22.45785372,1,0.2752171007,0.9878241521
SYN-0724,IFO-Valley,292,901,609,0,10.18861521,1,0.3891192646,0.9974192723
SYN-0725,IFO-Hill,293,901,608,0,19.11573827,1,0.3293902914,0.9903278061
SYN-0726,IFO-Slope,290,901,611,0,12.45197621,1,0.2288481746,1.007666367
SYN-0727,IFO-Slope,294,901,607,0,10.91536623,1,0.2405958521,0.9957846146
SYN-0728,IFO-Hill,291,901,610,0,19.7522952,1,0.2809435753,0.9807097219
SYN-0729,IFO-Slope,289,901,612,0,9.347233071,1,0.2941770005,1.001170943
SYN-0730,IFO-Bridge,293,901,608,0,11.16060087,1,0.567554486,0.9857617065
SYN-0731,IFO-Bridge,296,901,605,0,10.10671469,1,0.5697815492,0.9921132966
SYN-0732,IFO-Slope,291,901,610,0,9.903915593,1,0.3136607671,0.9872898673
SYN-0733,IFO-Bridge,289,901,612,0,17.7289062,1,0.5953495303,0.9807530136
SYN-0734,IFO-Bridge,292,901,609,0,13.21606454,1,0.6506326429,0.9886917598
SYN-0735,IFO-Valley,290,901,611,0,18.09848556,1,0.3778080385,1.001878395
SYN-0736,IFO-Hill,288,901,613,0,13.46882585,1,0.2675168597,0.9911975374
SYN-0737,IFO-Bridge,290,901,611,0,8.132815883,1,0.6938696097,0.9852406191
SYN-0738,IFO-Valley,290,901,611,0,15.69328697,1,0.2726579806,0.9807043973
SYN-0739,IFO-Bridge,292,901,609,0,19.10249659,1,0.5891660564,0.9901347436
SYN-0740,IFO-Hill,295,901,606,0,12.83257361,1,0.2089697151,0.9829341872
SYN-0741,IFO-Slope,292,901,609,0,16.1620317,1,0.28452172,0.9862667945
SYN-0742,IFO-Slope,297,901,604,0,12.55363726,1,0.2729273055,0.9917117184
SYN-0743,IFO-Hill,295,901,606,0,21.41458222,1,0.2723774607,0.9895520626
SYN-0744,IFO-Valley,296,901,605,0,17.48486956,1,0.3237625967,0.9873467427
SYN-0745,IFO-Valley,296,901,605,0,16.66864757,1,0.4368095299,1.000799603
SYN-0746,IFO-Bridge,291,901,610,0,11.84879341,1,0.6172690375,0.9769168946
SYN-0747,IFO-Slope,290,901,611,0,11.08919911,1,0.2155636799,0.9781557947
SYN-0748,IFO-Bridge,296,901,605,0,19.67380757,1,0.5951734877,0.9903210817
SYN-0749,IFO-Slope,292,901,609,0,16.01925451,1,0.3642349149,0.9936391911
SYN-0750,IFO-Hill,298,901,603,0,22.95601608,1,0.2407382137,0.9804295782
SYN-0751,IFO-Hill,297,901,604,0,11.96220443,1,0.2642900665,0.9899479075
SYN-0752,IFO-Valley,291,901,610,0,9.749575852,1,0.3806338254,0.990686399
SYN-0753,IFO-Bridge,292,901,609,0,22.9542981,1,0.6287862801,0.9866087657
SYN-0754,IFO-Slope,290,901,611,0,17.00613908,1,0.2811391953,0.9934818026
SYN-0755,IFO-Bridge,292,901,609,0,16.24131811,1,0.5202400943,0.9756459788
SYN-0756,IFO-Hill,293,901,608,0,9.279185244,1,0.2673262909,0.9911673493
SYN-0757,IFO-Bridge,292,901,609,0,9.688216975,1,0.522848356,0.9890001215
SYN-0758,IFO-Valley,291,901,610,0,19.65642276,1,0.3695934546,0.9926075853
SYN-0759,IFO-Slope,293,901,608,0,9.839111317,1,0.3055395613,1.001820025
SYN-0760,IFO-Slope,292,901,609,0,8.298245974,1,0.2959752523,0.9956141148
SYN-0761,IFO-Bridge,296,901,605,0,20.06789925,1,0.677204063,0.9940825414
SYN-0762,IFO-Hill,294,901,607,0,21.78728583,1,0.3452894953,0.9944646759
SYN-0763,IFO-Hill,291,901,610,0,9.356803014,1,0.2522725568,0.9708122384
SYN-0764,IFO-Hill,289,901,612,0,22.30440542,1,0.2863342001,0.981504772
SYN-0765,IFO-Hill,297,901,604,0,22.71762598,1,0.3091130596,0.9948244521
SYN-0766,IFO-Valley,289,901,612,0,14.34168312,1,0.3001561811,0.9963341165
SYN-0767,IFO-Hill,290,901,611,0,8.571112602,1,0.2923843635,0.9786233656
SYN-0768,IFO-Valley,294,901,607,0,12.68577556,1,0.4294259246,1.024790515
SYN-0769,IFO-Slope,287,901,614,0,14.84586207,1,0.3178144886,0.9953210785
SYN-0770,IFO-Bridge,291,901,610,0,9.19492003,1,0.6807529258,0.9858421312
SYN-0771,IFO-Bridge,300,901,601,0,10.77717658,1,0.6346432134,0.9916644772
SYN-0772,IFO-Hill,295,901,606,0,14.6034102,1,0.3320744787,0.9934848544
SYN-0773,IFO-Valley,286,901,615,0,13.2985624,1,0.3294925891,0.9815354136
SYN-0774,IFO-Valley,299,901,602,0,11.39837524,1,0.4028499617,1.008313521
SYN-0775,IFO-Hill,290,901,611,0,12.53907262,1,0.2013911696,0.9959652564
SYN-0776,IFO-Slope,288,901,613,0,18.46312291,1,0.2661353614,1.012971681
SYN-0777,IFO-Valley,297,901,604,0,15.06802102,1,0.3319612119,1.001712917
SYN-0778,IFO-Bridge,295,901,606,0,15.23342972,1,0.6464595904,0.9919324178
SYN-0779,IFO-Valley,294,901,607,0,16.25163735,1,0.2905763665,0.9906827385
SYN-0780,IFO-Slope,297,901,604,0,8.671668992,1,0.3173836349,0.9969320742
SYN-0781,IFO-Hill,297,901,604,0,10.87719141,1,0.3389310443,0.9879283631
SYN-0782,IFO-Valley,295,901,606,0,12.50216798,1,0.4032048185,0.9822818175
SYN-0783,IFO-Slope,287,901,614,0,13.58097297,1,0.2471829418,1.003248536
SYN-0784,IFO-Slope,294,901,607,0,21.46162668,1,0.2434739132,0.9861147078
SYN-0785,IFO-Hill,291,901,610,0,9.785203917,1,0.1967120303,0.9950901595
SYN-0786,IFO-Hill,294,901,607,0,8.959691049,1,0.2626155272,0.9900486191
SYN-0787,IFO-Slope,294,901,607,0,23.50973344,1,0.3091777837,0.9964764151
SYN-0788,IFO-Valley,292,901,609,0,9.305871854,1,0.4473801497,0.9930350244
SYN-0789,IFO-Bridge,281,901,620,0,10.77001247,1,0.6665276289,0.9933613536
SYN-0790,IFO-Hill,292,901,609,0,13.42006027,1,0.3102951563,0.9976224458
SYN-0791,IFO-Valley,291,901,610,0,12.26954468,1,0.2906337498,1.023648733
SYN-0792,IFO-Valley,296,901,605,0,10.05628655,1,0.3651304874,0.9976601463
SYN-0793,IFO-Hill,291,901,610,0,13.55417541,1,0.2247643684,0.9971320301
SYN-0794,IFO-Bridge,291,901,610,0,19.98369948,1,0.6604255694,0.9887097921
SYN-0795,IFO-Hill,293,901,608,0,12.19641974,1,0.2137264007,0.9908142374
SYN-0796,IFO-Hill,297,901,604,0,8.388771813,1,0.2520778498,0.9941262315
SYN-0797,IFO-Valley,289,901,612,0,18.97825781,1,0.3043166331,0.986098148
SYN-0798,IFO-Valley,294,901,607,0,21.85658535,1,0.2876328981,0.999541043
SYN-0799,IFO-Valley,294,901,607,0,22.90016214,1,0.3710304395,1.022267085
SYN-0800,IFO-Valley,286,901,615,0,22.85606672,1,0.3985146628,0.9993801257
SYN-0801,IFO-Slope,300,901,601,0,11.20462961,1,0.2392295359,0.992589907
SYN-0802,IFO-Slope,291,901,610,0,8.021513758,1,0.3226441122,0.9794216578
SYN-0803,IFO-Bridge,290,901,611,0,10.06295819,1,0.6527575093,0.9852254393
SYN-0804,IFO-Hill,290,901,611,0,16.07540858,1,0.330374206,0.9859847596
SYN-0805,IFO-Valley,289,901,612,0,22.71184242,1,0.3434400318,1.006239515
SYN-0806,IFO-Valley,293,901,608,0,20.61014818,1,0.3921141995,0.989296609
SYN-0807,IFO-Slope,292,901,609,0,16.73245164,1,0.256904768,0.985360222
SYN-0808,IFO-Bridge,297,901,604,0,21.66681715,1,0.6849939939,0.99125431
SYN-0809,IFO-Hill,291,901,610,0,16.7851256,1,0.2481887938,0.9925125374
SYN-0810,IFO-Slope,297,901,604,0,17.8853211,1,0.2972692584,1.003980476
SYN-0811,IFO-Hill,298,901,603,0,22.02101221,1,0.2282665084,0.9942892104
SYN-0812,IFO-Valley,287,901,614,0,15.89488974,1,0.4247332664,1.002281495
SYN-0813,IFO-Hill,292,901,609,0,19.0379406,1,0.2178464957,0.9933177677
SYN-0814,IFO-Bridge,292,901,609,0,23.69862608,1,0.6145971395,0.9880230065
SYN-0815,IFO-Slope,287,901,614,0,18.77065464,1,0.2529313834,0.998861983
SYN-0816,IFO-Slope,288,901,613,0,18.12264878,1,0.3245241652,0.996962261
SYN-0817,IFO-Valley,296,901,605,0,8.234622166,1,0.3173810422,0.9990738677
SYN-0818,IFO-Hill,293,901,608,0,16.15725886,1,0.2965484116,0.9846867861
SYN-0819,IFO-Hill,291,901,610,0,10.70635598,1,0.2587809609,0.9919644144
SYN-0820,IFO-Hill,284,901,617,0,15.75042284,1,0.3118623302,0.9877906691
SYN-0821,IFO-Slope,292,901,609,0,11.22376858,1,0.275856818,0.992707308
SYN-0822,IFO-Valley,294,901,607,0,22.47219418,1,0.4236637491,1.016924242
SYN-0823,IFO-Valley,290,901,611,0,12.55899326,1,0.4084677207,0.9988308423
SYN-0824,IFO-Valley,293,901,608,0,20.63628617,1,0.4433215087,0.9941503157
SYN-0825,IFO-Slope,289,901,612,0,12.90213961,1,0.2921709734,0.992640771
SYN-0826,IFO-Hill,291,901,610,0,14.45071302,1,0.2166350771,0.9877168425
SYN-0827,IFO-Bridge,295,901,606,0,11.96253452,1,0.5810216949,0.9875321445
SYN-0828,IFO-Slope,296,901,605,0,22.07800381,1,0.2821665133,0.9903948558
SYN-0829,IFO-Slope,295,901,606,0,18.6591144,1,0.2065045542,0.9872711682
SYN-0830,IFO-Valley,284,901,617,0,20.59669864,1,0.3848673356,1.006543932
SYN-0831,IFO-Bridge,297,901,604,0,15.00089285,1,0.6745900584,0.9853318193
SYN-0832,IFO-Slope,292,901,609,0,11.04720235,1,0.2133285009,0.9949064848
SYN-0833,IFO-Slope,292,901,609,0,12.87279276,1,0.2908707161,0.9869664059
SYN-0834,IFO-Hill,291,901,610,0,19.27956519,1,0.197616632,0.9749263536
SYN-0835,IFO-Hill,288,901,613,0,10.64188306,1,0.2941528382,0.9781551488
SYN-0836,IFO-Slope,292,901,609,0,22.60351604,1,0.2906431515,1.004011486
SYN-0837,IFO-Valley,298,901,603,0,9.331527924,1,0.4273045596,0.9849882563
SYN-0838,IFO-Slope,289,901,612,0,14.40798357,1,0.3210213792,0.9759469032
SYN-0839,IFO-Valley,295,901,606,0,22.40594005,1,0.4205042973,0.9981919571
SYN-0840,IFO-Valley,294,901,607,0,22.66263362,1,0.393007883,1.006503658
SYN-0841,IFO-Hill,297,901,604,0,8.662685919,1,0.2665424573,0.9838738266
SYN-0842,IFO-Valley,287,901,614,0,17.57729192,1,0.3985309194,0.9797190385
SYN-0843,IFO-Hill,286,901,615,0,17.20580113,1,0.3060739423,0.9825350142
SYN-0844,IFO-Valley,293,901,608,0,9.050855619,1,0.2936410283,1.008992787
SYN-0845,IFO-Hill,295,901,606,0,9.835694035,1,0.291032378,0.9940611573
SYN-0846,IFO-Hill,284,901,617,0,17.31936758,1,0.2736280911,0.9984940393
SYN-0847,IFO-Slope,299,901,602,0,21.10811235,1,0.3464476664,1.00438874
SYN-0848,IFO-Bridge,300,901,601,0,12.2823466,1,0.6625574038,0.9881005849
SYN-0849,IFO-Valley,287,901,614,0,18.69478355,1,0.4057639237,0.9920968364
SYN-0850,IFO-Slope,293,901,608,0,18.24983722,1,0.3556641413,1.007437137
SYN-0851,IFO-Bridge,291,901,610,0,20.19614671,1,0.5900689125,0.9745051591
SYN-0852,IFO-Hill,292,901,609,0,16.98052924,1,0.3369873317,0.9887373577
SYN-0853,IFO-Hill,288,901,613,0,18.46992735,1,0.2831505801,0.9905947435
SYN-0854,IFO-Slope,292,901,609,0,14.24205957,1,0.3337702801,1.012107062
SYN-0855,IFO-Valley,293,901,608,0,17.74958134,1,0.3356637442,1.017446685
SYN-0856,IFO-Valley,290,901,611,0,14.0800601,1,0.3330742562,1.00963477
SYN-0857,IFO-Bridge,295,901,606,0,19.61104057,1,0.6212046096,0.9884452107
SYN-0858,IFO-Bridge,286,901,615,0,20.28538541,1,0.6441778674,0.9834653244
SYN-0859,IFO-Hill,283,901,618,0,10.97563509,1,0.2560729076,0.9871930953
SYN-0860,IFO-Slope,285,901,616,0,17.57447388,1,0.2773648689,0.9915222096
SYN-0861,IFO-Slope,287,901,614,0,20.82097814,1,0.2755236084,0.9814145436
SYN-0862,IFO-Bridge,300,901,601,0,12.81607272,1,0.6438172637,0.9943445844
SYN-0863,IFO-Valley,293,901,608,0,20.60505262,1,0.2893663033,0.9900836808
SYN-0864,IFO-Hill,291,901,610,0,12.87112342,1,0.3177834246,0.9874844884
SYN-0865,IFO-Hill,299,901,602,0,19.48318459,1,0.3311508489,0.9900071039
SYN-0866,IFO-Valley,292,901,609,0,10.8520698,1,0.3553017921,0.9935164338
SYN-0867,IFO-Slope,297,901,604,0,18.46241432,1,0.2359058404,1.01297659
SYN-0868,IFO-Valley,296,901,605,0,11.29857238,1,0.3501947432,1.010393071
SYN-0869,IFO-Slope,295,901,606,0,8.522538052,1,0.3215091488,0.9973682726
SYN-0870,IFO-Slope,292,901,609,0,20.25938076,1,0.3050781027,0.9984708325
SYN-0871,IFO-Hill,293,901,608,0,16.725575,1,0.2325372985,0.9769745764
SYN-0872,IFO-Hill,296,901,605,0,16.45988829,1,0.2633974641,0.9890134021
SYN-0873,IFO-Slope,293,901,608,0,23.03630352,1,0.2083044519,0.98862645
SYN-0874,IFO-Bridge,299,901,602,0,16.96746416,1,0.5846962607,0.9956748516
SYN-0875,IFO-Bridge,295,901,606,0,15.21505784,1,0.6223966833,0.9852801617
SYN-0876,IFO-Bridge,293,901,608,0,14.32544934,1,0.5557855376,0.991912755
SYN-0877,IFO-Hill,289,901,612,0,22.14875001,1,0.2252178012,0.9858489906
SYN-0878,IFO-Bridge,293,901,608,0,22.87090433,1,0.6610005545,0.9928312224
SYN-0879,IFO-Bridge,296,901,605,0,18.46224182,1,0.5755450565,0.9906314886
SYN-0880,IFO-Bridge,296,901,605,0,8.361717407,1,0.6239617148,0.9823934334
SYN-0881,IFO-Hill,299,901,602,0,14.59129679,1,0.2759093575,0.9888572168
SYN-0882,IFO-Bridge,289,901,612,0,11.04874121,1,0.6334210875,0.9868164572
SYN-0883,IFO-Slope,292,901,609,0,15.04800616,1,0.279822586,0.9955737437
SYN-0884,IFO-Hill,297,901,604,0,18.62680963,1,0.3317853454,0.977090807
SYN-0885,IFO-Slope,294,901,607,0,13.17616676,1,0.233008369,1.008367842
SYN-0886,IFO-Valley,296,901,605,0,12.9994467,1,0.3880752872,1.005305973
SYN-0887,IFO-Valley,288,901,613,0,8.399103885,1,0.3889158102,1.001935171
SYN-0888,IFO-Valley,289,901,612,0,10.76258724,1,0.3250565151,1.010256798
SYN-0889,IFO-Slope,290,901,611,0,17.90985874,1,0.2741633537,0.9745792847
SYN-0890,IFO-Hill,291,901,610,0,11.05715786,1,0.2445851393,0.9892072668
SYN-0891,IFO-Hill,294,901,607,0,20.31341675,1,0.3148032772,0.9901537731
SYN-0892,IFO-Valley,296,901,605,0,13.36036762,1,0.3239671919,0.9897710107
SYN-0893,IFO-Bridge,289,901,612,0,21.69989469,1,0.6816150027,0.9960121406
SYN-0894,IFO-Valley,284,901,617,0,19.09417564,1,0.3683637247,1.004795303
SYN-0895,IFO-Valley,290,901,611,0,15.80776863,1,0.4178401741,1.005077036
SYN-0896,IFO-Bridge,285,901,616,0,22.7609036,1,0.6399816348,0.9917476473
SYN-0897,IFO-Slope,290,901,611,0,23.44636785,1,0.2572340616,0.9965528453
SYN-0898,IFO-Valley,296,901,605,0,9.491436676,1,0.3391116527,1.001198466
SYN-0899,IFO-Slope,291,901,610,0,13.68509477,1,0.2771429303,1.016958013
SYN-0900,IFO-Valley,296,901,605,0,14.98505201,1,0.4025256786,1.002005105
SYN-0901,IFO-Slope,289,901,612,0,18.90926228,1,0.2910641492,1.000817518
SYN-0902,IFO-Bridge,299,901,602,0,13.44675194,1,0.5269761641,0.9829416261
SYN-0903,IFO-Valley,294,901,607,0,12.82210334,1,0.2818425466,1.013869012
SYN-0904,IFO-Valley,286,901,615,0,18.50949666,1,0.3174404562,1.002517348
SYN-0905,IFO-Bridge,297,901,604,0,13.75427877,1,0.5704606933,0.9783633388
SYN-0906,IFO-Valley,294,901,607,0,23.37633564,1,0.4366705573,0.9975779651
SYN-0907,IFO-Valley,289,901,612,0,14.44208044,1,0.3354677493,1.001458546
SYN-0908,IFO-Slope,296,901,605,0,16.85962127,1,0.256938474,1.00223745
SYN-0909,IFO-Hill,290,901,611,0,16.30516351,1,0.2163366542,0.9850738229
SYN-0910,IFO-Hill,291,901,610,0,16.69531709,1,0.2905094197,0.9887792652
SYN-0911,IFO-Bridge,294,901,607,0,15.16653559,1,0.5663764583,0.9933841653
SYN-0912,IFO-Hill,288,901,613,0,21.2694241,1,0.2425520571,0.9787634628
SYN-0913,IFO-Hill,291,901,610,0,17.05495222,1,0.3417183598,0.9955385247
SYN-0914,IFO-Slope,290,901,611,0,9.85495068,1,0.2659491692,0.9795104674
SYN-0915,IFO-Slope,291,901,610,0,21.96443281,1,0.3194765176,0.9929796484
SYN-0916,IFO-Valley,293,901,608,0,13.05983983,1,0.3614743719,1.014546362
SYN-0917,IFO-Slope,288,901,613,0,10.68669815,1,0.3417016015,1.00194179
SYN-0918,IFO-Valley,292,901,609,0,17.98548355,1,0.4198091529,1.001501509
SYN-0919,IFO-Hill,297,901,604,0,17.94993087,1,0.2038787781,0.9916281705
SYN-0920,IFO-Bridge,283,901,618,0,8.403657146,1,0.664498844,0.9874790126
SYN-0921,IFO-Slope,297,901,604,0,19.84908245,1,0.2416583804,0.992778039
SYN-0922,IFO-Hill,293,901,608,0,19.13003597,1,0.2891045699,0.9938880341
SYN-0923,IFO-Valley,287,901,614,0,8.355673072,1,0.32777174,1.001665417
SYN-0924,IFO-Bridge,290,901,611,0,19.5873034,1,0.5662646697,0.9904840606
SYN-0925,IFO-Bridge,296,901,605,0,20.4644671,1,0.6344557211,0.9913646013
SYN-0926,IFO-Bridge,293,901,608,0,10.94226337,1,0.5974878076,0.9890108678
SYN-0927,IFO-Valley,293,901,608,0,19.25494955,1,0.268989277,1.017847052
