curve_id,qc_status,qc_reason,n_points_original,pce_max,doi,figure_label,series_id,unit_label
x_time_day/10.1002_smll.201904387/Fig5_A_stability_performance_curve_pce/accepted/10.1002_smll.201904387__Fig5__A__stability_performance_curve_pce__0-Control__Series_1.csv,included,,18.0,14.309136867926934,10.1002/smll.201904387,Fig5_A,Series_1,days
x_time_day/10.1002_smll.202004778/Fig4_A_stability_performance_curve_pce/accepted/10.1002_smll.202004778__Fig4__A__stability_performance_curve_pce__TiO2CL__Series_1.csv,included,,12.0,0.9920350649521608,10.1002/smll.202004778,Fig4_A,Series_1,days
x_time_day/10.1002_smll.202004778/Fig4_A_stability_performance_curve_pce/accepted/10.1002_smll.202004778__Fig4__A__stability_performance_curve_pce__TiO2_CL+Ti_100-NaPA@TiO2__Series_2.csv,included,,13.0,1.0014065158860754,10.1002/smll.202004778,Fig4_A,Series_2,days
x_time_day/10.1002_smll.202005671/Fig5_E_stability_performance_curve_pce/accepted/10.1002_smll.202005671__Fig5__E__stability_performance_curve_pce__P-SnO₂__Series_1.csv,excluded,"Too few unique time points (4) in [0,200]h window (data spans 69% of window)",4.0,,10.1002/smll.202005671,Fig5_E,Series_1,days
x_time_day/10.1002_smtd.201900449/Fig5_C_stability_performance_curve_pce/accepted/10.1002_smtd.201900449__Fig5__C__stability_performance_curve_pce__Ag__Series_1.csv,included,,67.0,1.0023995267713497,10.1002/smtd.201900449,Fig5_C,Series_1,days
x_time_day/10.1002_smtd.201900476/Fig5_C_stability_performance_curve_pce/accepted/10.1002_smtd.201900476__Fig5__C__stability_performance_curve_pce__SnO₂__Series_2.csv,included,,13.0,17.97547663231324,10.1002/smtd.201900476,Fig5_C,Series_2,days
x_time_day/10.1002_smtd.202001090/Fig5_E_stability_performance_curve_pce/accepted/10.1002_smtd.202001090__Fig5__E__stability_performance_curve_pce__MAPbI₃__Series_2.csv,included,,14.0,100.7179761675955,10.1002/smtd.202001090,Fig5_E,Series_2,days
x_time_day/10.1002_solr.201700096/Fig7_whole_stability/accepted/10.1002_solr.201700096__Fig7__whole__stability__BTPA-4__Series_3.csv,included,,54.0,13.166316025994064,10.1002/solr.201700096,Fig7,Series_3,days
x_time_day/10.1002_solr.201700096/Fig7_whole_stability/accepted/10.1002_solr.201700096__Fig7__whole__stability__BTPA-5__Series_2.csv,included,,53.0,14.137574279248277,10.1002/solr.201700096,Fig7,Series_2,days
x_time_day/10.1002_solr.201700096/Fig7_whole_stability/accepted/10.1002_solr.201700096__Fig7__whole__stability__BTPA-6__Series_1.csv,included,,53.0,14.921494306631665,10.1002/solr.201700096,Fig7,Series_1,days
x_time_day/10.1002_solr.201700096/Fig7_whole_stability/accepted/10.1002_solr.201700096__Fig7__whole__stability__spiro-OMeTAD__Series_4.csv,included,,54.0,14.304334571990932,10.1002/solr.201700096,Fig7,Series_4,days
x_time_day/10.1002_solr.201700125/Fig6_A_stability_performance_curve_pce/accepted/10.1002_solr.201700125__Fig6__A__stability_performance_curve_pce__3D_PSCs__Series_1.csv,included,,22.0,18.36858089002508,10.1002/solr.201700125,Fig6_A,Series_1,days
x_time_day/10.1002_solr.201700125/Fig6_A_stability_performance_curve_pce/accepted/10.1002_solr.201700125__Fig6__A__stability_performance_curve_pce__MDMC_PSCs_n=30__Series_2.csv,included,,22.0,18.216097122179004,10.1002/solr.201700125,Fig6_A,Series_2,days
x_time_day/10.1002_solr.201700245/Fig6_whole_stability_performance_curve_pce/accepted/10.1002_solr.201700245__Fig6__whole__stability_performance_curve_pce__without_CrOX_layer__Series_2.csv,included,,16.0,0.9122800366756925,10.1002/solr.201700245,Fig6,Series_2,days
x_time_day/10.1002_solr.201800034/Fig10_B_stability_performance_curve_pce/accepted/10.1002_solr.201800034__Fig10__B__stability_performance_curve_pce__TU-0__Series_2.csv,included,,18.0,101.44880070764722,10.1002/solr.201800034,Fig10_B,Series_2,days
x_time_day/10.1002_solr.201800066/Fig5_A_pce/accepted/10.1002_solr.201800066__Fig5__A__pce__W_O_PbAc2__Series_1.csv,included,,24.0,17.216017264404826,10.1002/solr.201800066,Fig5_A,Series_1,days
x_time_day/10.1002_solr.201800205/Fig3_A_stability_performance_curve_pce/accepted/10.1002_solr.201800205__Fig3__A__stability_performance_curve_pce__FTO_PTCA__Series_1.csv,included,,14.0,0.9764716389755386,10.1002/solr.201800205,Fig3_A,Series_1,days
x_time_day/10.1002_solr.201800205/Fig3_A_stability_performance_curve_pce/accepted/10.1002_solr.201800205__Fig3__A__stability_performance_curve_pce__FTO__Series_2.csv,included,,14.0,0.9522748155987253,10.1002/solr.201800205,Fig3_A,Series_2,days
x_time_day/10.1002_solr.201800216/Fig4_C_image/accepted/10.1002_solr.201800216__Fig4__C__image__PEAI-1__Series_1.csv,included,,26.0,0.993105632116122,10.1002/solr.201800216,Fig4_C,Series_1,days
x_time_day/10.1002_solr.201800216/Fig4_C_image/accepted/10.1002_solr.201800216__Fig4__C__image__Pristine__Series_2.csv,included,,26.0,0.9960723148339616,10.1002/solr.201800216,Fig4_C,Series_2,days
x_time_day/10.1002_solr.201800232/Fig4_D_stability_performance_curve_pce/accepted/10.1002_solr.201800232__Fig4__D__stability_performance_curve_pce__Spiro-OMeTAD_Devices__Series_1.csv,excluded,"Too few unique time points (9) in [0,200]h window (data spans 83% of window)",9.0,,10.1002/solr.201800232,Fig4_D,Series_1,days
x_time_day/10.1002_solr.201800240/Fig6_E_stability_performance_curve/accepted/10.1002_solr.201800240__Fig6__E__stability_performance_curve__ZnO_based_PSCs__Series_1.csv,included,,19.0,1.0006392339739105,10.1002/solr.201800240,Fig6_E,Series_1,days
"x_time_day/10.1002_solr.201800338/Fig2_D_stability_performance_curve_pce/accepted/10.1002_solr.201800338__Fig2__D__stability_performance_curve_pce__DMSO-molecule-control,_1cm²_device__Series_2.csv",excluded,"Too few unique time points (9) in [0,200]h window (data spans 92% of window)",9.0,,10.1002/solr.201800338,Fig2_D,Series_2,days
"x_time_day/10.1002_solr.201800338/Fig2_D_stability_performance_curve_pce/accepted/10.1002_solr.201800338__Fig2__D__stability_performance_curve_pce__Pristine,_1cm²_device__Series_1.csv",excluded,"Too few unique time points (9) in [0,200]h window (data spans 92% of window)",9.0,,10.1002/solr.201800338,Fig2_D,Series_1,days
x_time_day/10.1002_solr.201800352/Fig5_A_stability_performance_curve_pce/accepted/10.1002_solr.201800352__Fig5__A__stability_performance_curve_pce__Spiro-OMeTAD_(doped)__Series_1.csv,included,,18.0,0.9964655548377053,10.1002/solr.201800352,Fig5_A,Series_1,days
x_time_day/10.1002_solr.201900207/Fig4_A_stability_performance_curve_pce/accepted/10.1002_solr.201900207__Fig4__A__stability_performance_curve_pce__PCBM__Series_1.csv,included,,18.0,0.9879846384062816,10.1002/solr.201900207,Fig4_A,Series_1,days
x_time_day/10.1002_solr.201900249/Fig1_C_stability_performance_curve_pce/accepted/10.1002_solr.201900249__Fig1__C__stability_performance_curve_pce__o—pero-pristine__Series_1.csv,included,,18.0,1.0018847540330267,10.1002/solr.201900249,Fig1_C,Series_1,days
x_time_day/10.1002_solr.201900249/Fig6_E_stability_performance_curve_pce/accepted/10.1002_solr.201900249__Fig6__E__stability_performance_curve_pce__pero-pristine__Series_1.csv,included,,20.0,1.0520891490293487,10.1002/solr.201900249,Fig6_E,Series_1,days
x_time_day/10.1002_solr.201900336/Fig5_D_stability_performance_curve_pce/accepted/10.1002_solr.201900336__Fig5__D__stability_performance_curve_pce__o—SnO₂__Series_2.csv,excluded,"Too few unique time points (8) in [0,200]h window (data spans 89% of window)",8.0,,10.1002/solr.201900336,Fig5_D,Series_2,days
x_time_day/10.1002_solr.201900457/Fig5_D_stability_performance_curve_pce/accepted/10.1002_solr.201900457__Fig5__D__stability_performance_curve_pce__CsPb0.5Sn0.5I2Br__Series_1.csv,excluded,"Too few unique time points (9) in [0,200]h window (data spans 91% of window)",9.0,,10.1002/solr.201900457,Fig5_D,Series_1,days
x_time_day/10.1002_solr.202000206/Fig7_A_stability_performance_curve_pce/accepted/10.1002_solr.202000206__Fig7__A__stability_performance_curve_pce__PEDOT_PSS__Series_2.csv,included,,11.0,13.858585119494617,10.1002/solr.202000206,Fig7_A,Series_2,days
x_time_day/10.1002_solr.202000376/Fig8_C_stability_performance_curve_pce/accepted/10.1002_solr.202000376__Fig8__C__stability_performance_curve_pce__MAPbI3__Series_1.csv,excluded,"Too few unique time points (5) in [0,200]h window (data spans 75% of window)",5.0,,10.1002/solr.202000376,Fig8_C,Series_1,days
x_time_day/10.1002_solr.202000376/Fig8_C_stability_performance_curve_pce/accepted/10.1002_solr.202000376__Fig8__C__stability_performance_curve_pce__MAPbI3with_SDBS__Series_2.csv,excluded,"Too few unique time points (5) in [0,200]h window (data spans 75% of window)",5.0,,10.1002/solr.202000376,Fig8_C,Series_2,days
x_time_day/10.1002_solr.202000490/Fig2_F_stability_performance_curve_pce/accepted/10.1002_solr.202000490__Fig2__F__stability_performance_curve_pce__PS__Series_3.csv,included,,46.0,1.005240846630517,10.1002/solr.202000490,Fig2_F,Series_3,days
x_time_day/10.1002_solr.202000490/Fig2_F_stability_performance_curve_pce/accepted/10.1002_solr.202000490__Fig2__F__stability_performance_curve_pce__Pristine__Series_1.csv,included,,45.0,0.9934556464595036,10.1002/solr.202000490,Fig2_F,Series_1,days
x_time_day/10.1002_solr.202000491/Fig7_B_stability_performance_curve/accepted/10.1002_solr.202000491__Fig7__B__stability_performance_curve__C-PSC_without_M_TLC__Series_1.csv,included,,17.0,0.9862553420992762,10.1002/solr.202000491,Fig7_B,Series_1,days
x_time_day/10.1002_solr.202000536/Fig5_B_stability_performance_curve_pce/accepted/10.1002_solr.202000536__Fig5__B__stability_performance_curve_pce__PTAA__Series_1.csv,included,,19.0,0.9925972901952842,10.1002/solr.202000536,Fig5_B,Series_1,days
x_time_day/10.1002_solr.202000573/Fig4_F_sem_curve_pce/accepted/10.1002_solr.202000573__Fig4__F__sem_curve_pce__Control__Series_1.csv,included,,24.0,1.0038177169861764,10.1002/solr.202000573,Fig4_F,Series_1,days
x_time_day/10.1002_solr.202000637/Fig5_B_stability_performance_curve_pce/accepted/10.1002_solr.202000637__Fig5__B__stability_performance_curve_pce__Reference_PSCs__Series_1.csv,included,,15.0,0.9744422992156295,10.1002/solr.202000637,Fig5_B,Series_1,days
x_time_day/10.1002_solr.202000801/Fig5_A_stability_performance_curve/accepted/10.1002_solr.202000801__Fig5__A__stability_performance_curve__PMMA_Spiro__Series_1.csv,included,,14.0,1.0017702195099796,10.1002/solr.202000801,Fig5_A,Series_1,days
x_time_day/10.1002_solr.202100058/Fig6_C_stability_performance_curve_pce/accepted/10.1002_solr.202100058__Fig6__C__stability_performance_curve_pce__SnO₂-CNS__Series_2.csv,included,,51.0,1.0033155845673511,10.1002/solr.202100058,Fig6_C,Series_2,days
x_time_day/10.1002_solr.202100058/Fig6_C_stability_performance_curve_pce/accepted/10.1002_solr.202100058__Fig6__C__stability_performance_curve_pce__SnO₂__Series_1.csv,included,,50.0,0.9922474297894553,10.1002/solr.202100058,Fig6_C,Series_1,days
x_time_day/10.1002_solr.202100069/Fig5_B_stability_performance_curve_pce/accepted/10.1002_solr.202100069__Fig5__B__stability_performance_curve_pce__o—wlo_APZ__Series_1.csv,excluded,"Too few unique time points (8) in [0,200]h window (data spans 97% of window)",8.0,,10.1002/solr.202100069,Fig5_B,Series_1,days
x_time_day/10.1002_solr.202100069/Fig5_B_stability_performance_curve_pce/accepted/10.1002_solr.202100069__Fig5__B__stability_performance_curve_pce__with_APZ__Series_2.csv,excluded,"Too few unique time points (7) in [0,200]h window (data spans 83% of window)",7.0,,10.1002/solr.202100069,Fig5_B,Series_2,days
x_time_day/10.1002_solr.202100178/Fig3_D_stability_performance_curve_pce/accepted/10.1002_solr.202100178__Fig3__D__stability_performance_curve_pce__Control__Series_1.csv,included,,11.0,1.0000025208765182,10.1002/solr.202100178,Fig3_D,Series_1,days
x_time_day/10.1002_solr.202100344/Fig5_A_pce/accepted/10.1002_solr.202100344__Fig5__A__pce__Pristine__Series_2.csv,included,,12.0,1.0030241961105444,10.1002/solr.202100344,Fig5_A,Series_2,days
x_time_day/10.1002_solr.202100404/Fig7_A_pce/accepted/10.1002_solr.202100404__Fig7__A__pce__W_O_BMIMBF₄__Series_2.csv,excluded,"Too few unique time points (9) in [0,200]h window (data spans 85% of window)",9.0,,10.1002/solr.202100404,Fig7_A,Series_2,days
x_time_day/10.1002_solr.202100404/Fig7_A_pce/accepted/10.1002_solr.202100404__Fig7__A__pce__With_BMIMBF₄__Series_1.csv,included,,10.0,1.0069129251313724,10.1002/solr.202100404,Fig7_A,Series_1,days
x_time_day/10.1002_solr.202300091/Fig4_F_stability_performance_curve_pce/accepted/10.1002_solr.202300091__Fig4__F__stability_performance_curve_pce__w_o__Series_1.csv,included,,10.0,1.008624479691331,10.1002/solr.202300091,Fig4_F,Series_1,days
x_time_day/10.1007_s10853-021-06200-w/Fig7_A_stability_performance_curve_pce/accepted/10.1007_s10853-021-06200-w__Fig7__A__stability_performance_curve_pce__Two-steps__Series_1.csv,included,,10.0,0.9680285477084785,10.1007/s10853-021-06200-w,Fig7_A,Series_1,days
x_time_day/10.1007_s10854-021-06778-6/Fig4_A_stability_performance_curve_pce/accepted/10.1007_s10854-021-06778-6__Fig4__A__stability_performance_curve_pce__WithoutPCBM__Series_1.csv,included,,48.0,0.9900994635182946,10.1007/s10854-021-06778-6,Fig4_A,Series_1,days
x_time_day/10.1007_s11426-016-0085-y/Fig5_A_stability/accepted/10.1007_s11426-016-0085-y__Fig5__A__stability__FF__Series_2.csv,excluded,"Too few unique time points (7) in [0,200]h window (data spans 85% of window)",7.0,,10.1007/s11426-016-0085-y,Fig5_A,Series_2,days
x_time_day/10.1007_s11426-016-0085-y/Fig5_A_stability/accepted/10.1007_s11426-016-0085-y__Fig5__A__stability__PCE__Series_1.csv,excluded,"Too few unique time points (7) in [0,200]h window (data spans 85% of window)",7.0,,10.1007/s11426-016-0085-y,Fig5_A,Series_1,days
x_time_day/10.1007_s11426-022-1403-6/Fig4_F_stability_performance_curve_pce/accepted/10.1007_s11426-022-1403-6__Fig4__F__stability_performance_curve_pce__Control__Series_1.csv,excluded,"Too few unique time points (4) in [0,200]h window (data spans 84% of window)",4.0,,10.1007/s11426-022-1403-6,Fig4_F,Series_1,days
x_time_day/10.1007_s11426-022-1403-6/Fig4_F_stability_performance_curve_pce/accepted/10.1007_s11426-022-1403-6__Fig4__F__stability_performance_curve_pce__w_IDT-C1__Series_2.csv,excluded,"Too few unique time points (3) in [0,200]h window (data spans 56% of window)",3.0,,10.1007/s11426-022-1403-6,Fig4_F,Series_2,days
x_time_day/10.1007_s11431-021-1861-y/Fig5_D_stability_performance_curve_pce_plot/accepted/10.1007_s11431-021-1861-y__Fig5__D__stability_performance_curve_pce_plot__Control__Series_1.csv,included,,13.0,1.0021985333003547,10.1007/s11431-021-1861-y,Fig5_D,Series_1,days
x_time_day/10.1007_s11664-018-6614-x/Fig5_D_stability_performance_curve_pce/accepted/10.1007_s11664-018-6614-x__Fig5__D__stability_performance_curve_pce__SampleB__Series_4.csv,included,,27.0,0.9822987869608062,10.1007/s11664-018-6614-x,Fig5_D,Series_4,days
x_time_day/10.1007_s11664-018-6614-x/Fig5_D_stability_performance_curve_pce/accepted/10.1007_s11664-018-6614-x__Fig5__D__stability_performance_curve_pce__Sample_A__Series_3.csv,included,,25.0,0.9164656593228114,10.1007/s11664-018-6614-x,Fig5_D,Series_3,days
x_time_day/10.1007_s12274-021-3286-2/Fig5_F_stability_performance_curve_pce_decay/accepted/10.1007_s12274-021-3286-2__Fig5__F__stability_performance_curve_pce_decay__Control__Series_1.csv,included,,11.0,1.000608362979821,10.1007/s12274-021-3286-2,Fig5_F,Series_1,days
x_time_day/10.1007_s13233-021-9020-9/Fig5_D_stability_performance_curve/accepted/10.1007_s13233-021-9020-9__Fig5__D__stability_performance_curve__Spiro-OMeTAD__Series_1.csv,included,,19.0,1.0004744081130412,10.1007/s13233-021-9020-9,Fig5_D,Series_1,days
x_time_day/10.1007_s40843-019-1186-4/Fig8_D_stability_performance_curve_plot/accepted/10.1007_s40843-019-1186-4__Fig8__D__stability_performance_curve_plot__Tra-FAo.gMA0.1__Series_1.csv,excluded,"Too few unique time points (5) in [0,200]h window (data spans 78% of window)",5.0,,10.1007/s40843-019-1186-4,Fig8_D,Series_1,days
x_time_day/10.1007_s40843-019-1287-3/Fig4_D_stability_performance_curve_pce/accepted/10.1007_s40843-019-1287-3__Fig4__D__stability_performance_curve_pce__w_o_KF__Series_2.csv,included,,45.0,0.9895710372128348,10.1007/s40843-019-1287-3,Fig4_D,Series_2,days
x_time_day/10.1016_j.apsusc.2016.06.187/Fig9_whole_figure/accepted/10.1016_j.apsusc.2016.06.187__Fig9__whole__figure__cl-SnO2(SnO__Series_2.csv,included,,118.0,0.9728281376821459,10.1016/j.apsusc.2016.06.187,Fig9,Series_2,days
x_time_day/10.1016_j.apsusc.2016.06.187/Fig9_whole_figure/accepted/10.1016_j.apsusc.2016.06.187__Fig9__whole__figure__cl-TiO2__Series_1.csv,included,,133.0,0.9731011975791829,10.1016/j.apsusc.2016.06.187,Fig9,Series_1,days
"x_time_day/10.1016_j.apsusc.2017.02.057/Fig4_D_stability_performance_curve_pce/accepted/10.1016_j.apsusc.2017.02.057__Fig4__D__stability_performance_curve_pce__In-Pbl,based__Series_1.csv",included,,24.0,10.793083058703635,10.1016/j.apsusc.2017.02.057,Fig4_D,Series_1,days
"x_time_day/10.1016_j.apsusc.2017.02.057/Fig4_D_stability_performance_curve_pce/accepted/10.1016_j.apsusc.2017.02.057__Fig4__D__stability_performance_curve_pce__c-Pbl,based__Series_2.csv",included,,15.0,7.401474971451808,10.1016/j.apsusc.2017.02.057,Fig4_D,Series_2,days
x_time_day/10.1016_j.apsusc.2017.04.153/Fig5_D_pce/accepted/10.1016_j.apsusc.2017.04.153__Fig5__D__pce__spiro-OMeTAD__Series_2.csv,included,,18.0,13.682571266821792,10.1016/j.apsusc.2017.04.153,Fig5_D,Series_2,days
x_time_day/10.1016_j.apsusc.2019.145099/Fig6_whole_stability/accepted/10.1016_j.apsusc.2019.145099__Fig6__whole__stability__SnO₂__Series_1.csv,included,,17.0,18.2218879157551,10.1016/j.apsusc.2019.145099,Fig6,Series_1,days
x_time_day/10.1016_j.apsusc.2020.145790/Fig7_F_stability_performance_curve_pce/accepted/10.1016_j.apsusc.2020.145790__Fig7__F__stability_performance_curve_pce__Reference__Series_3.csv,included,,12.0,1.0050256629804508,10.1016/j.apsusc.2020.145790,Fig7_F,Series_3,days
x_time_day/10.1016_j.apsusc.2020.147949/Fig8_A_stability_performance_curve_pattern/accepted/10.1016_j.apsusc.2020.147949__Fig8__A__stability_performance_curve_pattern__Pristine__Series_1.csv,included,,24.0,14.275587195460997,10.1016/j.apsusc.2020.147949,Fig8_A,Series_1,days
x_time_day/10.1016_j.apsusc.2021.149276/Fig5_D_stability_performance_curve_pce/accepted/10.1016_j.apsusc.2021.149276__Fig5__D__stability_performance_curve_pce__MAPbl₃__Series_1.csv,included,,18.0,0.9825768062942841,10.1016/j.apsusc.2021.149276,Fig5_D,Series_1,days
x_time_day/10.1016_j.carbon.2019.10.101/Fig4_A_stability_performance_curve_pce/accepted/10.1016_j.carbon.2019.10.101__Fig4__A__stability_performance_curve_pce__CuSCN_AuPSC__Series_1.csv,included,,49.0,1.0035326109524945,10.1016/j.carbon.2019.10.101,Fig4_A,Series_1,days
x_time_day/10.1016_j.carbon.2019.10.101/Fig4_D_stability_performance_curve_pce/accepted/10.1016_j.carbon.2019.10.101__Fig4__D__stability_performance_curve_pce__CuSCN_Au_PSC__Series_2.csv,included,,43.0,0.9568798554803215,10.1016/j.carbon.2019.10.101,Fig4_D,Series_2,days
x_time_day/10.1016_j.carbon.2020.05.079/Fig8_D_pce/accepted/10.1016_j.carbon.2020.05.079__Fig8__D__pce__Control__Series_1.csv,included,,38.0,15.011696954035767,10.1016/j.carbon.2020.05.079,Fig8_D,Series_1,days
