curve_id,sample_id,source_absolute_path,source_relative_path,top_dir,doi_dir,doi,figure_folder,series_id,unit_factor_to_hours,unit_label,unit_source,y_axis_name,y_axis_unit,n_raw_points,n_unique_points_0_200h,start_time_absolute_h,end_time_absolute_h,duration_h,global_max_pce_time_relative_h,global_max_pce_value,duration_ge_200h,global_max_pce_by_200h,paper_selected_min4,main_selected_min10,selection_or_exclusion_reasons
x_time_day/10.1002_adfm.201807024/Fig6_D_pce/accepted/10.1002_adfm.201807024__Fig6__D__pce__0_MASCN__Series_1.csv,10.1002/adfm.201807024|Fig6_D_pce|10.1002_adfm.201807024__Fig6__D__pce__0_MASCN__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201807024/Fig6_D_pce/accepted/10.1002_adfm.201807024__Fig6__D__pce__0_MASCN__Series_1.csv,x_time_day/10.1002_adfm.201807024/Fig6_D_pce/accepted/10.1002_adfm.201807024__Fig6__D__pce__0_MASCN__Series_1.csv,x_time_day,10.1002_adfm.201807024,10.1002/adfm.201807024,Fig6_D_pce,Series_1,24.0,days,validation.axis.x.unit,Normalized PCE,,18,8,-1.3882370374635684,428.0615236986405,429.44976073610405,0.0,0.9967099413295936,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1002_solr.201900336/Fig5_D_stability_performance_curve_pce/accepted/10.1002_solr.201900336__Fig5__D__stability_performance_curve_pce__o—SnO₂__Series_2.csv,10.1002/solr.201900336|Fig5_D_stability_performance_curve_pce|10.1002_solr.201900336__Fig5__D__stability_performance_curve_pce__o—SnO₂__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_solr.201900336/Fig5_D_stability_performance_curve_pce/accepted/10.1002_solr.201900336__Fig5__D__stability_performance_curve_pce__o—SnO₂__Series_2.csv,x_time_day/10.1002_solr.201900336/Fig5_D_stability_performance_curve_pce/accepted/10.1002_solr.201900336__Fig5__D__stability_performance_curve_pce__o—SnO₂__Series_2.csv,x_time_day,10.1002_solr.201900336,10.1002/solr.201900336,Fig5_D_stability_performance_curve_pce,Series_2,24.0,day,validation.axis.x.unit,PCE,(%),43,8,-5.638874097580029,1063.9222848694574,1069.5611589670375,0.0,1.001634128444729,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1002_solr.201900457/Fig5_D_stability_performance_curve_pce/accepted/10.1002_solr.201900457__Fig5__D__stability_performance_curve_pce__CsPb0.5Sn0.5I2Br__Series_1.csv,10.1002/solr.201900457|Fig5_D_stability_performance_curve_pce|10.1002_solr.201900457__Fig5__D__stability_performance_curve_pce__CsPb0.5Sn0.5I2Br__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_solr.201900457/Fig5_D_stability_performance_curve_pce/accepted/10.1002_solr.201900457__Fig5__D__stability_performance_curve_pce__CsPb0.5Sn0.5I2Br__Series_1.csv,x_time_day/10.1002_solr.201900457/Fig5_D_stability_performance_curve_pce/accepted/10.1002_solr.201900457__Fig5__D__stability_performance_curve_pce__CsPb0.5Sn0.5I2Br__Series_1.csv,x_time_day,10.1002_solr.201900457,10.1002/solr.201900457,Fig5_D_stability_performance_curve_pce,Series_1,24.0,days,validation.axis.x.unit,Normalized PCE,,63,9,11.988827746491708,1425.3151010936467,1413.326273347155,0.0,1.0049958027923094,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1002_solr.202000376/Fig8_C_stability_performance_curve_pce/accepted/10.1002_solr.202000376__Fig8__C__stability_performance_curve_pce__MAPbI3__Series_1.csv,10.1002/solr.202000376|Fig8_C_stability_performance_curve_pce|10.1002_solr.202000376__Fig8__C__stability_performance_curve_pce__MAPbI3__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_solr.202000376/Fig8_C_stability_performance_curve_pce/accepted/10.1002_solr.202000376__Fig8__C__stability_performance_curve_pce__MAPbI3__Series_1.csv,x_time_day/10.1002_solr.202000376/Fig8_C_stability_performance_curve_pce/accepted/10.1002_solr.202000376__Fig8__C__stability_performance_curve_pce__MAPbI3__Series_1.csv,x_time_day,10.1002_solr.202000376,10.1002/solr.202000376,Fig8_C_stability_performance_curve_pce,Series_1,24.0,days,validation.axis.x.unit,Normalized PCE,,58,6,-9.309195512913362,2138.8708636629117,2148.180059175825,37.68736945922501,1.0040800467714615,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1002_solr.202000376/Fig8_C_stability_performance_curve_pce/accepted/10.1002_solr.202000376__Fig8__C__stability_performance_curve_pce__MAPbI3with_SDBS__Series_2.csv,10.1002/solr.202000376|Fig8_C_stability_performance_curve_pce|10.1002_solr.202000376__Fig8__C__stability_performance_curve_pce__MAPbI3with_SDBS__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_solr.202000376/Fig8_C_stability_performance_curve_pce/accepted/10.1002_solr.202000376__Fig8__C__stability_performance_curve_pce__MAPbI3with_SDBS__Series_2.csv,x_time_day/10.1002_solr.202000376/Fig8_C_stability_performance_curve_pce/accepted/10.1002_solr.202000376__Fig8__C__stability_performance_curve_pce__MAPbI3with_SDBS__Series_2.csv,x_time_day,10.1002_solr.202000376,10.1002/solr.202000376,Fig8_C_stability_performance_curve_pce,Series_2,24.0,days,validation.axis.x.unit,Normalized PCE,,56,6,47.22185867592415,2120.027178933299,2072.805320257375,0.0,1.0018598573782878,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1002_solr.202100069/Fig5_B_stability_performance_curve_pce/accepted/10.1002_solr.202100069__Fig5__B__stability_performance_curve_pce__o—wlo_APZ__Series_1.csv,10.1002/solr.202100069|Fig5_B_stability_performance_curve_pce|10.1002_solr.202100069__Fig5__B__stability_performance_curve_pce__o—wlo_APZ__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_solr.202100069/Fig5_B_stability_performance_curve_pce/accepted/10.1002_solr.202100069__Fig5__B__stability_performance_curve_pce__o—wlo_APZ__Series_1.csv,x_time_day/10.1002_solr.202100069/Fig5_B_stability_performance_curve_pce/accepted/10.1002_solr.202100069__Fig5__B__stability_performance_curve_pce__o—wlo_APZ__Series_1.csv,x_time_day,10.1002_solr.202100069,10.1002/solr.202100069,Fig5_B_stability_performance_curve_pce,Series_1,24.0,day,validation.axis.x.unit,Normalized PCE,,52,8,5.449713662907456,1414.5189929973562,1409.0692793344488,0.0,0.9981689067822668,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1002_solr.202100069/Fig5_B_stability_performance_curve_pce/accepted/10.1002_solr.202100069__Fig5__B__stability_performance_curve_pce__with_APZ__Series_2.csv,10.1002/solr.202100069|Fig5_B_stability_performance_curve_pce|10.1002_solr.202100069__Fig5__B__stability_performance_curve_pce__with_APZ__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_solr.202100069/Fig5_B_stability_performance_curve_pce/accepted/10.1002_solr.202100069__Fig5__B__stability_performance_curve_pce__with_APZ__Series_2.csv,x_time_day/10.1002_solr.202100069/Fig5_B_stability_performance_curve_pce/accepted/10.1002_solr.202100069__Fig5__B__stability_performance_curve_pce__with_APZ__Series_2.csv,x_time_day,10.1002_solr.202100069,10.1002/solr.202100069,Fig5_B_stability_performance_curve_pce,Series_2,24.0,day,validation.axis.x.unit,Normalized PCE,,52,8,13.738356482521851,1422.8076358169706,1409.0692793344488,0.0,1.005500894524924,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1007_s11426-016-0085-y/Fig5_A_stability/accepted/10.1007_s11426-016-0085-y__Fig5__A__stability__FF__Series_2.csv,10.1007/s11426-016-0085-y|Fig5_A_stability|10.1007_s11426-016-0085-y__Fig5__A__stability__FF__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1007_s11426-016-0085-y/Fig5_A_stability/accepted/10.1007_s11426-016-0085-y__Fig5__A__stability__FF__Series_2.csv,x_time_day/10.1007_s11426-016-0085-y/Fig5_A_stability/accepted/10.1007_s11426-016-0085-y__Fig5__A__stability__FF__Series_2.csv,x_time_day,10.1007_s11426-016-0085-y,10.1007/s11426-016-0085-y,Fig5_A_stability,Series_2,24.0,days,validation.axis.x.unit,Device performance,,64,8,-7.342391814942005,1783.9236098324036,1791.2660016473455,0.0,0.9992974524723468,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1007_s11426-016-0085-y/Fig5_A_stability/accepted/10.1007_s11426-016-0085-y__Fig5__A__stability__PCE__Series_1.csv,10.1007/s11426-016-0085-y|Fig5_A_stability|10.1007_s11426-016-0085-y__Fig5__A__stability__PCE__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1007_s11426-016-0085-y/Fig5_A_stability/accepted/10.1007_s11426-016-0085-y__Fig5__A__stability__PCE__Series_1.csv,x_time_day/10.1007_s11426-016-0085-y/Fig5_A_stability/accepted/10.1007_s11426-016-0085-y__Fig5__A__stability__PCE__Series_1.csv,x_time_day,10.1007_s11426-016-0085-y,10.1007/s11426-016-0085-y,Fig5_A_stability,Series_1,24.0,days,validation.axis.x.unit,Device performance,,64,8,-7.342391814942005,1783.9236098324036,1791.2660016473455,0.0,1.0014629832405688,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1007_s11426-022-1403-6/Fig4_F_stability_performance_curve_pce/accepted/10.1007_s11426-022-1403-6__Fig4__F__stability_performance_curve_pce__Control__Series_1.csv,10.1007/s11426-022-1403-6|Fig4_F_stability_performance_curve_pce|10.1007_s11426-022-1403-6__Fig4__F__stability_performance_curve_pce__Control__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1007_s11426-022-1403-6/Fig4_F_stability_performance_curve_pce/accepted/10.1007_s11426-022-1403-6__Fig4__F__stability_performance_curve_pce__Control__Series_1.csv,x_time_day/10.1007_s11426-022-1403-6/Fig4_F_stability_performance_curve_pce/accepted/10.1007_s11426-022-1403-6__Fig4__F__stability_performance_curve_pce__Control__Series_1.csv,x_time_day,10.1007_s11426-022-1403-6,10.1007/s11426-022-1403-6,Fig4_F_stability_performance_curve_pce,Series_1,24.0,day,validation.axis.x.unit,Normalized PCE,,39,4,13.30517397126701,2153.912568268618,2140.607394297351,0.0,1.0000872434298211,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1007_s11426-022-1403-6/Fig4_F_stability_performance_curve_pce/accepted/10.1007_s11426-022-1403-6__Fig4__F__stability_performance_curve_pce__w_IDT-C1__Series_2.csv,10.1007/s11426-022-1403-6|Fig4_F_stability_performance_curve_pce|10.1007_s11426-022-1403-6__Fig4__F__stability_performance_curve_pce__w_IDT-C1__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1007_s11426-022-1403-6/Fig4_F_stability_performance_curve_pce/accepted/10.1007_s11426-022-1403-6__Fig4__F__stability_performance_curve_pce__w_IDT-C1__Series_2.csv,x_time_day/10.1007_s11426-022-1403-6/Fig4_F_stability_performance_curve_pce/accepted/10.1007_s11426-022-1403-6__Fig4__F__stability_performance_curve_pce__w_IDT-C1__Series_2.csv,x_time_day,10.1007_s11426-022-1403-6,10.1007/s11426-022-1403-6,Fig4_F_stability_performance_curve_pce,Series_2,24.0,day,validation.axis.x.unit,Normalized PCE,,39,4,52.73741544516565,2193.344809742517,2140.6073942973517,168.99532060242242,0.9901809578749037,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1007_s40843-019-1186-4/Fig8_D_stability_performance_curve_plot/accepted/10.1007_s40843-019-1186-4__Fig8__D__stability_performance_curve_plot__Tra-FAo.gMA0.1__Series_1.csv,10.1007/s40843-019-1186-4|Fig8_D_stability_performance_curve_plot|10.1007_s40843-019-1186-4__Fig8__D__stability_performance_curve_plot__Tra-FAo.gMA0.1__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1007_s40843-019-1186-4/Fig8_D_stability_performance_curve_plot/accepted/10.1007_s40843-019-1186-4__Fig8__D__stability_performance_curve_plot__Tra-FAo.gMA0.1__Series_1.csv,x_time_day/10.1007_s40843-019-1186-4/Fig8_D_stability_performance_curve_plot/accepted/10.1007_s40843-019-1186-4__Fig8__D__stability_performance_curve_plot__Tra-FAo.gMA0.1__Series_1.csv,x_time_day,10.1007_s40843-019-1186-4,10.1007/s40843-019-1186-4,Fig8_D_stability_performance_curve_plot,Series_1,24.0,d,validation.axis.x.unit,Efficiency,(a.u.),50,6,-21.13378583561382,1885.463457828825,1906.5972436644388,0.0,100.43682118309262,True,True,True,False,unique_points_4_to_9_main_qc
"x_time_day/10.1016_j.apsusc.2017.02.057/Fig4_D_stability_performance_curve_pce/accepted/10.1016_j.apsusc.2017.02.057__Fig4__D__stability_performance_curve_pce__c-Pbl,based__Series_2.csv","10.1016/j.apsusc.2017.02.057|Fig4_D_stability_performance_curve_pce|10.1016_j.apsusc.2017.02.057__Fig4__D__stability_performance_curve_pce__c-Pbl,based__Series_2","/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.apsusc.2017.02.057/Fig4_D_stability_performance_curve_pce/accepted/10.1016_j.apsusc.2017.02.057__Fig4__D__stability_performance_curve_pce__c-Pbl,based__Series_2.csv","x_time_day/10.1016_j.apsusc.2017.02.057/Fig4_D_stability_performance_curve_pce/accepted/10.1016_j.apsusc.2017.02.057__Fig4__D__stability_performance_curve_pce__c-Pbl,based__Series_2.csv",x_time_day,10.1016_j.apsusc.2017.02.057,10.1016/j.apsusc.2017.02.057,Fig4_D_stability_performance_curve_pce,Series_2,24.0,days,top_directory_fallback,PCE,%,16,16,-4.8211687214625805,120.08024684707817,124.90141556854076,24.98028311370815,7.3908804378684945,False,True,False,False,duration_lt_200h
x_time_day/10.1016_j.carbon.2019.10.101/Fig4_A_stability_performance_curve_pce/accepted/10.1016_j.carbon.2019.10.101__Fig4__A__stability_performance_curve_pce__CuSCN_AuPSC__Series_1.csv,10.1016/j.carbon.2019.10.101|Fig4_A_stability_performance_curve_pce|10.1016_j.carbon.2019.10.101__Fig4__A__stability_performance_curve_pce__CuSCN_AuPSC__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.carbon.2019.10.101/Fig4_A_stability_performance_curve_pce/accepted/10.1016_j.carbon.2019.10.101__Fig4__A__stability_performance_curve_pce__CuSCN_AuPSC__Series_1.csv,x_time_day/10.1016_j.carbon.2019.10.101/Fig4_A_stability_performance_curve_pce/accepted/10.1016_j.carbon.2019.10.101__Fig4__A__stability_performance_curve_pce__CuSCN_AuPSC__Series_1.csv,x_time_day,10.1016_j.carbon.2019.10.101,10.1016/j.carbon.2019.10.101,Fig4_A_stability_performance_curve_pce,Series_1,24.0,day,validation.axis.x.unit,Normalized PCE,,49,49,1.1489979207364787,167.7921638634718,166.64316594273532,0.0,1.0026800540767344,False,True,False,False,duration_lt_200h
x_time_day/10.1016_j.cej.2020.125010/Fig6_A_stability_performance_curve_pce/accepted/10.1016_j.cej.2020.125010__Fig6__A__stability_performance_curve_pce__Reference_PSCs__Series_1.csv,10.1016/j.cej.2020.125010|Fig6_A_stability_performance_curve_pce|10.1016_j.cej.2020.125010__Fig6__A__stability_performance_curve_pce__Reference_PSCs__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.cej.2020.125010/Fig6_A_stability_performance_curve_pce/accepted/10.1016_j.cej.2020.125010__Fig6__A__stability_performance_curve_pce__Reference_PSCs__Series_1.csv,x_time_day/10.1016_j.cej.2020.125010/Fig6_A_stability_performance_curve_pce/accepted/10.1016_j.cej.2020.125010__Fig6__A__stability_performance_curve_pce__Reference_PSCs__Series_1.csv,x_time_day,10.1016_j.cej.2020.125010,10.1016/j.cej.2020.125010,Fig6_A_stability_performance_curve_pce,Series_1,24.0,days,validation.axis.x.unit,PCE,%,60,3,15.326993660715004,5063.361365923948,5048.034372263233,0.0,17.484839936010772,True,True,False,False,unique_points_lt_4
x_time_day/10.1016_j.cej.2020.126992/Fig9_whole_stability/accepted/10.1016_j.cej.2020.126992__Fig9__whole__stability__0—0.0%v_v__Series_1.csv,10.1016/j.cej.2020.126992|Fig9_whole_stability|10.1016_j.cej.2020.126992__Fig9__whole__stability__0—0.0%v_v__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.cej.2020.126992/Fig9_whole_stability/accepted/10.1016_j.cej.2020.126992__Fig9__whole__stability__0—0.0%v_v__Series_1.csv,x_time_day/10.1016_j.cej.2020.126992/Fig9_whole_stability/accepted/10.1016_j.cej.2020.126992__Fig9__whole__stability__0—0.0%v_v__Series_1.csv,x_time_day,10.1016_j.cej.2020.126992,10.1016/j.cej.2020.126992,Fig9_whole_stability,Series_1,24.0,day,validation.axis.x.unit,Normalized PCE,(%),81,7,19.60920062414121,2381.105067256687,2361.495866632546,0.0,1.0015291897686869,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1016_j.cej.2020.126992/Fig9_whole_stability/accepted/10.1016_j.cej.2020.126992__Fig9__whole__stability__0—1.0%_v_v__Series_2.csv,10.1016/j.cej.2020.126992|Fig9_whole_stability|10.1016_j.cej.2020.126992__Fig9__whole__stability__0—1.0%_v_v__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.cej.2020.126992/Fig9_whole_stability/accepted/10.1016_j.cej.2020.126992__Fig9__whole__stability__0—1.0%_v_v__Series_2.csv,x_time_day/10.1016_j.cej.2020.126992/Fig9_whole_stability/accepted/10.1016_j.cej.2020.126992__Fig9__whole__stability__0—1.0%_v_v__Series_2.csv,x_time_day,10.1016_j.cej.2020.126992,10.1016/j.cej.2020.126992,Fig9_whole_stability,Series_2,24.0,day,validation.axis.x.unit,Normalized PCE,(%),81,7,19.60920062414121,2381.105067256687,2361.495866632546,0.0,1.0074507433573048,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1016_j.cej.2021.129482/Fig5_E_pce/accepted/10.1016_j.cej.2021.129482__Fig5__E__pce__Control__Series_2.csv,10.1016/j.cej.2021.129482|Fig5_E_pce|10.1016_j.cej.2021.129482__Fig5__E__pce__Control__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.cej.2021.129482/Fig5_E_pce/accepted/10.1016_j.cej.2021.129482__Fig5__E__pce__Control__Series_2.csv,x_time_day/10.1016_j.cej.2021.129482/Fig5_E_pce/accepted/10.1016_j.cej.2021.129482__Fig5__E__pce__Control__Series_2.csv,x_time_day,10.1016_j.cej.2021.129482,10.1016/j.cej.2021.129482,Fig5_E_pce,Series_2,24.0,days,validation.axis.x.unit,Normalized PCE,,11,5,-6.534885947083325,428.8833244544504,435.41821040153377,0.0,0.9653809751597089,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1016_j.cej.2021.129482/Fig5_F_stability_performance_curve_pce/accepted/10.1016_j.cej.2021.129482__Fig5__F__stability_performance_curve_pce__Control__Series_1.csv,10.1016/j.cej.2021.129482|Fig5_F_stability_performance_curve_pce|10.1016_j.cej.2021.129482__Fig5__F__stability_performance_curve_pce__Control__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.cej.2021.129482/Fig5_F_stability_performance_curve_pce/accepted/10.1016_j.cej.2021.129482__Fig5__F__stability_performance_curve_pce__Control__Series_1.csv,x_time_day/10.1016_j.cej.2021.129482/Fig5_F_stability_performance_curve_pce/accepted/10.1016_j.cej.2021.129482__Fig5__F__stability_performance_curve_pce__Control__Series_1.csv,x_time_day,10.1016_j.cej.2021.129482,10.1016/j.cej.2021.129482,Fig5_F_stability_performance_curve_pce,Series_1,24.0,days,validation.axis.x.unit,Normalized PCE,,40,4,-4.9502114049203385,2061.6554835034517,2066.6056949083722,0.0,0.9995058566200254,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1016_j.cej.2021.131444/Fig4_B_stability_performance_curve/accepted/10.1016_j.cej.2021.131444__Fig4__B__stability_performance_curve__DC-SnO₂_PSCs__Series_2.csv,10.1016/j.cej.2021.131444|Fig4_B_stability_performance_curve|10.1016_j.cej.2021.131444__Fig4__B__stability_performance_curve__DC-SnO₂_PSCs__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.cej.2021.131444/Fig4_B_stability_performance_curve/accepted/10.1016_j.cej.2021.131444__Fig4__B__stability_performance_curve__DC-SnO₂_PSCs__Series_2.csv,x_time_day/10.1016_j.cej.2021.131444/Fig4_B_stability_performance_curve/accepted/10.1016_j.cej.2021.131444__Fig4__B__stability_performance_curve__DC-SnO₂_PSCs__Series_2.csv,x_time_day,10.1016_j.cej.2021.131444,10.1016/j.cej.2021.131444,Fig4_B_stability_performance_curve,Series_2,24.0,day,validation.axis.x.unit,Normalized PCE,,47,5,-18.3625281083888,1999.6072518452838,2017.9697799536725,0.0,1.0011318650981356,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1016_j.ceramint.2020.07.260/Fig7_B_stability_performance_curve_pce/accepted/10.1016_j.ceramint.2020.07.260__Fig7__B__stability_performance_curve_pce__Cell_A__Series_3.csv,10.1016/j.ceramint.2020.07.260|Fig7_B_stability_performance_curve_pce|10.1016_j.ceramint.2020.07.260__Fig7__B__stability_performance_curve_pce__Cell_A__Series_3,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.ceramint.2020.07.260/Fig7_B_stability_performance_curve_pce/accepted/10.1016_j.ceramint.2020.07.260__Fig7__B__stability_performance_curve_pce__Cell_A__Series_3.csv,x_time_day/10.1016_j.ceramint.2020.07.260/Fig7_B_stability_performance_curve_pce/accepted/10.1016_j.ceramint.2020.07.260__Fig7__B__stability_performance_curve_pce__Cell_A__Series_3.csv,x_time_day,10.1016_j.ceramint.2020.07.260,10.1016/j.ceramint.2020.07.260,Fig7_B_stability_performance_curve_pce,Series_3,24.0,day,validation.axis.x.unit,Normalized PCE,,66,8,12.695586694244724,1425.294750000427,1412.5991633061824,0.0,0.9500718841838671,True,True,True,False,unique_points_4_to_9_main_qc
