curve_id,axis_valid,audit_reasons,source_file,doi,record,series_name,x_name,x_unit,y_name,y_unit,time_factor_to_hours,n_unique_points,duration_hours,x_min_original,x_max_original,y_min_original,y_max_original,final_class,strict_topology_match,strict_class,rule_ensemble_stability,confidence_level,review_recommended,final_status
10.7498_aps.71.20211344_Fig13_B_image_96c80706e6,True,,lab/data_all/x_time_day/10.7498_aps.71.20211344/Fig13_B_image/accepted/10.7498_aps.71.20211344__Fig13__B__image__w_oPEABr__Series_1.csv,10.7498/aps.71.20211344,Fig13_B_image,10.7498_aps.71.20211344__Fig13__B__image__w_oPEABr__Series_1,Time,d,Normalized PCE/arb. units,,24.0,59,1417.5987457284655,0.7420221649886312,59.80863657034136,0.7841197717302624,0.9214984002486092,IFO-Valley,True,IFO-Valley,0.91,high,False,classified_strict_topology
10.1016_j.jmrt.2021.12.012_Fig14_D_stability_performance_curve_pce_e000c0fb56,True,,lab/data_all/x_time_h/10.1016_j.jmrt.2021.12.012/Fig14_D_stability_performance_curve_pce/accepted/10.1016_j.jmrt.2021.12.012__Fig14__D__stability_performance_curve_pce__HTM_free__Series_3.csv,10.1016/j.jmrt.2021.12.012,Fig14_D_stability_performance_curve_pce,10.1016_j.jmrt.2021.12.012__Fig14__D__stability_performance_curve_pce__HTM_free__Series_3,Time,(h),Normalized PCE%,%,1.0,49,162.9772289441731,2.6527373415373674,165.62996628571048,0.6195867607813845,0.9854408754032318,,,,,,,insufficient_duration_for_selected_window
10.1016_j.jmrt.2021.12.012_Fig14_D_stability_performance_curve_pce_5556008b03,True,,lab/data_all/x_time_h/10.1016_j.jmrt.2021.12.012/Fig14_D_stability_performance_curve_pce/accepted/10.1016_j.jmrt.2021.12.012__Fig14__D__stability_performance_curve_pce__Spiro-OMeTAD__Series_2.csv,10.1016/j.jmrt.2021.12.012,Fig14_D_stability_performance_curve_pce,10.1016_j.jmrt.2021.12.012__Fig14__D__stability_performance_curve_pce__Spiro-OMeTAD__Series_2,Time,(h),Normalized PCE%,%,1.0,52,166.2367735230566,0.0451016784305977,166.2818752014872,0.0653721118987842,0.9926855113363376,,,,,,,insufficient_duration_for_selected_window
10.1016_j.jmrt.2021.12.012_Fig14_D_stability_performance_curve_pce_6f97ef42ce,True,,lab/data_all/x_time_h/10.1016_j.jmrt.2021.12.012/Fig14_D_stability_performance_curve_pce/accepted/10.1016_j.jmrt.2021.12.012__Fig14__D__stability_performance_curve_pce__ZnPor_rGO_CuO_bio-nanocomposite__Series_1.csv,10.1016/j.jmrt.2021.12.012,Fig14_D_stability_performance_curve_pce,10.1016_j.jmrt.2021.12.012__Fig14__D__stability_performance_curve_pce__ZnPor_rGO_CuO_bio-nanocomposite__Series_1,Time,(h),Normalized PCE%,%,1.0,52,166.23677352305657,-0.93276169523444,165.30401182782214,0.337045959390255,0.9963078293028906,,,,,,,insufficient_duration_for_selected_window
10.7498_aps.72.20230636_Fig14_whole_stability_cb062fc081,True,,lab/data_all/x_time_day/10.7498_aps.72.20230636/Fig14_whole_stability/accepted/10.7498_aps.72.20230636__Fig14__whole__stability__o—Control__Series_1.csv,10.7498/aps.72.20230636,Fig14_whole_stability,10.7498_aps.72.20230636__Fig14__whole__stability__o—Control__Series_1,Time,d,Normalized PCE,arb. units,24.0,60,1419.2488050639372,0.241274763749745,59.37664164141379,0.8050976032276247,1.0193350998687327,IFO-Slope,False,unresolved_other_shape,1.0,unresolved_other_shape,True,assigned_four_way_but_unresolved_topology
10.1016_j.nanoen.2019.104249_Fig16_C_stability_performance_curve_pce_48155d6e68,True,,lab/data_all/x_time_h/10.1016_j.nanoen.2019.104249/Fig16_C_stability_performance_curve_pce/accepted/10.1016_j.nanoen.2019.104249__Fig16__C__stability_performance_curve_pce__CsPbl₂Br__Series_2.csv,10.1016/j.nanoen.2019.104249,Fig16_C_stability_performance_curve_pce,10.1016_j.nanoen.2019.104249__Fig16__C__stability_performance_curve_pce__CsPbl₂Br__Series_2,Time,(hr),Normalized Efficiency,,1.0,42,351.95487361949307,-0.9531978404336884,351.0016757790594,0.1561163983928557,0.919785647193487,,,,,,,insufficient_duration_for_selected_window
10.1016_j.apsusc.2018.09.080_Fig16_whole_stability_performance_curve_pce_2c7fdcac9f,True,,lab/data_all/x_time_h/10.1016_j.apsusc.2018.09.080/Fig16_whole_stability_performance_curve_pce/accepted/10.1016_j.apsusc.2018.09.080__Fig16__whole__stability_performance_curve_pce__ZnO_NRs__Series_1.csv,10.1016/j.apsusc.2018.09.080,Fig16_whole_stability_performance_curve_pce,10.1016_j.apsusc.2018.09.080__Fig16__whole__stability_performance_curve_pce__ZnO_NRs__Series_1,Time,(h),Normalized Efficiency,(%),1.0,62,143.18691244145077,23.132533328539385,166.31944576999015,48.18154513591186,99.87199015355348,,,,,,,insufficient_duration_for_selected_window
10.1016_j.apsusc.2018.09.080_Fig16_whole_stability_performance_curve_pce_f1ad2d671a,True,,lab/data_all/x_time_h/10.1016_j.apsusc.2018.09.080/Fig16_whole_stability_performance_curve_pce/accepted/10.1016_j.apsusc.2018.09.080__Fig16__whole__stability_performance_curve_pce__→ZnO@TiO2_NRs__Series_2.csv,10.1016/j.apsusc.2018.09.080,Fig16_whole_stability_performance_curve_pce,10.1016_j.apsusc.2018.09.080__Fig16__whole__stability_performance_curve_pce__→ZnO@TiO2_NRs__Series_2,Time,(h),Normalized Efficiency,(%),1.0,62,143.18691244145077,24.775661831965873,167.96257427341664,83.95511531580408,100.18717579390494,,,,,,,insufficient_duration_for_selected_window
10.1038_s41598-024-55379-w_Fig17_whole_stability_performance_curve_pce_6f75868bcf,True,,lab/data_all/x_time_h/10.1038_s41598-024-55379-w/Fig17_whole_stability_performance_curve_pce/accepted/10.1038_s41598-024-55379-w__Fig17__whole__stability_performance_curve_pce__Un-doped_ZnO_ETL__Series_3.csv,10.1038/s41598-024-55379-w,Fig17_whole_stability_performance_curve_pce,10.1038_s41598-024-55379-w__Fig17__whole__stability_performance_curve_pce__Un-doped_ZnO_ETL__Series_3,Time,(h),PCE,(%),1.0,85,296.349138700807,1.1832342869174042,297.5323729877244,3.889693381419171,7.2708312559737,,,,,,,insufficient_duration_for_selected_window
10.1038_s41598-024-55379-w_Fig17_whole_stability_performance_curve_pce_2d8a89da16,True,,lab/data_all/x_time_h/10.1038_s41598-024-55379-w/Fig17_whole_stability_performance_curve_pce/accepted/10.1038_s41598-024-55379-w__Fig17__whole__stability_performance_curve_pce__ZnO_H2O-Ag-doped_ZnO_1wt.%_ETL__Series_1.csv,10.1038/s41598-024-55379-w,Fig17_whole_stability_performance_curve_pce,10.1038_s41598-024-55379-w__Fig17__whole__stability_performance_curve_pce__ZnO_H2O-Ag-doped_ZnO_1wt.%_ETL__Series_1,Time,(h),PCE,(%),1.0,85,296.349138700807,1.1832342869174042,297.5323729877244,7.829697020362879,9.170974854896906,,,,,,,insufficient_duration_for_selected_window
10.1016_j.solener.2019.10.034_Fig1_A_pce_6ba966604a,True,,lab/data_all/x_time_day/10.1016_j.solener.2019.10.034/Fig1_A_pce/accepted/10.1016_j.solener.2019.10.034__Fig1__A__pce__Spiro-OMeTAD__Series_2.csv,10.1016/j.solener.2019.10.034,Fig1_A_pce,10.1016_j.solener.2019.10.034__Fig1__A__pce__Spiro-OMeTAD__Series_2,Day,,Norm. PCE,,24.0,50,1391.7379408796298,0.980876726127045,58.96995759611162,0.6873595896073251,1.0986658505500757,IFO-Slope,False,unresolved_other_shape,1.0,unresolved_other_shape,True,assigned_four_way_but_unresolved_topology
10.1038_s41598-017-00866-6_Fig1_A_stability_performance_curve_pce_561ba886e1,True,,lab/data_all/x_time_h/10.1038_s41598-017-00866-6/Fig1_A_stability_performance_curve_pce/accepted/10.1038_s41598-017-00866-6__Fig1__A__stability_performance_curve_pce__under_25°C_20-25%_RH__Series_1.csv,10.1038/s41598-017-00866-6,Fig1_A_stability_performance_curve_pce,10.1038_s41598-017-00866-6__Fig1__A__stability_performance_curve_pce__under_25°C_20-25%_RH__Series_1,Time,(h),Normalized Eff.,,1.0,58,193.00067833595313,-1.9332113811056075,191.0674669548475,0.6941419408206686,1.003512823950645,,,,,,,insufficient_duration_for_selected_window
10.1021_acsaem.0c03185_Fig1_B_mppt_stability_performance_curve_pce_c001d9c124,True,,lab/data_all/x_time_h/10.1021_acsaem.0c03185/Fig1_B_mppt_stability_performance_curve_pce/accepted/10.1021_acsaem.0c03185__Fig1__B__mppt_stability_performance_curve_pce__TiO₂__Series_2.csv,10.1021/acsaem.0c03185,Fig1_B_mppt_stability_performance_curve_pce,10.1021_acsaem.0c03185__Fig1__B__mppt_stability_performance_curve_pce__TiO₂__Series_2,Time,(h),Normalized PCE,,1.0,107,975.3721858289881,18.296651904917695,993.6688377339058,0.2672241813722574,0.9265263724699376,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1016_j.solener.2019.10.034_Fig1_B_pce_5c9523eb68,True,,lab/data_all/x_time_day/10.1016_j.solener.2019.10.034/Fig1_B_pce/accepted/10.1016_j.solener.2019.10.034__Fig1__B__pce__Spiro-OMeTAD__Series_1.csv,10.1016/j.solener.2019.10.034,Fig1_B_pce,10.1016_j.solener.2019.10.034__Fig1__B__pce__Spiro-OMeTAD__Series_1,Day,,Norm. PCE,,24.0,48,352.0654674246378,0.9767291857781296,15.646123661804706,0.0804558175735155,0.9789661718200896,,,,,,,insufficient_duration_for_selected_window
10.1016_j.synthmet.2017.02.022_Fig1_B_stability_performance_curve_pce_c6649e989e,True,,lab/data_all/x_time_day/10.1016_j.synthmet.2017.02.022/Fig1_B_stability_performance_curve_pce/accepted/10.1016_j.synthmet.2017.02.022__Fig1__B__stability_performance_curve_pce__Series_1__Series_1.csv,10.1016/j.synthmet.2017.02.022,Fig1_B_stability_performance_curve_pce,10.1016_j.synthmet.2017.02.022__Fig1__B__stability_performance_curve_pce__Series_1__Series_1,Time (day),(day),PCE (%),(%),24.0,56,715.7000389116939,-0.1929940917021264,29.627840862951786,7.387929729315556,11.004532041858084,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1021_acs.jpcc.0c09794_Fig1_B_stability_performance_curve_pce_2023a5ef87,True,,lab/data_all/x_time_h/10.1021_acs.jpcc.0c09794/Fig1_B_stability_performance_curve_pce/accepted/10.1021_acs.jpcc.0c09794__Fig1__B__stability_performance_curve_pce__Pristine__Series_1.csv,10.1021/acs.jpcc.0c09794,Fig1_B_stability_performance_curve_pce,10.1021_acs.jpcc.0c09794__Fig1__B__stability_performance_curve_pce__Pristine__Series_1,Time,(h),PCE,(%),1.0,58,991.5616852983557,-6.250256447140515,985.3114288512152,8.82133948537554,16.35658384879112,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1038_s41598-017-00866-6_Fig1_B_xrd_pattern_stability_performance_curve_bf3704f789,True,,lab/data_all/x_time_h/10.1038_s41598-017-00866-6/Fig1_B_xrd_pattern_stability_performance_curve/accepted/10.1038_s41598-017-00866-6__Fig1__B__xrd_pattern_stability_performance_curve__under_85°C_20-25%_RH__Series_1.csv,10.1038/s41598-017-00866-6,Fig1_B_xrd_pattern_stability_performance_curve,10.1038_s41598-017-00866-6__Fig1__B__xrd_pattern_stability_performance_curve__under_85°C_20-25%_RH__Series_1,Time,(h),Normalized Eff.,,1.0,57,189.21355561951142,-1.572036943297661,187.64151867621376,0.05592153083001,1.0012619549168258,,,,,,,insufficient_duration_for_selected_window
10.1039_c6ta09687e_Fig1_C_jv_curve_stability_performance_ff_8ea332619d,True,,lab/data_all/x_time_day/10.1039_c6ta09687e/Fig1_C_jv_curve_stability_performance_ff/accepted/10.1039_c6ta09687e__Fig1__C__jv_curve_stability_performance_ff__FAPbI3__Series_1.csv,10.1039/c6ta09687e,Fig1_C_jv_curve_stability_performance_ff,10.1039_c6ta09687e__Fig1__C__jv_curve_stability_performance_ff__FAPbI3__Series_1,Time,Days,Normalized PCE,,24.0,42,729.5781116286173,0.0268915176281883,30.425979502153908,0.202765019863139,0.9983247245487318,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1039_c6ta09687e_Fig1_C_jv_curve_stability_performance_ff_adb187d2a9,True,,lab/data_all/x_time_day/10.1039_c6ta09687e/Fig1_C_jv_curve_stability_performance_ff/accepted/10.1039_c6ta09687e__Fig1__C__jv_curve_stability_performance_ff__MAPbI3__Series_2.csv,10.1039/c6ta09687e,Fig1_C_jv_curve_stability_performance_ff,10.1039_c6ta09687e__Fig1__C__jv_curve_stability_performance_ff__MAPbI3__Series_2,Time,Days,Normalized PCE,,24.0,14,231.32964515053717,-0.1213967164426694,9.517338498163047,0.1393738083344065,0.9951551639722952,,,,,,,insufficient_duration_for_selected_window
10.1016_j.solener.2019.10.034_Fig1_C_pce_2e88ac6624,True,,lab/data_all/x_time_day/10.1016_j.solener.2019.10.034/Fig1_C_pce/accepted/10.1016_j.solener.2019.10.034__Fig1__C__pce__Spiro-OMeTAD__Series_2.csv,10.1016/j.solener.2019.10.034,Fig1_C_pce,10.1016_j.solener.2019.10.034__Fig1__C__pce__Spiro-OMeTAD__Series_2,Day,,Norm. PCE,,24.0,40,206.3841713229438,2.2176117177701427,10.81695218955947,0.2962804842661075,0.909818205607926,,,,,,,insufficient_duration_for_selected_window
10.1002_solr.201900249_Fig1_C_stability_performance_curve_pce_d8f1c66f71,True,,lab/data_all/x_time_day/10.1002_solr.201900249/Fig1_C_stability_performance_curve_pce/accepted/10.1002_solr.201900249__Fig1__C__stability_performance_curve_pce__o—pero-pristine__Series_1.csv,10.1002/solr.201900249,Fig1_C_stability_performance_curve_pce,10.1002_solr.201900249__Fig1__C__stability_performance_curve_pce__o—pero-pristine__Series_1,Time,(days),Normalized PCE,,24.0,117,1294.0832685176356,0.0235445494565187,53.94368073769133,0.5460614769125502,1.0018032921551825,IFO-Slope,False,unresolved_other_shape,1.0,unresolved_other_shape,True,assigned_four_way_but_unresolved_topology
10.1021_acs.jpcc.0c05357_Fig1_C_stability_performance_curve_pce_c144b1d0b8,True,,lab/data_all/x_time_day/10.1021_acs.jpcc.0c05357/Fig1_C_stability_performance_curve_pce/accepted/10.1021_acs.jpcc.0c05357__Fig1__C__stability_performance_curve_pce__Cs15-M__Series_2.csv,10.1021/acs.jpcc.0c05357,Fig1_C_stability_performance_curve_pce,10.1021_acs.jpcc.0c05357__Fig1__C__stability_performance_curve_pce__Cs15-M__Series_2,Time,(day),Normalized PCE,,24.0,45,719.5911468370549,8.507438843530224e-05,29.98304952593239,0.925844589639225,1.1768425617697422,IFO-Hill,True,IFO-Hill,1.0,high,False,classified_strict_topology
10.1021_acs.jpcc.0c05357_Fig1_C_stability_performance_curve_pce_df6f063a38,True,,lab/data_all/x_time_day/10.1021_acs.jpcc.0c05357/Fig1_C_stability_performance_curve_pce/accepted/10.1021_acs.jpcc.0c05357__Fig1__C__stability_performance_curve_pce__Cs15-U__Series_3.csv,10.1021/acs.jpcc.0c05357,Fig1_C_stability_performance_curve_pce,10.1021_acs.jpcc.0c05357__Fig1__C__stability_performance_curve_pce__Cs15-U__Series_3,Time,(day),Normalized PCE,,24.0,45,719.5911468370549,-0.2043442286902745,29.77862022285368,0.0812164929460554,1.005526485553675,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1021_acs.jpcc.0c05357_Fig1_C_stability_performance_curve_pce_03a88304d9,True,,lab/data_all/x_time_day/10.1021_acs.jpcc.0c05357/Fig1_C_stability_performance_curve_pce/accepted/10.1021_acs.jpcc.0c05357__Fig1__C__stability_performance_curve_pce__Rb5Cs10-M__Series_4.csv,10.1021/acs.jpcc.0c05357,Fig1_C_stability_performance_curve_pce,10.1021_acs.jpcc.0c05357__Fig1__C__stability_performance_curve_pce__Rb5Cs10-M__Series_4,Time,(day),Normalized PCE,,24.0,45,719.5911468370549,-0.0680580266378019,29.914906424906153,0.6828148071001526,1.06130381269379,IFO-Hill,True,IFO-Hill,0.49,low_review,True,classified_strict_topology
10.1021_acs.jpcc.0c05357_Fig1_C_stability_performance_curve_pce_064d1f2a58,True,,lab/data_all/x_time_day/10.1021_acs.jpcc.0c05357/Fig1_C_stability_performance_curve_pce/accepted/10.1021_acs.jpcc.0c05357__Fig1__C__stability_performance_curve_pce__Rb5Cs10-U__Series_1.csv,10.1021/acs.jpcc.0c05357,Fig1_C_stability_performance_curve_pce,10.1021_acs.jpcc.0c05357__Fig1__C__stability_performance_curve_pce__Rb5Cs10-U__Series_1,Time,(day),Normalized PCE,,24.0,45,719.5911468370549,-0.1362011276640373,29.846763323879916,0.0612960189674431,1.0095105803493971,IFO-Slope,False,unresolved_other_shape,1.0,unresolved_other_shape,True,assigned_four_way_but_unresolved_topology
10.1039_d4sc07759h_Fig1_C_stability_performance_curve_pce_699ffa7628,True,,lab/data_all/x_time_h/10.1039_d4sc07759h/Fig1_C_stability_performance_curve_pce/accepted/10.1039_d4sc07759h__Fig1__C__stability_performance_curve_pce__Pbl2+FA1__Series_2.csv,10.1039/d4sc07759h,Fig1_C_stability_performance_curve_pce,10.1039_d4sc07759h__Fig1__C__stability_performance_curve_pce__Pbl2+FA1__Series_2,Time,(h),Normalized PCE,,1.0,88,495.5166951156415,0.6307368466105743,496.1474319622521,0.7568469258796349,0.9979586457867496,,,,,,,insufficient_duration_for_selected_window
10.1021_acs.nanolett.9b02142_Fig1_C_stability_performance_curve_voc_618273a996,True,,lab/data_all/x_time_day/10.1021_acs.nanolett.9b02142/Fig1_C_stability_performance_curve_voc/accepted/10.1021_acs.nanolett.9b02142__Fig1__C__stability_performance_curve_voc__Control-HP__Series_2.csv,10.1021/acs.nanolett.9b02142,Fig1_C_stability_performance_curve_voc,10.1021_acs.nanolett.9b02142__Fig1__C__stability_performance_curve_voc__Control-HP__Series_2,Aging period,[day],PCE,[%],24.0,56,4634.555620348341,5.416005848288691,198.5224900294696,18.11414472103017,19.72333946982905,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1021_acs.nanolett.9b02142_Fig1_C_stability_performance_curve_voc_2faf65295b,True,,lab/data_all/x_time_day/10.1021_acs.nanolett.9b02142/Fig1_C_stability_performance_curve_voc/accepted/10.1021_acs.nanolett.9b02142__Fig1__C__stability_performance_curve_voc__LD-HP__Series_1.csv,10.1021/acs.nanolett.9b02142,Fig1_C_stability_performance_curve_voc,10.1021_acs.nanolett.9b02142__Fig1__C__stability_performance_curve_voc__LD-HP__Series_1,Aging period,[day],PCE,[%],24.0,56,4634.555620348342,5.767108546799932,198.87359272798085,20.21914541945897,21.01939361886166,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1039_d5ee01110h_Fig1_D_stability_performance_curve_f2c0dfe26c,True,,lab/data_all/x_time_h/10.1039_d5ee01110h/Fig1_D_stability_performance_curve/accepted/10.1039_d5ee01110h__Fig1__D__stability_performance_curve__Control__Series_1.csv,10.1039/d5ee01110h,Fig1_D_stability_performance_curve,10.1039_d5ee01110h__Fig1__D__stability_performance_curve__Control__Series_1,Times,(hours),Normalized PCE,,1.0,68,778.5048824972381,22.11379287869977,800.6186753759379,0.4250926333467288,0.9712154797374786,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1021_acs.nanolett.9b02142_Fig1_D_stability_performance_curve_pce_5a11992f8d,False,nonfinite_or_nonpositive_output,lab/data_all/x_time_day/10.1021_acs.nanolett.9b02142/Fig1_D_stability_performance_curve_pce/accepted/10.1021_acs.nanolett.9b02142__Fig1__D__stability_performance_curve_pce__Control-HP__Series_1.csv,10.1021/acs.nanolett.9b02142,Fig1_D_stability_performance_curve_pce,10.1021_acs.nanolett.9b02142__Fig1__D__stability_performance_curve_pce__Control-HP__Series_1,Δ Aging days,,Δ PCE,[%],24.0,49,3222.74224380048,42.13370842697144,176.41463525199143,-0.6946334575689236,-0.1975327483328624,,,,,,,excluded_axis_or_quality
10.1021_acs.nanolett.9b02142_Fig1_D_stability_performance_curve_pce_282e1b8b93,False,nonfinite_or_nonpositive_output,lab/data_all/x_time_day/10.1021_acs.nanolett.9b02142/Fig1_D_stability_performance_curve_pce/accepted/10.1021_acs.nanolett.9b02142__Fig1__D__stability_performance_curve_pce__LD-HP__Series_2.csv,10.1021/acs.nanolett.9b02142,Fig1_D_stability_performance_curve_pce,10.1021_acs.nanolett.9b02142__Fig1__D__stability_performance_curve_pce__LD-HP__Series_2,Δ Aging days,,Δ PCE,[%],24.0,54,3558.444560863031,42.13370842697144,190.40223179626437,-0.1975327483328624,-0.1956281479143334,,,,,,,excluded_axis_or_quality
