curve_id,top_dir,doi,figure_label,series_id,status,reason,n_original_points,pce_max_0_200h,max_x_hours,n_unique_t,t_coverage_pct,unit_label
x_time_day/10.1039_d0ta01279c/Fig3_F_stability_performance_curve_pce_eqe/10.1039_d0ta01279c__Fig3__F__stability_performance_curve_pce_eqe__TB(K)__Series_1.csv,x_time_day,10.1039/d0ta01279c,Fig3_F,Series_1,excluded,"Too few unique time points (7) in [0,200]h window (data spans 89% of window)",25,,178.21264896573936,7,89.10632448286968,days
x_time_day/10.1039_d0ta01279c/Fig3_F_stability_performance_curve_pce_eqe/10.1039_d0ta01279c__Fig3__F__stability_performance_curve_pce_eqe__TB(Na)__Series_2.csv,x_time_day,10.1039/d0ta01279c,Fig3_F,Series_2,excluded,"Too few unique time points (7) in [0,200]h window (data spans 89% of window)",25,,178.21264896573936,7,89.10632448286968,days
x_time_day/10.1039_d0ta02437f/Fig6_A_stability_performance_curve_pce/10.1039_d0ta02437f__Fig6__A__stability_performance_curve_pce__3D__Series_1.csv,x_time_day,10.1039/d0ta02437f,Fig6_A,Series_1,excluded,"Too few unique time points (4) in [0,200]h window (data spans 75% of window)",31,,150.97999069843428,4,75.48999534921714,days
x_time_day/10.1039_d0ta03951a/Fig7_A_pce/10.1039_d0ta03951a__Fig7__A__pce__PSK_spiro_C__Series_1.csv,x_time_day,10.1039/d0ta03951a,Fig7_A,Series_1,excluded,"Too few unique time points (7) in [0,200]h window (data spans 86% of window)",69,,171.9705023417722,7,85.9852511708861,days
x_time_day/10.1039_d0ta10871e/Fig5_F_stability_performance_curve_pce/10.1039_d0ta10871e__Fig5__F__stability_performance_curve_pce__pristine__Series_1.csv,x_time_day,10.1039/d0ta10871e,Fig5_F,Series_1,excluded,"Too few unique time points (4) in [0,200]h window (data spans 91% of window)",48,,182.8229461800285,4,91.41147309001425,days
x_time_day/10.1039_d0ta12509a/Fig6_E_stability_performance_curve_pce/10.1039_d0ta12509a__Fig6__E__stability_performance_curve_pce__Optimized__Series_2.csv,x_time_day,10.1039/d0ta12509a,Fig6_E,Series_2,excluded,"Too few unique time points (7) in [0,200]h window (data spans 92% of window)",47,,184.0146660278323,7,92.00733301391615,days
x_time_day/10.1039_d0ta12509a/Fig6_E_stability_performance_curve_pce/10.1039_d0ta12509a__Fig6__E__stability_performance_curve_pce__Reference__Series_1.csv,x_time_day,10.1039/d0ta12509a,Fig6_E,Series_1,excluded,"Too few unique time points (7) in [0,200]h window (data spans 92% of window)",48,,184.0146660278323,7,92.00733301391615,days
x_time_day/10.1039_d0tc04186f/Fig7_A_stability_performance_curve/10.1039_d0tc04186f__Fig7__A__stability_performance_curve__Pristine__Series_1.csv,x_time_day,10.1039/d0tc04186f,Fig7_A,Series_1,excluded,"Too few unique time points (5) in [0,200]h window (data spans 86% of window)",32,,172.70691467295018,5,86.35345733647509,days
x_time_day/10.1039_d0tc04186f/Fig7_B_stability_performance_curve/10.1039_d0tc04186f__Fig7__B__stability_performance_curve__Pristine__Series_1.csv,x_time_day,10.1039/d0tc04186f,Fig7_B,Series_1,excluded,"Too few unique time points (5) in [0,200]h window (data spans 86% of window)",32,,172.25796409457973,5,86.12898204728987,days
x_time_day/10.1039_d0tc04624h/Fig6_E_stability_performance_curve/10.1039_d0tc04624h__Fig6__E__stability_performance_curve__without_CoBr2__Series_2.csv,x_time_day,10.1039/d0tc04624h,Fig6_E,Series_2,excluded,"Too few unique time points (6) in [0,200]h window (data spans 98% of window)",63,,195.18618981483235,6,97.59309490741617,days
x_time_day/10.1039_d1na00172h/Fig6_A_stability_performance_curve_pce/10.1039_d1na00172h__Fig6__A__stability_performance_curve_pce__PSC-2__Series_1.csv,x_time_day,10.1039/d1na00172h,Fig6_A,Series_1,excluded,"Too few unique time points (5) in [0,200]h window (data spans 80% of window)",72,,160.4996187378609,5,80.24980936893046,days
x_time_day/10.1039_d1na00172h/Fig6_A_stability_performance_curve_pce/10.1039_d1na00172h__Fig6__A__stability_performance_curve_pce__PSC-Ref__Series_2.csv,x_time_day,10.1039/d1na00172h,Fig6_A,Series_2,excluded,"Too few unique time points (5) in [0,200]h window (data spans 80% of window)",72,,160.4996187378609,5,80.24980936893046,days
x_time_day/10.1039_d1nr03624f/Fig6_D_stability_performance_curve_pce/10.1039_d1nr03624f__Fig6__D__stability_performance_curve_pce__3D__Series_1.csv,x_time_day,10.1039/d1nr03624f,Fig6_D,Series_1,excluded,"Too few unique time points (7) in [0,200]h window (data spans 100% of window)",38,,199.78424551482354,7,99.89212275741177,days
x_time_day/10.1039_d1qm00149c/Fig5_A_stability_performance_curve_pce/10.1039_d1qm00149c__Fig5__A__stability_performance_curve_pce__FA0.3MA0.7PbI3__Series_2.csv,x_time_day,10.1039/d1qm00149c,Fig5_A,Series_2,excluded,"Too few unique time points (6) in [0,200]h window (data spans 84% of window)",65,,167.72823622123292,6,83.86411811061646,days
x_time_day/10.1039_d1qm00149c/Fig5_A_stability_performance_curve_pce/10.1039_d1qm00149c__Fig5__A__stability_performance_curve_pce__MAPbI3__Series_1.csv,x_time_day,10.1039/d1qm00149c,Fig5_A,Series_1,excluded,"Too few unique time points (6) in [0,200]h window (data spans 84% of window)",65,,167.72823622123292,6,83.86411811061646,days
x_time_day/10.1039_d1se00188d/Fig5_D_stability_performance_curve_pce/10.1039_d1se00188d__Fig5__D__stability_performance_curve_pce__Pristine__Series_1.csv,x_time_day,10.1039/d1se00188d,Fig5_D,Series_1,excluded,"Too few unique time points (5) in [0,200]h window (data spans 82% of window)",30,,163.73549643499572,5,81.86774821749786,days
x_time_day/10.1039_d2ta02588d/Fig4_A_stability_performance_curve_pce/10.1039_d2ta02588d__Fig4__A__stability_performance_curve_pce__F4-TCNQ__Series_2.csv,x_time_day,10.1039/d2ta02588d,Fig4_A,Series_2,excluded,"Too few unique time points (2) in [0,200]h window (data spans 73% of window)",48,,146.2436085160598,2,73.1218042580299,days
x_time_day/10.1039_d2ta02588d/Fig4_A_stability_performance_curve_pce/10.1039_d2ta02588d__Fig4__A__stability_performance_curve_pce__tBP_LiTFSI_FK2091.2__Series_3.csv,x_time_day,10.1039/d2ta02588d,Fig4_A,Series_3,excluded,"Too few unique time points (1) in [0,200]h window (data spans 0% of window)",49,,0.0,1,0.0,days
x_time_day/10.1039_d2ta02588d/Fig4_A_stability_performance_curve_pce/10.1039_d2ta02588d__Fig4__A__stability_performance_curve_pce__tBP_LiTFSI__Series_1.csv,x_time_day,10.1039/d2ta02588d,Fig4_A,Series_1,excluded,"Too few unique time points (2) in [0,200]h window (data spans 73% of window)",48,,146.24360851606014,2,73.12180425803007,days
x_time_day/10.1039_d2ta06092b/Fig5_E_schematic_diagram_stability_performance_curve_pce/10.1039_d2ta06092b__Fig5__E__schematic_diagram_stability_performance_curve_pce__CsPbBr3__Series_1.csv,x_time_day,10.1039/d2ta06092b,Fig5_E,Series_1,excluded,"Too few unique time points (5) in [0,200]h window (data spans 92% of window)",52,,184.54942077261876,5,92.27471038630938,days
x_time_day/10.1088_1402-4896_ab90be/Fig9_A_pce/10.1088_1402-4896_ab90be__Fig9__A__pce__ImEu1__Series_3.csv,x_time_day,10.1088/1402-4896_ab90be,Fig9_A,Series_3,excluded,"Too few unique time points (6) in [0,200]h window (data spans 84% of window)",44,,167.77564009011147,6,83.88782004505573,days
x_time_day/10.1088_1402-4896_ab90be/Fig9_A_pce/10.1088_1402-4896_ab90be__Fig9__A__pce__ImEu3__Series_2.csv,x_time_day,10.1088/1402-4896_ab90be,Fig9_A,Series_2,excluded,"Too few unique time points (6) in [0,200]h window (data spans 84% of window)",44,,167.77564009011147,6,83.88782004505573,days
x_time_day/10.1088_1402-4896_ab90be/Fig9_A_pce/10.1088_1402-4896_ab90be__Fig9__A__pce__ImEu5__Series_1.csv,x_time_day,10.1088/1402-4896_ab90be,Fig9_A,Series_1,excluded,"Too few unique time points (6) in [0,200]h window (data spans 84% of window)",45,,167.7756400901115,6,83.88782004505575,days
x_time_day/10.1088_1402-4896_ab90be/Fig9_B_stability_performance_curve_pce/10.1088_1402-4896_ab90be__Fig9__B__stability_performance_curve_pce__ImSb3__Series_3.csv,x_time_day,10.1088/1402-4896_ab90be,Fig9_B,Series_3,excluded,"Too few unique time points (4) in [0,200]h window (data spans 83% of window)",43,,166.18301488004826,4,83.09150744002413,days
x_time_day/10.1088_1402-4896_ab90be/Fig9_B_stability_performance_curve_pce/10.1088_1402-4896_ab90be__Fig9__B__stability_performance_curve_pce__ImSb5__Series_2.csv,x_time_day,10.1088/1402-4896_ab90be,Fig9_B,Series_2,excluded,"Too few unique time points (4) in [0,200]h window (data spans 83% of window)",44,,166.18301488004823,4,83.09150744002412,days
"x_time_day/10.1109_jphotov.2016.2600341/Fig8_D_pce/10.1109_jphotov.2016.2600341__Fig8__D__pce__ZnO_CH,NH,PbI__Series_1.csv",x_time_day,10.1109/jphotov.2016.2600341,Fig8_D,Series_1,excluded,"Too few unique time points (7) in [0,200]h window (data spans 91% of window)",41,,181.9165973433402,7,90.9582986716701,days
x_time_day/10.1109_jphotov.2016.2600341/Fig8_D_pce/10.1109_jphotov.2016.2600341__Fig8__D__pce__ZnO_PCBM_CHNHPbI__Series_2.csv,x_time_day,10.1109/jphotov.2016.2600341,Fig8_D,Series_2,excluded,"Too few unique time points (7) in [0,200]h window (data spans 91% of window)",41,,181.9165973433402,7,90.9582986716701,days
x_time_day/10.1126_science.aad1015/Fig4_C_jv_curve_stability_performance_jsc/10.1126_science.aad1015__Fig4__C__jv_curve_stability_performance_jsc__Ca__Series_3.csv,x_time_day,10.1126/science.aad1015,Fig4_C,Series_3,excluded,Curve max time 166.7h < 200.0h (curve too short),48,,142.48057639970082,48,71.24028819985041,days
x_time_day/10.1126_science.aad1015/Fig4_C_jv_curve_stability_performance_jsc/10.1126_science.aad1015__Fig4__C__jv_curve_stability_performance_jsc__LiF__Series_2.csv,x_time_day,10.1126/science.aad1015,Fig4_C,Series_2,excluded,Curve max time 165.8h < 200.0h (curve too short),48,,142.48057639970082,48,71.24028819985041,days
x_time_day/10.3390_mi16040379/Fig5_C_stability_performance_curve_pce/10.3390_mi16040379__Fig5__C__stability_performance_curve_pce__→—Cs₃Sb2I9__Series_1.csv,x_time_day,10.3390/mi16040379,Fig5_C,Series_1,excluded,"Too few unique time points (8) in [0,200]h window (data spans 98% of window)",51,,195.81602218146048,8,97.90801109073024,days
x_time_day/10.3390_pr10081477/Fig6_whole_figure/10.3390_pr10081477__Fig6__whole__figure__without_TOPO__Series_2.csv,x_time_day,10.3390/pr10081477,Fig6,Series_2,excluded,Curve max time 166.7h < 200.0h (curve too short),60,,168.32975560901647,60,84.16487780450824,days
x_time_day/10.7498_aps.71.20211344/Fig13_B_image/10.7498_aps.71.20211344__Fig13__B__image__w_oPEABr__Series_1.csv,x_time_day,10.7498/aps.71.20211344,Fig13_B,Series_1,excluded,"Too few unique time points (8) in [0,200]h window (data spans 96% of window)",62,,192.21677908182585,8,96.10838954091292,days
x_time_day/10.7498_aps.72.20230636/Fig14_whole_stability/10.7498_aps.72.20230636__Fig14__whole__stability__o—Control__Series_1.csv,x_time_day,10.7498/aps.72.20230636,Fig14,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 95% of window)",60,,189.23317400852488,9,94.61658700426244,days
x_time_h/10.1002_adem.202000990/Fig5_C_jv_curve_stability_performance_pce/10.1002_adem.202000990__Fig5__C__jv_curve_stability_performance_pce__Pero@Pbl2-70°C__Series_3.csv,x_time_h,10.1002/adem.202000990,Fig5_C,Series_3,excluded,Curve max time 118.1h < 200.0h (curve too short),20,,120.46885494878981,20,60.234427474394906,hours
x_time_h/10.1002_adfm.201503559/Fig6_whole_figure/10.1002_adfm.201503559__Fig6__whole__figure__DMF_+_2%_H₂O__Series_1.csv,x_time_h,10.1002/adfm.201503559,Fig6,Series_1,excluded,Curve max time 143.4h < 200.0h (curve too short),75,,143.12949800671583,75,71.56474900335792,hours
x_time_h/10.1002_adfm.201503559/Fig6_whole_figure/10.1002_adfm.201503559__Fig6__whole__figure__DMF__Series_2.csv,x_time_h,10.1002/adfm.201503559,Fig6,Series_2,excluded,Curve max time 141.4h < 200.0h (curve too short),74,,141.19531560121968,74,70.59765780060984,hours
x_time_h/10.1002_adfm.201600746/Fig6_A_stability_performance_curve_pce/10.1002_adfm.201600746__Fig6__A__stability_performance_curve_pce__PEDOT_PSS__Series_1.csv,x_time_h,10.1002/adfm.201600746,Fig6_A,Series_1,excluded,Curve max time 168.5h < 200.0h (curve too short),35,,171.18020619720565,34,85.59010309860282,hours
x_time_h/10.1002_adfm.201706777/Fig4_D_stability_performance_curve_pce/10.1002_adfm.201706777__Fig4__D__stability_performance_curve_pce__ITO_Ag__Series_1.csv,x_time_h,10.1002/adfm.201706777,Fig4_D,Series_1,excluded,"Too few unique time points (8) in [0,200]h window (data spans 98% of window)",54,,196.50026102049287,8,98.25013051024644,hours
x_time_h/10.1002_adfm.201706777/Fig4_D_stability_performance_curve_pce/10.1002_adfm.201706777__Fig4__D__stability_performance_curve_pce__ITO_Au__Series_2.csv,x_time_h,10.1002/adfm.201706777,Fig4_D,Series_2,excluded,"Too few unique time points (7) in [0,200]h window (data spans 98% of window)",54,,196.50026102049281,7,98.25013051024641,hours
x_time_h/10.1002_adfm.201807850/Fig7_F_stability_performance_curve_pce/10.1002_adfm.201807850__Fig7__F__stability_performance_curve_pce__w_o_NbF₅__Series_2.csv,x_time_h,10.1002/adfm.201807850,Fig7_F,Series_2,excluded,Curve max time 58.4h < 200.0h (curve too short),12,,58.04950387455614,12,29.02475193727807,hours
x_time_h/10.1002_adfm.202002230/Fig6_B_stability_performance_curve_mapping/10.1002_adfm.202002230__Fig6__B__stability_performance_curve_mapping__0MABr__Series_2.csv,x_time_h,10.1002/adfm.202002230,Fig6_B,Series_2,excluded,Curve max time 120.7h < 200.0h (curve too short),26,,121.87124831729203,26,60.93562415864602,hours
x_time_h/10.1002_adfm.202002964/Fig5_C_mppt_stability_performance_curve_profile/10.1002_adfm.202002964__Fig5__C__mppt_stability_performance_curve_profile__o-Control__Series_1.csv,x_time_h,10.1002/adfm.202002964,Fig5_C,Series_1,excluded,Curve max time 78.3h < 200.0h (curve too short),25,,79.62776923875637,25,39.813884619378186,hours
x_time_h/10.1002_adfm.202101163/Fig7_B_stability_performance_curve_pce/10.1002_adfm.202101163__Fig7__B__stability_performance_curve_pce__FAPbl3__Series_1.csv,x_time_h,10.1002/adfm.202101163,Fig7_B,Series_1,excluded,Curve max time 109.1h < 200.0h (curve too short),65,,108.71371973564558,65,54.35685986782279,hours
x_time_h/10.1002_adfm.202309894/Fig5_D_mppt_stability_performance_curve_eqe/10.1002_adfm.202309894__Fig5__D__mppt_stability_performance_curve_eqe__Ref__Series_2.csv,x_time_h,10.1002/adfm.202309894,Fig5_D,Series_2,excluded,"Too few unique time points (6) in [0,200]h window (data spans 87% of window)",19,,174.40102525330803,6,87.20051262665402,hours
x_time_h/10.1002_adma.201701221/Fig5_B_stability_performance_curve_pce/10.1002_adma.201701221__Fig5__B__stability_performance_curve_pce__spiro__Series_1.csv,x_time_h,10.1002/adma.201701221,Fig5_B,Series_1,excluded,Curve max time 195.5h < 200.0h (curve too short),42,,186.4280664680366,42,93.2140332340183,hours
x_time_h/10.1002_adma.201701221/Fig5_C_stability_performance_curve_pce/10.1002_adma.201701221__Fig5__C__stability_performance_curve_pce__w_o__Series_3.csv,x_time_h,10.1002/adma.201701221,Fig5_C,Series_3,excluded,Curve max time 195.7h < 200.0h (curve too short),42,,186.43486272332663,42,93.21743136166332,hours
x_time_h/10.1002_adma.201705596/Fig5_D_stability_performance_curve/10.1002_adma.201705596__Fig5__D__stability_performance_curve__(CsFAMA)Pb(BrI)₃__Series_2.csv,x_time_h,10.1002/adma.201705596,Fig5_D,Series_2,excluded,"Too few unique time points (8) in [0,200]h window (data spans 23% of window)",8,,46.72145429794274,8,23.36072714897137,hours
x_time_h/10.1002_adma.201706126/Fig5_C_stability_performance_curve/10.1002_adma.201706126__Fig5__C__stability_performance_curve__CB_with_0.0_mg_ml_PBDB-T__Series_2.csv,x_time_h,10.1002/adma.201706126,Fig5_C,Series_2,excluded,"Too few unique time points (4) in [0,200]h window (data spans 80% of window)",68,,160.78136911168826,4,80.39068455584413,hours
x_time_h/10.1002_adma.201800973/Fig3_D_stability_performance_curve_pce/10.1002_adma.201800973__Fig3__D__stability_performance_curve_pce__reference_MAPbl__Series_2.csv,x_time_h,10.1002/adma.201800973,Fig3_D,Series_2,excluded,"Too few unique time points (9) in [0,200]h window (data spans 97% of window)",19,,194.21517078519184,9,97.10758539259592,hours
x_time_h/10.1002_adma.201805323/Fig4_E_stability_performance_curve_pce/10.1002_adma.201805323__Fig4__E__stability_performance_curve_pce__X=0__Series_2.csv,x_time_h,10.1002/adma.201805323,Fig4_E,Series_2,excluded,"Too few unique time points (4) in [0,200]h window (data spans 99% of window)",16,,197.29464455143227,4,98.64732227571614,hours
x_time_h/10.1002_adma.201805323/Fig4_F_stability_performance_curve_pce/10.1002_adma.201805323__Fig4__F__stability_performance_curve_pce__X=0__Series_1.csv,x_time_h,10.1002/adma.201805323,Fig4_F,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 96% of window)",30,,191.9808484127405,9,95.99042420637025,hours
x_time_h/10.1002_adma.201901242/Fig5_C_stability_performance_curve_pce/10.1002_adma.201901242__Fig5__C__stability_performance_curve_pce__Control__Series_1.csv,x_time_h,10.1002/adma.201901242,Fig5_C,Series_1,excluded,"Too few unique time points (7) in [0,200]h window (data spans 96% of window)",53,,192.69385301088948,7,96.34692650544474,hours
x_time_h/10.1002_adma.201903448/Fig3_G_stability_performance_curve_pce/10.1002_adma.201903448__Fig3__G__stability_performance_curve_pce__CsPbI₃__Series_2.csv,x_time_h,10.1002/adma.201903448,Fig3_G,Series_2,excluded,Curve max time 163.5h < 200.0h (curve too short),14,,138.1018884105035,14,69.05094420525175,hours
x_time_h/10.1002_adma.201905766/Fig4_E_mppt_stability_performance_curve_pce/10.1002_adma.201905766__Fig4__E__mppt_stability_performance_curve_pce__In₂O₃_SnO₂__Series_1.csv,x_time_h,10.1002/adma.201905766,Fig4_E,Series_1,excluded,Curve max time 118.2h < 200.0h (curve too short),48,,94.63938407588503,48,47.31969203794252,hours
x_time_h/10.1002_adma.201905766/Fig4_E_mppt_stability_performance_curve_pce/10.1002_adma.201905766__Fig4__E__mppt_stability_performance_curve_pce__SnO₂__Series_2.csv,x_time_h,10.1002/adma.201905766,Fig4_E,Series_2,excluded,Curve max time 118.4h < 200.0h (curve too short),48,,94.63938407588505,48,47.319692037942524,hours
x_time_h/10.1002_adma.201905766/Fig4_E_stability_performance_curve_pce/10.1002_adma.201905766__Fig4__E__stability_performance_curve_pce__In₂O₃_SnO₂__Series_1.csv,x_time_h,10.1002/adma.201905766,Fig4_E,Series_1,excluded,Curve max time 178.0h < 200.0h (curve too short),52,,179.8100804687263,52,89.90504023436316,hours
x_time_h/10.1002_adma.201905766/Fig4_E_stability_performance_curve_pce/10.1002_adma.201905766__Fig4__E__stability_performance_curve_pce__SnO₂__Series_2.csv,x_time_h,10.1002/adma.201905766,Fig4_E,Series_2,excluded,Curve max time 178.0h < 200.0h (curve too short),52,,179.8100804687263,52,89.90504023436316,hours
x_time_h/10.1002_adma.201907396/Fig5_E_mppt_stability_performance_curve_pattern/10.1002_adma.201907396__Fig5__E__mppt_stability_performance_curve_pattern__Control__Series_1.csv,x_time_h,10.1002/adma.201907396,Fig5_E,Series_1,excluded,Curve max time 165.0h < 200.0h (curve too short),55,,163.8807377625369,55,81.94036888126845,hours
x_time_h/10.1002_adma.201907623/Fig5_C_stability_performance_curve_pce/10.1002_adma.201907623__Fig5__C__stability_performance_curve_pce__0%_PHCl__Series_2.csv,x_time_h,10.1002/adma.201907623,Fig5_C,Series_2,excluded,Curve max time 72.5h < 200.0h (curve too short),40,,73.31863890107425,40,36.659319450537126,hours
x_time_h/10.1002_adma.201907623/Fig5_C_stability_performance_curve_pce/10.1002_adma.201907623__Fig5__C__stability_performance_curve_pce__5%_PHCl__Series_1.csv,x_time_h,10.1002/adma.201907623,Fig5_C,Series_1,excluded,Curve max time 143.1h < 200.0h (curve too short),77,,142.8773476020934,77,71.4386738010467,hours
x_time_h/10.1002_adma.202003296/Fig5_B_stability_performance_curve_pce/10.1002_adma.202003296__Fig5__B__stability_performance_curve_pce__Control__Series_2.csv,x_time_h,10.1002/adma.202003296,Fig5_B,Series_2,excluded,Curve max time 166.9h < 200.0h (curve too short),43,,166.85573358800752,43,83.42786679400376,hours
x_time_h/10.1002_adma.202003965/Fig6_B_chart/10.1002_adma.202003965__Fig6__B__chart__Eth-PsCs__Series_2.csv,x_time_h,10.1002/adma.202003965,Fig6_B,Series_2,excluded,Curve max time 166.1h < 200.0h (curve too short),58,,167.6440660124871,58,83.82203300624354,hours
x_time_h/10.1002_adma.202004979/Fig2_F_eqe_mapping_stability_performance_curve_pce/10.1002_adma.202004979__Fig2__F__eqe_mapping_stability_performance_curve_pce__Control__Series_2.csv,x_time_h,10.1002/adma.202004979,Fig2_F,Series_2,excluded,"Too few unique time points (5) in [0,200]h window (data spans 98% of window)",13,,195.85561157264942,5,97.92780578632471,hours
x_time_h/10.1002_adma.202109348/Fig4_D_stability_performance_curve_pce/10.1002_adma.202109348__Fig4__D__stability_performance_curve_pce__2D_3D_mixed_perovskite_composites__Series_2.csv,x_time_h,10.1002/adma.202109348,Fig4_D,Series_2,excluded,"Too few unique time points (6) in [0,200]h window (data spans 89% of window)",51,,177.9336812093287,6,88.96684060466436,hours
x_time_h/10.1002_adma.202205769/Fig4_B_stability_performance_curve_pce/10.1002_adma.202205769__Fig4__B__stability_performance_curve_pce__PEDOT_PSS__Series_2.csv,x_time_h,10.1002/adma.202205769,Fig4_B,Series_2,excluded,Curve max time 193.8h < 200.0h (curve too short),12,,197.53793132028227,12,98.76896566014113,hours
x_time_h/10.1002_adma.202205769/Fig4_C_stability_performance_curve_pce/10.1002_adma.202205769__Fig4__C__stability_performance_curve_pce__PEDOT_PSS—C₆₀_ALD_SnO₂__Series_3.csv,x_time_h,10.1002/adma.202205769,Fig4_C,Series_3,excluded,"Too few unique time points (9) in [0,200]h window (data spans 95% of window)",21,,190.5587089363583,9,95.27935446817915,hours
x_time_h/10.1002_adma.202302839/Fig2_G_stability_performance_curve/10.1002_adma.202302839__Fig2__G__stability_performance_curve__Control__Series_2.csv,x_time_h,10.1002/adma.202302839,Fig2_G,Series_2,excluded,"Too few unique time points (9) in [0,200]h window (data spans 95% of window)",83,,189.8055992052004,9,94.9027996026002,hours
x_time_h/10.1002_adma.202302839/Fig2_H_stability_performance_curve/10.1002_adma.202302839__Fig2__H__stability_performance_curve__Control__Series_1.csv,x_time_h,10.1002/adma.202302839,Fig2_H,Series_1,excluded,"Too few unique time points (6) in [0,200]h window (data spans 95% of window)",80,,189.8964726093729,6,94.94823630468645,hours
x_time_h/10.1002_adma.202303692/Fig6_B_stability_performance_curve/10.1002_adma.202303692__Fig6__B__stability_performance_curve__SP__Series_2.csv,x_time_h,10.1002/adma.202303692,Fig6_B,Series_2,excluded,"Too few unique time points (9) in [0,200]h window (data spans 98% of window)",27,,196.52870949628166,9,98.26435474814083,hours
x_time_h/10.1002_adma.202303869/Fig4_E_mppt_stability_performance_curve_pce_voc/10.1002_adma.202303869__Fig4__E__mppt_stability_performance_curve_pce_voc__CsFAMA__Series_1.csv,x_time_h,10.1002/adma.202303869,Fig4_E,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 96% of window)",61,,192.86688932073497,9,96.43344466036748,hours
x_time_h/10.1002_adma.202416932/Fig6_F_sem_image_stability_performance_curve/10.1002_adma.202416932__Fig6__F__sem_image_stability_performance_curve__SnO₂__Series_2.csv,x_time_h,10.1002/adma.202416932,Fig6_F,Series_2,excluded,"Too few unique time points (5) in [0,200]h window (data spans 83% of window)",48,,165.9282082443391,5,82.96410412216954,hours
x_time_h/10.1002_admi.201500799/Fig7_whole_stability_performance_curve_pce/10.1002_admi.201500799__Fig7__whole__stability_performance_curve_pce__CrOx__Series_2.csv,x_time_h,10.1002/admi.201500799,Fig7,Series_2,excluded,Curve max time 137.0h < 200.0h (curve too short),73,,136.97248164233918,73,68.48624082116959,hours
x_time_h/10.1002_admi.201500799/Fig7_whole_stability_performance_curve_pce/10.1002_admi.201500799__Fig7__whole__stability_performance_curve_pce__Cu_CrOx__Series_1.csv,x_time_h,10.1002/admi.201500799,Fig7,Series_1,excluded,Curve max time 143.0h < 200.0h (curve too short),77,,142.6014877372298,77,71.3007438686149,hours
x_time_h/10.1002_admi.202000105/Fig5_D_stability_performance_curve_pce/10.1002_admi.202000105__Fig5__D__stability_performance_curve_pce__Reference__Series_2.csv,x_time_h,10.1002/admi.202000105,Fig5_D,Series_2,excluded,Curve max time 174.1h < 200.0h (curve too short),72,,168.05081774695032,72,84.02540887347516,hours
x_time_h/10.1002_admi.202001144/Fig3_B_stability_performance_curve_pce/10.1002_admi.202001144__Fig3__B__stability_performance_curve_pce__C₆₀-BCT@Au_NPs__Series_1.csv,x_time_h,10.1002/admi.202001144,Fig3_B,Series_1,excluded,Curve max time 195.7h < 200.0h (curve too short),54,,196.49997199451568,54,98.24998599725784,hours
x_time_h/10.1002_admi.202001144/Fig3_B_stability_performance_curve_pce/10.1002_admi.202001144__Fig3__B__stability_performance_curve_pce__PCBM__Series_2.csv,x_time_h,10.1002/admi.202001144,Fig3_B,Series_2,excluded,Curve max time 198.7h < 200.0h (curve too short),55,,196.49997199451565,54,98.24998599725782,hours
x_time_h/10.1002_admi.202001144/Fig3_B_stability_performance_curve_pce/10.1002_admi.202001144__Fig3__B__stability_performance_curve_pce__c-TiO₂__Series_3.csv,x_time_h,10.1002/admi.202001144,Fig3_B,Series_3,excluded,Curve max time 196.1h < 200.0h (curve too short),54,,196.49997199451565,54,98.24998599725782,hours
x_time_h/10.1002_admi.202001683/Fig4_C_stability_performance_curve_pce/10.1002_admi.202001683__Fig4__C__stability_performance_curve_pce__W_o_interface__Series_2.csv,x_time_h,10.1002/admi.202001683,Fig4_C,Series_2,excluded,"Too few unique time points (6) in [0,200]h window (data spans 88% of window)",58,,176.86105190166256,6,88.43052595083128,hours
x_time_h/10.1002_advs.201901241/Fig5_C_stability_performance_curve_pce_plot/10.1002_advs.201901241__Fig5__C__stability_performance_curve_pce_plot__2%DIFA__Series_2.csv,x_time_h,10.1002/advs.201901241,Fig5_C,Series_2,excluded,Curve max time 100.6h < 200.0h (curve too short),54,,100.32787358563296,54,50.16393679281648,hours
x_time_h/10.1002_advs.201901241/Fig5_C_stability_performance_curve_pce_plot/10.1002_advs.201901241__Fig5__C__stability_performance_curve_pce_plot__Control__Series_1.csv,x_time_h,10.1002/advs.201901241,Fig5_C,Series_1,excluded,Curve max time 100.2h < 200.0h (curve too short),54,,100.32787358563296,54,50.16393679281648,hours
x_time_h/10.1002_advs.201901241/Fig5_D_stability_performance_curve_pce_plot/10.1002_advs.201901241__Fig5__D__stability_performance_curve_pce_plot__2%DIFA__Series_1.csv,x_time_h,10.1002/advs.201901241,Fig5_D,Series_1,excluded,Curve max time 109.0h < 200.0h (curve too short),54,,109.19327344074804,54,54.59663672037402,hours
x_time_h/10.1002_advs.201901241/Fig5_D_stability_performance_curve_pce_plot/10.1002_advs.201901241__Fig5__D__stability_performance_curve_pce_plot__Control__Series_2.csv,x_time_h,10.1002/advs.201901241,Fig5_D,Series_2,excluded,Curve max time 84.2h < 200.0h (curve too short),42,,84.47026813340887,42,42.23513406670443,hours
