curve_id,true_class,amplitude_pce_percent,white_noise_sigma_norm,correlated_noise_sigma_norm,noise_ar1_rho,raw_point_count,start_norm,peak_h,rapid_decay_end_h,peak_norm,rapid_decay_end_norm,end_norm,fast_fraction,tau_fast_h,tau_slow_h,floor_norm,rise_end_h,shoulder_h,shoulder_norm,minimum_h,recovery_peak_h,minimum_norm,recovery_peak_norm
SYN-0311,IFO-Valley,17.43485585,0.00427493,0.00709622,0.91845041,283,0.98852165,,,,,0.69255218,,,,,,,,30.00356478,104.68196663,0.27908958,0.89697823
SYN-0312,IFO-Valley,16.09594293,0.00733232,0.00487023,0.72874143,290,0.96761021,,,,,0.66182830,,,,,,,,41.96238391,80.18871591,0.40415217,0.90806181
SYN-0313,IFO-Valley,18.25214343,0.00462024,0.01181755,0.81686597,298,0.96482579,,,,,0.67131177,,,,,,,,28.43656669,93.58820202,0.41126424,0.82380056
SYN-0314,IFO-Bridge,16.83627160,0.00432040,0.00993435,0.76648561,291,0.57597629,,,0.99992391,,0.85718301,,,,,30.51962084,59.95298192,0.99326291,,,,
SYN-0315,IFO-Bridge,12.95490183,0.00660588,0.00635333,0.83776979,297,0.59517277,,,0.96827817,,0.84265764,,,,,29.48205887,55.71262812,0.94673977,,,,
SYN-0316,IFO-Slope,23.07991532,0.00731611,0.01370275,0.85222819,288,0.97935589,,,,,0.30845642,0.62211808,16.19690815,194.73302576,0.16617054,,,,,,,
SYN-0317,IFO-Bridge,20.27847503,0.00950111,0.01317588,0.87442323,298,0.69790477,,,0.98870260,,0.82183301,,,,,27.40957472,57.62106452,0.94702252,,,,
SYN-0318,IFO-Hill,14.16646574,0.00623787,0.00958409,0.77430178,292,0.52723917,27.64072593,57.60708408,0.98186961,0.45790281,0.30035344,,,,,,,,,,,
SYN-0319,IFO-Slope,15.24371953,0.00854021,0.00643457,0.86134364,292,0.98877641,,,,,0.35034849,0.48762061,10.13471126,190.68672667,0.15605257,,,,,,,
SYN-0320,IFO-Slope,23.84510601,0.00697520,0.00452725,0.78397030,298,0.96494131,,,,,0.24276838,0.61708571,16.43731141,197.08222619,0.08537340,,,,,,,
SYN-0321,IFO-Hill,19.72901935,0.00667625,0.00825919,0.85409460,294,0.45201823,25.96903341,67.34561954,0.99181947,0.48917037,0.33261360,,,,,,,,,,,
SYN-0322,IFO-Slope,9.09855447,0.00750010,0.00483825,0.85624100,299,0.97656679,,,,,0.28637882,0.55574273,18.09652625,198.55747742,0.10417929,,,,,,,
SYN-0323,IFO-Valley,19.01083505,0.00787745,0.00588971,0.86876598,297,0.95529508,,,,,0.61634726,,,,,,,,29.01094737,97.51373872,0.41121945,0.86408023
SYN-0324,IFO-Bridge,23.48972892,0.00749302,0.01142381,0.91058161,289,0.61216577,,,0.97860245,,0.81253744,,,,,18.88814024,74.59504792,0.97032889,,,,
SYN-0325,IFO-Hill,18.36440954,0.00800159,0.00997263,0.76871958,295,0.55853705,27.10093588,61.46768770,0.97218743,0.40282842,0.33229299,,,,,,,,,,,
SYN-0326,IFO-Hill,16.39161804,0.00483003,0.00645163,0.87398314,295,0.48358192,29.91765672,65.79704909,0.99354005,0.39825961,0.32434758,,,,,,,,,,,
SYN-0327,IFO-Bridge,11.41016158,0.00515427,0.00998694,0.87732127,294,0.64088758,,,0.99853995,,0.82036912,,,,,22.93219823,60.02702140,0.97727118,,,,
SYN-0328,IFO-Valley,22.60205252,0.00741762,0.01258915,0.83755239,286,0.98614241,,,,,0.71144382,,,,,,,,29.04085453,86.73761964,0.30983285,0.82231932
SYN-0329,IFO-Hill,9.26190046,0.00851591,0.01303430,0.91148433,296,0.46289947,17.79161794,74.47085346,0.98688159,0.41472853,0.21964850,,,,,,,,,,,
SYN-0330,IFO-Hill,20.13668417,0.00381698,0.00804446,0.85395813,294,0.46703183,27.33875128,54.90044552,0.97476503,0.42075031,0.29886927,,,,,,,,,,,
SYN-0331,IFO-Hill,17.73271454,0.00801707,0.01383596,0.85739169,296,0.46971574,31.73720311,70.43387065,0.98266112,0.47497574,0.28557968,,,,,,,,,,,
SYN-0332,IFO-Bridge,18.71430354,0.00889150,0.00504613,0.88048790,281,0.66641617,,,0.98410230,,0.83052240,,,,,30.84849180,64.35757775,0.96841919,,,,
SYN-0333,IFO-Hill,23.59800025,0.00401188,0.01235869,0.86526987,293,0.58192468,17.36109919,68.99767864,0.99277352,0.51680887,0.22107385,,,,,,,,,,,
SYN-0334,IFO-Hill,22.48211399,0.00962141,0.00786460,0.76171916,297,0.48233508,25.68720069,63.19881511,0.98317750,0.49625812,0.29110197,,,,,,,,,,,
SYN-0335,IFO-Hill,18.86032278,0.00640805,0.00999716,0.89792881,297,0.45989513,30.11719045,63.42029852,0.98423197,0.45587366,0.21438031,,,,,,,,,,,
SYN-0336,IFO-Slope,15.98764053,0.00966825,0.00964834,0.77385230,295,0.96941156,,,,,0.30814964,0.52054177,11.64996787,209.94004517,0.10539159,,,,,,,
SYN-0337,IFO-Bridge,15.62252765,0.00613876,0.00940679,0.86527582,293,0.56564530,,,0.96790393,,0.80035362,,,,,30.57441292,73.62672870,0.94237928,,,,
SYN-0338,IFO-Valley,16.69391983,0.00860762,0.00908651,0.77267691,292,0.95313421,,,,,0.60781058,,,,,,,,41.86630465,88.14968641,0.36551303,0.86344601
SYN-0339,IFO-Slope,20.53729671,0.00545638,0.00774192,0.91299698,294,0.97906489,,,,,0.28742313,0.60925666,10.57660085,162.71288556,0.16013887,,,,,,,
SYN-0340,IFO-Bridge,12.58559806,0.00440701,0.00625765,0.91618423,294,0.56463298,,,0.97363090,,0.81790736,,,,,33.54232717,66.29728628,0.93602879,,,,
SYN-0341,IFO-Bridge,22.83119278,0.00678546,0.00874870,0.82552044,287,0.65334716,,,0.96416889,,0.77604268,,,,,33.31844640,81.34263469,0.95137653,,,,
SYN-0342,IFO-Hill,12.02325658,0.00322827,0.00628833,0.84133313,293,0.59734751,18.13421192,71.34627254,0.98519930,0.42832983,0.24857346,,,,,,,,,,,
SYN-0343,IFO-Hill,14.00762383,0.00549276,0.00725588,0.76074449,296,0.55852410,27.84265644,64.90342489,0.97331469,0.49775726,0.25078442,,,,,,,,,,,
SYN-0344,IFO-Hill,14.23054413,0.00582552,0.00597823,0.83357567,297,0.58135875,26.37955519,65.18561036,0.97845208,0.52625883,0.33425993,,,,,,,,,,,
SYN-0345,IFO-Slope,22.57148833,0.00661820,0.01150412,0.88028083,293,0.97122929,,,,,0.27493937,0.56683722,18.24420260,177.72512866,0.11540861,,,,,,,
SYN-0346,IFO-Hill,13.87643296,0.00982949,0.01141104,0.86964474,290,0.47885195,17.18922451,57.57101527,0.97083849,0.51675449,0.32750404,,,,,,,,,,,
SYN-0347,IFO-Valley,18.55981441,0.00660533,0.01064616,0.86256189,293,0.99713357,,,,,0.64130928,,,,,,,,26.95856752,97.37458890,0.27243523,0.81527835
SYN-0348,IFO-Bridge,21.44467766,0.00701896,0.01188966,0.84327526,294,0.69824843,,,0.98170681,,0.77377457,,,,,20.48807922,68.10824602,0.94082160,,,,
SYN-0349,IFO-Slope,14.78403506,0.00380632,0.01192198,0.89659799,289,0.99583238,,,,,0.32401728,0.61879250,10.88219912,219.89325945,0.16364450,,,,,,,
SYN-0350,IFO-Bridge,14.36345192,0.00823848,0.01025859,0.76322929,293,0.54187785,,,0.99965273,,0.78249760,,,,,19.21612018,72.89369340,0.99420251,,,,
SYN-0351,IFO-Hill,11.59278146,0.00596140,0.01228338,0.91117298,294,0.51134910,29.34174578,70.50327006,0.99938117,0.43957694,0.34542409,,,,,,,,,,,
SYN-0352,IFO-Bridge,8.32396518,0.00869516,0.00500921,0.73728235,297,0.56451576,,,0.98198621,,0.78501216,,,,,21.95223925,70.44080868,0.96214993,,,,
SYN-0353,IFO-Slope,16.13920994,0.00472951,0.01046866,0.87079602,296,0.97166733,,,,,0.29834205,0.55026221,14.39888848,206.75177842,0.11094028,,,,,,,
SYN-0354,IFO-Bridge,13.00853405,0.00783860,0.00788357,0.83797598,294,0.68798792,,,0.98573647,,0.82444224,,,,,23.00429491,79.92682114,0.94679202,,,,
SYN-0355,IFO-Slope,21.41232710,0.00333976,0.00785092,0.75949803,293,0.99567404,,,,,0.26369148,0.64370528,19.05615523,174.09260447,0.13373386,,,,,,,
SYN-0356,IFO-Hill,21.03154439,0.00445184,0.01105763,0.86833517,293,0.54747577,30.33548334,73.54483135,0.99877610,0.46955657,0.26467678,,,,,,,,,,,
SYN-0357,IFO-Bridge,21.02188599,0.00933305,0.01052529,0.76813567,290,0.58049203,,,0.96098360,,0.77464516,,,,,32.75550024,67.48255940,0.94139641,,,,
SYN-0358,IFO-Hill,21.47843939,0.00584822,0.01205720,0.75398245,289,0.58203947,28.27596842,74.05811041,0.98984273,0.53588451,0.32911925,,,,,,,,,,,
SYN-0359,IFO-Bridge,9.82752938,0.00663106,0.01335236,0.80439709,293,0.61345757,,,0.97616446,,0.87835523,,,,,32.41555990,65.83798420,0.93491564,,,,
SYN-0360,IFO-Bridge,17.98684673,0.00588351,0.01122353,0.85752257,288,0.66814500,,,0.99364839,,0.76157325,,,,,19.85488097,76.44286829,0.97521862,,,,
SYN-0361,IFO-Slope,10.67045993,0.00806186,0.01212118,0.75861698,287,0.99858400,,,,,0.30990559,0.57947742,15.52834862,203.72629152,0.13620364,,,,,,,
SYN-0362,IFO-Slope,10.47141977,0.00447813,0.00531585,0.73749149,291,0.97539536,,,,,0.29653763,0.54021384,10.22233598,159.49222883,0.14800594,,,,,,,
SYN-0363,IFO-Slope,21.11450742,0.00964851,0.01173209,0.77707980,291,0.96698721,,,,,0.32274967,0.54011851,13.14923431,186.05768079,0.15625171,,,,,,,
SYN-0364,IFO-Bridge,18.00041117,0.00679600,0.00924549,0.88706230,285,0.60804251,,,0.97781867,,0.80760046,,,,,27.38678795,63.12574496,0.95209074,,,,
SYN-0365,IFO-Slope,23.07299844,0.00762721,0.00876623,0.90079196,298,0.96775937,,,,,0.29607022,0.59031299,17.42032612,225.46475037,0.11672589,,,,,,,
SYN-0366,IFO-Hill,8.58380634,0.00902013,0.01171729,0.88023691,287,0.52007561,24.40325868,61.93447596,0.98368688,0.52561236,0.26846974,,,,,,,,,,,
SYN-0367,IFO-Slope,14.95810576,0.00521829,0.00871061,0.73508870,297,0.99918937,,,,,0.26501085,0.58650468,10.51886645,195.77671912,0.09034217,,,,,,,
SYN-0368,IFO-Hill,14.42998287,0.00627420,0.01245070,0.78841964,291,0.46095967,25.14694945,58.28852466,0.99573115,0.53711876,0.27275109,,,,,,,,,,,
SYN-0369,IFO-Hill,16.41817961,0.00616547,0.01272591,0.73930972,293,0.59634904,28.14144554,54.78336061,0.99347709,0.53597829,0.22815513,,,,,,,,,,,
SYN-0370,IFO-Bridge,23.92501872,0.00521922,0.01201238,0.75409819,289,0.56838821,,,0.98510035,,0.81805620,,,,,29.82464299,71.43490489,0.94175422,,,,
SYN-0371,IFO-Valley,16.50510031,0.00371476,0.01086321,0.90865137,284,0.96855684,,,,,0.69036023,,,,,,,,39.99271490,91.15846351,0.30781181,0.82524480
SYN-0372,IFO-Slope,18.64093937,0.00748659,0.00973198,0.73845800,289,0.96065088,,,,,0.29819789,0.52930700,12.72178705,148.84005764,0.16076264,,,,,,,
SYN-0373,IFO-Bridge,16.78332456,0.00823050,0.01330485,0.87215408,285,0.54418985,,,0.98857484,,0.76086271,,,,,24.69712823,74.72101099,0.95157058,,,,
SYN-0374,IFO-Slope,21.11120974,0.00354712,0.00723982,0.91389326,295,0.98691703,,,,,0.22907113,0.59933443,14.97143339,161.62147021,0.08642157,,,,,,,
SYN-0375,IFO-Bridge,21.09888278,0.00825166,0.01211583,0.86258338,288,0.59850700,,,0.96133294,,0.81713190,,,,,20.90325653,77.28200564,0.92698156,,,,
SYN-0376,IFO-Hill,17.52406058,0.00907558,0.00502095,0.83481182,290,0.49150958,27.89705922,74.26724384,0.98522770,0.42552422,0.34905136,,,,,,,,,,,
SYN-0377,IFO-Slope,9.96490848,0.00570120,0.00947203,0.74459807,294,0.99772628,,,,,0.27147987,0.60195071,17.17353225,171.72919909,0.12663177,,,,,,,
SYN-0378,IFO-Valley,8.30598765,0.00675193,0.01234682,0.75363311,284,0.96053523,,,,,0.58523646,,,,,,,,28.09221974,100.99872667,0.40638630,0.85904440
SYN-0379,IFO-Valley,13.51170106,0.00887997,0.01290204,0.87486803,290,0.95661299,,,,,0.66664089,,,,,,,,39.85530213,93.91735848,0.39138772,0.89526156
SYN-0380,IFO-Bridge,9.75106121,0.00991754,0.01348830,0.90584868,297,0.64896414,,,0.98940513,,0.79261233,,,,,20.58272322,57.80960421,0.96936656,,,,
SYN-0381,IFO-Bridge,14.01724808,0.00467964,0.00756335,0.87763420,295,0.61699384,,,0.98609925,,0.81633423,,,,,19.78978704,59.98180684,0.94169186,,,,
SYN-0382,IFO-Valley,8.45980174,0.00619791,0.00930626,0.90593529,294,0.97512848,,,,,0.61226676,,,,,,,,31.31342094,86.76511907,0.39347038,0.82786297
SYN-0383,IFO-Bridge,13.92244732,0.00790699,0.00696056,0.86382808,287,0.62941497,,,0.98991090,,0.81987437,,,,,29.21050461,64.01170849,0.96307343,,,,
SYN-0384,IFO-Bridge,12.27801771,0.00629222,0.01346584,0.81158375,298,0.56843413,,,0.96019978,,0.78848089,,,,,24.46013570,64.02501840,0.93336060,,,,
SYN-0385,IFO-Slope,17.62800947,0.00409251,0.01315013,0.87223415,287,0.99508098,,,,,0.25479351,0.65289968,11.92603389,175.97296242,0.12619699,,,,,,,
SYN-0386,IFO-Valley,17.53701710,0.00574109,0.01280088,0.88786912,298,0.98621598,,,,,0.62722609,,,,,,,,34.39882422,97.58747298,0.32476555,0.83102144
SYN-0387,IFO-Hill,14.17983334,0.00511793,0.00876474,0.90898556,290,0.54611015,18.59469242,66.76714985,0.98395343,0.51456929,0.34091426,,,,,,,,,,,
SYN-0388,IFO-Valley,22.37516304,0.00620602,0.01360934,0.77610585,294,0.95532900,,,,,0.66426976,,,,,,,,36.59134208,86.84187948,0.37259981,0.86558661
SYN-0389,IFO-Bridge,10.49707153,0.00426393,0.01053091,0.76211338,291,0.67994022,,,0.99213645,,0.83816483,,,,,30.09666744,68.72367552,0.97223661,,,,
SYN-0390,IFO-Bridge,15.79423224,0.00797719,0.00992640,0.86959888,297,0.64388458,,,0.96921560,,0.86116896,,,,,31.55572138,59.44307779,0.95534755,,,,
SYN-0391,IFO-Slope,11.93329135,0.00358007,0.00854083,0.84813854,294,0.96680456,,,,,0.30970722,0.49606336,19.27851535,186.97390277,0.11769742,,,,,,,
SYN-0392,IFO-Valley,20.69647513,0.00337679,0.00700914,0.89779108,287,0.95743713,,,,,0.66708158,,,,,,,,35.94768322,83.08587582,0.27782576,0.91848621
SYN-0393,IFO-Slope,19.87377506,0.00567503,0.00472407,0.90725742,293,0.99428010,,,,,0.28465930,0.54691400,18.96578352,158.82113252,0.13266990,,,,,,,
SYN-0394,IFO-Valley,14.03149777,0.00629962,0.00756290,0.82137442,292,0.95062259,,,,,0.60833021,,,,,,,,35.09601399,90.25293866,0.32050144,0.82557586
SYN-0395,IFO-Slope,22.80978908,0.00909879,0.01098482,0.81700673,288,0.99257842,,,,,0.29017583,0.64705645,15.09651755,214.05995761,0.14100736,,,,,,,
SYN-0396,IFO-Slope,13.03503926,0.00376398,0.01166639,0.86213373,286,0.96198254,,,,,0.28656659,0.62538970,10.96938343,215.68174885,0.13134395,,,,,,,
SYN-0397,IFO-Valley,11.63396659,0.00730674,0.01376410,0.78845384,292,0.99709175,,,,,0.72209114,,,,,,,,41.11869220,81.25977539,0.42345617,0.90004021
SYN-0398,IFO-Hill,23.96765164,0.00374300,0.00428438,0.78645995,288,0.52613727,20.53233975,74.47761919,0.99446261,0.45909950,0.28430584,,,,,,,,,,,
SYN-0399,IFO-Bridge,13.76739350,0.00561926,0.01276475,0.77389413,292,0.63778709,,,0.97809723,,0.83155268,,,,,18.04415970,74.38373555,0.95840007,,,,
SYN-0400,IFO-Slope,16.40900493,0.00550242,0.00680794,0.89864812,295,0.96589421,,,,,0.28920375,0.48705356,13.68335083,162.41379944,0.11610132,,,,,,,
SYN-0401,IFO-Valley,20.80558827,0.00897091,0.01122405,0.88541272,294,0.96351337,,,,,0.65821260,,,,,,,,24.86804650,97.53620540,0.33918955,0.91722920
SYN-0402,IFO-Bridge,12.12598473,0.00646102,0.00898853,0.90430682,292,0.56528220,,,0.96175353,,0.87005897,,,,,28.94396104,72.13540773,0.95378333,,,,
SYN-0403,IFO-Hill,14.28896260,0.00868589,0.01267444,0.84674176,288,0.58348149,20.17459665,68.71506585,0.98867181,0.49228071,0.23251954,,,,,,,,,,,
SYN-0404,IFO-Valley,17.02737575,0.00310642,0.00712925,0.74853982,295,0.98455319,,,,,0.62938179,,,,,,,,38.72663912,87.36968872,0.33241385,0.90991936
SYN-0405,IFO-Slope,22.34033666,0.00722251,0.01363779,0.73320919,294,0.96947082,,,,,0.26848999,0.59943418,14.33832587,170.44812747,0.12880544,,,,,,,
SYN-0406,IFO-Valley,13.66337925,0.00415146,0.00435586,0.91683816,287,0.97943271,,,,,0.62984340,,,,,,,,31.09343068,97.27915126,0.34029200,0.78948580
SYN-0407,IFO-Valley,20.32421420,0.00387144,0.00608024,0.81732852,288,0.95396898,,,,,0.62705388,,,,,,,,30.93100064,97.54671818,0.35520088,0.79945955
SYN-0408,IFO-Valley,13.64809433,0.00508787,0.01038354,0.77729950,298,0.97283355,,,,,0.72325231,,,,,,,,25.37379199,86.49404771,0.35553725,0.87968275
SYN-0409,IFO-Bridge,13.47730684,0.00324333,0.01074644,0.86093805,289,0.61198853,,,0.97311027,,0.83394561,,,,,23.25391054,75.10906260,0.93972837,,,,
SYN-0410,IFO-Bridge,13.16775478,0.00928597,0.01188148,0.77816590,294,0.64584515,,,0.99638480,,0.81749296,,,,,29.03990353,76.69544228,0.96289254,,,,
SYN-0411,IFO-Bridge,11.28220480,0.00882123,0.00780663,0.73641311,293,0.61188305,,,0.98357213,,0.83710906,,,,,28.49149018,70.75790303,0.93877246,,,,
SYN-0412,IFO-Valley,17.34693124,0.00810119,0.00468887,0.86694023,297,0.96598267,,,,,0.59439956,,,,,,,,37.35273265,97.33749916,0.42659997,0.85129726
SYN-0413,IFO-Bridge,11.51964581,0.00769938,0.01213661,0.83832156,288,0.69390283,,,0.98061533,,0.81346715,,,,,29.81069492,56.31004736,0.94380481,,,,
SYN-0414,IFO-Valley,22.63014563,0.00468720,0.01106767,0.75443966,292,0.96015701,,,,,0.64983311,,,,,,,,26.99778827,94.52341335,0.33970565,0.83756932
SYN-0415,IFO-Hill,14.34279777,0.00928812,0.01382579,0.84869584,287,0.47586546,25.87436725,66.86973821,0.99808718,0.44378279,0.27974771,,,,,,,,,,,
SYN-0416,IFO-Bridge,21.79826770,0.00899058,0.01060796,0.77460644,285,0.60545455,,,0.96317334,,0.85681780,,,,,32.15745070,80.18064692,0.95122921,,,,
SYN-0417,IFO-Bridge,16.23477765,0.00516903,0.01225167,0.76882808,294,0.57287509,,,0.97177210,,0.82870646,,,,,27.69015797,72.45369738,0.93330662,,,,
SYN-0418,IFO-Bridge,18.90608861,0.00400498,0.00410301,0.86148080,295,0.55690466,,,0.96248179,,0.77766891,,,,,32.45513499,79.68965892,0.95291359,,,,
SYN-0419,IFO-Hill,19.45964751,0.00747414,0.00411652,0.88289684,291,0.48365872,30.73025763,61.09177083,0.99340270,0.51286592,0.27972830,,,,,,,,,,,
SYN-0420,IFO-Bridge,18.99033672,0.00995509,0.01184042,0.90081720,292,0.57740378,,,0.99061213,,0.82364095,,,,,18.27632171,78.22164254,0.96731772,,,,
SYN-0421,IFO-Bridge,11.43334646,0.00410010,0.01321069,0.73148639,296,0.54982338,,,0.97800351,,0.77054702,,,,,25.15543096,58.10286003,0.93543647,,,,
SYN-0422,IFO-Bridge,13.46421300,0.00357882,0.00752886,0.89258642,291,0.56920739,,,0.98682011,,0.86997821,,,,,26.69285327,67.75638223,0.96792000,,,,
SYN-0423,IFO-Slope,14.90810777,0.00588608,0.00578080,0.75959235,290,0.96899464,,,,,0.31299762,0.52638111,10.04758843,172.98909773,0.15002363,,,,,,,
SYN-0424,IFO-Bridge,15.62509176,0.00949318,0.00680171,0.86819793,293,0.63074724,,,0.98149024,,0.81835560,,,,,21.11984193,77.70445525,0.95479977,,,,
SYN-0425,IFO-Slope,21.71506652,0.00565296,0.00741731,0.74461841,290,0.96915515,,,,,0.28890038,0.50281878,19.51412611,186.31009509,0.09424049,,,,,,,
SYN-0426,IFO-Slope,11.92634845,0.00461373,0.00718915,0.73890741,292,0.96928929,,,,,0.36098445,0.50856830,15.39342952,200.43210430,0.17666699,,,,,,,
SYN-0427,IFO-Hill,17.95716803,0.00651944,0.00536923,0.83843176,293,0.54953712,19.92980092,69.49657788,0.97768060,0.44544887,0.24597303,,,,,,,,,,,
SYN-0428,IFO-Slope,11.52460514,0.00925747,0.00683577,0.91703220,287,0.97932990,,,,,0.31372451,0.56812951,11.01659877,206.59134036,0.13791800,,,,,,,
SYN-0429,IFO-Bridge,23.18734289,0.00905921,0.01034136,0.73376617,292,0.57351308,,,0.97634754,,0.81920679,,,,,27.42119339,71.44717046,0.96796756,,,,
SYN-0430,IFO-Bridge,10.95930264,0.00482959,0.01063592,0.82328938,284,0.66054998,,,0.99475732,,0.87748932,,,,,21.64643884,80.76101093,0.98013184,,,,
SYN-0431,IFO-Hill,9.86099891,0.00724126,0.01174125,0.85700242,297,0.57729706,24.76826219,67.83452758,0.98131836,0.41993335,0.32323445,,,,,,,,,,,
SYN-0432,IFO-Slope,12.06596663,0.00573227,0.00511640,0.72193646,293,0.99251701,,,,,0.32013830,0.54240517,17.28787833,191.60208155,0.14220656,,,,,,,
SYN-0433,IFO-Valley,16.57437820,0.00877344,0.01227939,0.76799773,290,0.97254173,,,,,0.67292173,,,,,,,,29.82114326,85.08797364,0.30761630,0.79118994
SYN-0434,IFO-Valley,16.82061702,0.00820923,0.00674474,0.81150824,291,0.95741042,,,,,0.70414304,,,,,,,,41.79387311,93.36199371,0.29531727,0.79650381
SYN-0435,IFO-Bridge,18.10471440,0.00456997,0.00847870,0.72900198,294,0.63301523,,,0.98334374,,0.81580752,,,,,20.68072146,57.21173002,0.94155322,,,,
SYN-0436,IFO-Bridge,22.82839055,0.00643461,0.00653316,0.74317205,293,0.60654528,,,0.96424860,,0.87591666,,,,,28.02263342,77.17385025,0.94719307,,,,
SYN-0437,IFO-Valley,18.04352789,0.00300521,0.00671561,0.86547766,295,0.99930320,,,,,0.64240496,,,,,,,,36.37839054,89.64602882,0.30079542,0.85276985
SYN-0438,IFO-Valley,12.68597219,0.00485768,0.00976501,0.83592878,296,0.99901557,,,,,0.72810542,,,,,,,,25.98302974,94.07342944,0.28501981,0.78449948
SYN-0439,IFO-Slope,13.95759254,0.00798942,0.00950732,0.76959708,295,0.97231580,,,,,0.27117973,0.64358707,13.16871740,219.08228064,0.11755317,,,,,,,
SYN-0440,IFO-Hill,11.86010753,0.00946071,0.00546309,0.91409384,288,0.56425084,27.69362463,71.26961833,0.99012943,0.42891921,0.24813776,,,,,,,,,,,
SYN-0441,IFO-Slope,12.17129733,0.00530947,0.00808561,0.75982414,296,0.98228696,,,,,0.24018669,0.65637279,18.81928246,145.86201871,0.13600584,,,,,,,
SYN-0442,IFO-Slope,10.43156798,0.00550071,0.00892445,0.85832387,292,0.98898481,,,,,0.26828657,0.60486210,10.32237288,212.94430058,0.09331069,,,,,,,
SYN-0443,IFO-Bridge,22.83479845,0.00352936,0.00524319,0.89026252,297,0.54333083,,,0.98787015,,0.78743931,,,,,30.79684191,72.79740380,0.95409964,,,,
SYN-0444,IFO-Hill,8.07821642,0.00359913,0.00444893,0.81738199,293,0.48962317,28.04837268,59.69978471,0.99809562,0.43854397,0.31192593,,,,,,,,,,,
SYN-0445,IFO-Slope,17.29616197,0.00584628,0.00550671,0.76803711,289,0.99696665,,,,,0.25893033,0.65472426,10.67514734,208.04159939,0.11001606,,,,,,,
SYN-0446,IFO-Hill,15.84825927,0.00951101,0.00742703,0.76469744,292,0.51454823,21.95314139,59.47615416,0.99493637,0.46116928,0.33547742,,,,,,,,,,,
SYN-0447,IFO-Slope,17.83250384,0.00418880,0.01285343,0.76354688,294,0.97399459,,,,,0.22585203,0.61107215,16.80805013,156.35202787,0.09476571,,,,,,,
SYN-0448,IFO-Slope,18.69245961,0.00417293,0.01036324,0.81595239,293,0.98415119,,,,,0.27056724,0.55203682,18.02941473,150.82777735,0.12870123,,,,,,,
SYN-0449,IFO-Hill,13.72491882,0.00469296,0.01147276,0.84832226,293,0.52551094,29.46532807,61.55234782,0.97623138,0.44274569,0.28801340,,,,,,,,,,,
SYN-0450,IFO-Valley,19.58987371,0.00496567,0.00852174,0.75037579,295,0.99211727,,,,,0.69579104,,,,,,,,28.98842325,98.27666828,0.41317391,0.87267301
SYN-0451,IFO-Hill,12.26688975,0.00984848,0.00442427,0.72338484,294,0.49037408,21.75360500,54.99582450,0.98493589,0.43265312,0.28627003,,,,,,,,,,,
SYN-0452,IFO-Hill,19.80068264,0.00919169,0.01059324,0.80685437,293,0.45934268,31.73172005,60.01526696,0.97574885,0.43919146,0.34722920,,,,,,,,,,,
SYN-0453,IFO-Slope,20.10184651,0.00348397,0.00810784,0.74174930,288,0.99040136,,,,,0.29622471,0.59543362,12.84298263,184.25492508,0.14462305,,,,,,,
SYN-0454,IFO-Bridge,17.20324960,0.00861375,0.00407948,0.88691662,299,0.58489693,,,0.98935620,,0.76987775,,,,,32.29994939,60.15482372,0.94761908,,,,
SYN-0455,IFO-Valley,22.12179412,0.00320929,0.01099110,0.90375372,291,0.98370264,,,,,0.62756357,,,,,,,,36.31742849,87.59156884,0.42131199,0.85968632
SYN-0456,IFO-Bridge,21.90769681,0.00821449,0.01350027,0.73968190,288,0.64924459,,,0.97600865,,0.82675468,,,,,30.11996014,55.98115113,0.93760810,,,,
SYN-0457,IFO-Slope,10.42833235,0.00749822,0.00781507,0.85509089,291,0.96116494,,,,,0.31329074,0.58452539,16.91171896,184.90176407,0.16653920,,,,,,,
SYN-0458,IFO-Hill,10.03981952,0.00309746,0.00633201,0.79391769,291,0.60583422,24.75827560,60.34814218,0.97136783,0.52337347,0.20933151,,,,,,,,,,,
SYN-0459,IFO-Slope,20.82681143,0.00710401,0.00675138,0.80314021,285,0.98415924,,,,,0.28766696,0.51450960,19.64402652,193.34921076,0.08692153,,,,,,,
SYN-0460,IFO-Hill,11.10166231,0.00672019,0.01289331,0.72990108,294,0.61119969,17.44733377,57.20191453,0.97075525,0.40413294,0.24403232,,,,,,,,,,,
SYN-0461,IFO-Slope,8.62993198,0.00923612,0.00908395,0.91521511,297,0.99634590,,,,,0.36809870,0.52367477,13.28068440,215.44862471,0.17248210,,,,,,,
SYN-0462,IFO-Slope,19.78638134,0.00378508,0.00436514,0.82559316,287,0.98097774,,,,,0.30251164,0.59493059,14.93697790,186.87709618,0.15201249,,,,,,,
SYN-0463,IFO-Slope,17.28252044,0.00461321,0.00973151,0.74734604,294,0.97932283,,,,,0.28994853,0.61658693,14.21991736,156.61367408,0.17100455,,,,,,,
SYN-0464,IFO-Slope,11.41506925,0.00840750,0.00911255,0.72726494,292,0.99825454,,,,,0.37565578,0.52067352,19.93390861,227.02955260,0.17049977,,,,,,,
SYN-0465,IFO-Slope,23.70241123,0.00599561,0.01234765,0.87070934,295,0.99938315,,,,,0.28297568,0.49756627,13.03848149,171.10290495,0.09356786,,,,,,,
SYN-0466,IFO-Hill,12.41631848,0.00326337,0.00851074,0.89886387,293,0.59000216,20.90818989,59.80081420,0.98571859,0.48801677,0.21435860,,,,,,,,,,,
