source,source_query,source_rank,openalex_id,doi,title,abstract,publication_year,publication_date,document_type,journal,publisher,authors,cited_by_count,landing_page_url,pdf_url,is_oa,metadata_sources,query_hits,best_source_rank,screen_status,screen_score,abstract_available,frontier_2024_2026,review_title_flag,perovskite_hits,pv_hits,stability_hits,curve_evidence_hits,nonmonotonic_recovery_hits,nonmonotonic_recovery_flag
OpenAlex,oa_operational_stability,188,https://openalex.org/W4407011124,10.1126/sciadv.adr2290,Chemical passivation and grain-boundary manipulation via in situ cross-linking strategy for scalable flexible perovskite solar cells,"Flexible perovskite solar cells (f-PSCs) are considered the most promising candidates in portable power applications. However, high sensitivity of crystallization on the substrate and the intrinsic brittleness usually trade off the performance of f-PSCs. Herein, we introduced an initiator-free cross-linkable monomer (2,5-dioxopyrrolidin-1-yl) 5-(dithiolan-3-yl)pentanoate (FTA), which can chemically passivate defects and enable real-time fine regulation of crystallization. The resulting perovskite film exhibited higher crystallinity, enlarged grain size, and reduced dependence on the substrate. In addition, the cross-linked FTA [CL(FTA)] distributed along the grain boundaries effectively released the residual stress and securely bound the grains together. Consequently, the CL(FTA)-modified flexible PSCs achieved a record-breaking efficiency of 24.64% (certified 24.08%). Moreover, the scalable potential has been verified by the corresponding rigid and flexible modules, delivering impressive efficiencies of 19.53 and 17.13%, respectively. Furthermore, the optimized device demonstrated bending durability and improved operational stability, thereby advancing the progress of f-PSCs toward industrialization.",2025,2025-01-31,article,Science Advances,American Association for the Advancement of Science,Weifu Zhang; Jian Liu; Wei Song; Jiahong Shan; Haowei Guan; Jun Zhou; Yuanyuan Meng; Xinyu Tong; Jintao Zhu; Mengjin Yang; Ziyi Ge,84,https://doi.org/10.1126/sciadv.adr2290,https://www.science.org/doi/pdf/10.1126/sciadv.adr2290?download=true,True,OpenAlex,oa_operational_stability,188,A_curve_likely_original,14,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell,stabilit;durab;operational,operational stabilit,,False
OpenAlex,oa_operational_stability,120,https://openalex.org/W4406016830,10.1038/s41467-024-55492-4,Self-assembled hole-selective contact for efficient Sn-Pb perovskite solar cells and all-perovskite tandems,"Self-assembled monolayers (SAMs) have displayed unpredictable potential in efficient perovskite solar cells (PSCs). Yet most of SAMs are largely suitable for pure Pb-based devices, precisely developing promising hole-selective contacts (HSCs) for Sn-based PSCs and exploring the underlying general mechanism are fundamentally desired. Here, based on the prototypical donor-acceptor SAM MPA-BT-BA (BT), oligoether side chains with different length (i.e., methoxy, 2-methoxyethoxy, 2-(2-methoxyethoxy)ethoxy group) were custom-introduced on the benzothiadiazole unit to produce the target SAMs with acronyms MPA-MBT-BA (MBT), MPA-EBT-BA (EBT), and MPA-MEBT-BA (MEBT), respectively, and acting as HSCs for efficient Sn-Pb PSCs and all-perovskite tandems. The introduction of oligoether side chains enables HSCs effectively accelerate hole extraction, regulate the crystal growth and passivate surface defects of Sn-Pb perovskites. In particular, benefiting from the enhanced Sn-Pb perovskite film quality and the suppressed interfacial non-radiative recombination losses, EBT-tailored LBG devices yield a champion efficiency of 23.54%, enabling 28.61% efficient monolithic all-perovskite tandems with an impressive VOC of 2.155 V and excellent operational stability as well as 28.22%-efficiency 4-T tandems. The development of hole-selective contacts for Sn-based perovskite solar cells is highly desirable. Here, the authors report self-assembled monolayers with oligoether side chains on the benzothiadiazole unit and achieve an efficiency of 28.61% for operationally stable all-perovskite tandems.",2025,2025-01-02,article,Nature Communications,Nature Portfolio,Jingwei Zhu; Xiaozhen Huang; Yi Luo; Wenbo Jiao; Yuliang Xu; Juncheng Wang; Zhiyu Gao; Kun Wei; Tianshu Ma; Jiayu You; Jialun Jin; Shenghan Wu; Zhihao Zhang; Wenqing Liang; Yang Wang; Shengqiang Ren; Changlei Wang; Cong Chen; Jinbao Zhang; Dewei Zhao,81,https://doi.org/10.1038/s41467-024-55492-4,https://www.nature.com/articles/s41467-024-55492-4.pdf,True,OpenAlex,oa_operational_stability,120,A_curve_likely_original,14,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell,stabilit;operational,operational stabilit,,False
Crossref,cr_light_soaking,66,,10.1002/adfm.202413390,Stabilized Intermediate Phase Via Pseudo‐Halide Anions Toward Highly Efficient and Light‐Soaking Stable Perovskite Solar Cells,"Abstract Long‐term stability remains challenging due to persistent defects within the perovskite material, particularly at buried interfaces. Strategies to address these issues have focused on refining interfaces and managing residual lead iodide (PbI 2 ), which impedes electron transport and compromises stability under prolonged light exposure. This study explores the impact of lead formate (PbFo 2 ) treatment on SnO 2 electron transporting layer (ETL) substrates and its subsequent influence on the performance of perovskite solar cells (PSCs). The carboxylate functionality of Fo − ions exerts multifaceted effects, influencing not only the electrical properties of the SnO 2 ETL but also the morphological characteristics and crystallization mechanism of the overlying perovskite film. The ionized Fo − ions aid in forming bulk perovskite as intermediate phases during the perovskite crystallization. By stabilizing intermediate phases, their incorporation suppresses indiscriminate phase transitions from δ ‐phase to α ‐phase perovskite, ensuring the production of highly crystalline pure α ‐phase perovskite with alleviated tensile strain throughout the perovskite film, particularly near the buried interface. Consequently, the strategy showcases enhanced performance with a power conversion efficiency (PCE) of 25.69% and enables a refined buried interface, devoid of residual PbI 2 , ensuring long‐term stability under continuous light‐soaking for 1,000 h. Overall, PbFo 2 treatment stands as a pioneering approach poised to expedite commercialization.",2025,2025-03,journal-article,Advanced Functional Materials,Wiley,Jongdeuk Seo; Yun Seop Shin; Dong Gyu Lee; Jaehwi Lee; Jina Roe; Jung Geon Son; Woojin Lee; Yeonjeong Lee; Dongmin Lee; Ji Won Song; Tae Kyung Lee; Dong Suk Kim; Jin Young Kim,23,https://doi.org/10.1002/adfm.202413390,,,Crossref,cr_light_soaking,66,A_curve_likely_original,14,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;power conversion efficien;\bpce\b,stabilit;ageing|aging,"\b\d[\d,\.]*\s*h\b",,False
OpenAlex,oa_operational_stability,90,https://openalex.org/W4408576777,10.1039/d5el00029g,The promise of operational stability in pnictogen-based perovskite-inspired solar cells,"The co-alloying of antimony and bismuth in a new CsMAFA-Sb:Bi perovskite-inspired material leads to enhanced microstructure, reduced ion migration, increased solar cell power conversion efficiency, and impressive operational stability.",2025,2025-01-01,article,EES solar.,Royal Society of Chemistry,Noora Lamminen; Joshua K. G. Karlsson; Ramesh Kumar; Noolu Srinivasa Manikanta Viswanath; Snigdha Lal; Francesca Fasulo; Marcello Righetto; Krishnaiah Mokurala; Kimmo Lahtonen; Amit Tewari; Atanas Katerski; Jussi Lahtinen; Ilona Oja Açik; Erik M. J. Johansson; Ana B. Muñoz‐García; Michele Pavone; Laura M. Herz; G. Krishnamurthy Grandhi; Paola Vivo,9,https://doi.org/10.1039/d5el00029g,https://pubs.rsc.org/en/content/articlepdf/2025/el/d5el00029g,True,Crossref;OpenAlex,cr_operational_stability;oa_operational_stability,90,A_curve_likely_original,14,True,True,False,\bperovskit,solar cell;power conversion efficien,stabilit;operational,operational stabilit,,False
Crossref,cr_operational_stability,29,,10.1002/solr.202500186,Formamidinium's (FAI) Impact on α‐CsPbI 3 Perovskite Stability in Ambient Air: A Path for Highly Efficient Perovskite–Perovskite Tandem Solar Cells,"Cesium lead triiodide (CsPbI 3 ) perovskites are known for their instability, particularly under ambient conditions, where they often degrade from the preferred black‐phase (α‐phase) to the nonperovskite yellow‐phase (δ‐phase). This phase transition causes a loss of optical performance, which drastically lowers the solar cell's durability and efficiency. To solve this problem, we explored adding formamidinium iodide (FAI) as a CsPbI 3 stabilizer agent. By adding FAI, we facilitate the transition from the less stable δ phase to the more stable and optically active α‐phase. This modification enhances the crystallinity of the material, reduces the density of defects, and improves the mobility of charge carriers, all of which improve device performance. Our results show a noticeable increase in solar cell efficiency after FAI incorporation. Theoretical calculations have shown that with single‐junction devices, the PCE was enhanced from 23.12% to 26.9%. Furthermore, the material becomes more stable over time, especially as compared to its original unstable structure. Finally, we integrated CsPbI 3 into tandem perovskite–perovskite solar cells for the first time, achieving a ground‐breaking efficiency of 32%. These advancements represent a significant leap forward for perovskite‐based solar technologies. The promising outcomes of this research are under active consideration for commercialization, paving the way for the practical use of CsPbI 3 ‐based solar technologies.",2025,2025-07,journal-article,Solar RRL,Wiley,Rania Boudaya; Moez Hajji; Houssem Eddin Fehri; Mohamed Ali Aloui; Fayçal Kouki; Philippe Lang,4,https://doi.org/10.1002/solr.202500186,,,Crossref,cr_nonmonotonic;cr_operational_stability;cr_pce_hours,19,A_curve_likely_original,14,True,True,False,\bperovskit,solar cell;\bpce\b,stabilit;degrad;durab,time[- ]dependent|temporal evolution|over time,,False
Crossref,cr_operational_stability,145,,10.1039/d5ta04247j,A customized fullerene based metal oxide electron transport layer surface activity inhibitor to enhance the operational stability of perovskite solar cells,One of the most notorious problems with classic perovskite (MAPbI 3 ) is the rapid degradation induced by superoxide radicals (O 2 ˙ − ) generated on the surface under light and O 2 conditions (light/O 2 ).,2025,2025,journal-article,Journal of Materials Chemistry A,Royal Society of Chemistry (RSC),Ling Liao; Chengrong Wang; Bo Jin; Zhicheng Guo; Yang Zhao; Tian Zheng; Wenqi Ge; Rufang Peng,1,https://doi.org/10.1039/d5ta04247j,,,Crossref,cr_operational_stability,145,A_curve_likely_original,14,True,True,False,\bperovskit,solar cell,stabilit;degrad;operational,operational stabilit,,False
Crossref,cr_operational_stability,196,,10.1039/d5el00071h,Fluorinated fullerene interlayers for tin halide perovskite solar cells with enhanced operational air stability and minimized voltage losses,"Fluorinated fullerene interlayers (JM10, JM12) boost Sn-PSC efficiency and greatly enhance unencapsulated stability, retaining up to 80% performance after 15–18 h in 60% RH, 25 °C, thanks to improved energy alignment and hydrophobicity.",2025,2025,journal-article,EES Solar,Royal Society of Chemistry (RSC),Sergio Galve-Lahoz; Jesús Sánchez-Diaz; Jorge Marco-Guimbao; Nihal Guenani; Jorge Simancas; Jhonatan Rodriguez-Pereira; Jesús Lucia-Tamudo; Sergio Díaz-Tendero; Jorge Pascual; Beatriz Julián-López; Juan P. Martínez-Pastor; Eva M. Barea; Iván Mora-Seró; Juan Luis Delgado,1,https://doi.org/10.1039/d5el00071h,,,Crossref,cr_operational_stability,196,A_curve_likely_original,14,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell,stabilit;operational,"\b\d[\d,\.]*\s*h\b",,False
Crossref,cr_operational_stability,33,,10.1149/ma2025-01161185mtgabs,Dipolar Halogenated Polystyrene Derivates Passivated Inverted Perovskite Solar Cell with Improved Efficiency and Stability,"Halide Perovskite solar cells have shown a rapid rise in efficiency due to their excellent optoelectronic properties. However, simultaneous efficiency improvement with long-term stability is essential for the commercialization of this technology. In this study, we have utilized halogenated polystyrene (PS) derivatives namely, PS-X (X=Br, Cl, F) and penta fluorostyrene (PFS) as a polymeric passivation agent for perovskite solar cells. The interaction between the individual PS derivatives and the perovskite precursor causes the crosslinking of the polymer, leading to effective bulk perovskite passivation. In addition to bulk passivation, we passivated the defective perovskite/ETL interface with individual halogenated PS derivatives. The dipolar nature of PS derivatives alters the surface work function, improving the energy band alignment with ETL, and reduces interfacial non-radiative recombination. As a result, polymeric dipolar interlayers demonstrated efficiency improvements based on the electron distribution within the polymer molecules, following the order: PFS (24%, 1.16 V) > PS-F (21.5%, 1.12 V) > PS-Cl (21%, 1.11 V) > PS-Br (20.5%, 1.10 V) > PS (19.8%, 1.10 V) > Control (19%, 1.08 V). Consequently, the polymer interlayer strategy increases the V oc (open circuit voltage) by at least 0.08V. Furthermore, the PFS halogenated perovskite solar cells have excellent storage and thermal stability retaining 97% and 95% of initial efficiency after 3500 hrs. and 2100 hrs. respectively. Figure 1",2025,2025-07-11,journal-article,ECS Meeting Abstracts,The Electrochemical Society,Saikiran Sunil Khamgaonkar; Vivek Maheshwari,0,https://doi.org/10.1149/ma2025-01161185mtgabs,,,Crossref,cr_nonmonotonic;cr_operational_stability;cr_pce_hours,24,A_curve_likely_original,14,True,True,False,\bperovskit,solar cell,stabilit,\bhours?\b|\bhrs?\b,,False
Crossref,cr_operational_stability,116,,10.1002/solr.202400903,Enhancing Efficiency and Stability of Perovskite Solar Cells through Synergistic Guanidine–Oxysalt‐Mediated Surface Engineering,"Three‐dimensional organic–inorganic perovskite solar cells show continuous improvement in power conversion efficiency. However, the defects present on the perovskite surface affect the device performance and long‐term stability. In this study, we introduced N‐(2‐phenoxyethyl) guanidine nitrate salt (NPEGN) as a surface passivator to effectively engineer surface defects and reduce nonradiative recombination at the interface. The NPEGN introduction on the perovskite surface results in large grains with fewer grain boundaries, leading to the formation of low‐dimensional 2D phase on the perovskite surface. Furthermore, NPEGN treatment passivates defects through ionic and hydrogen bonding with perovskite and inhibits perovskite degradation by preventing ion migration. Additionally, improved energy‐level alignment at the perovskite/electron transport layer interface enhances charge transport capacity and reduces charge recombination. Consequently, the efficiency of perovskite solar cells with NPEGN treatment increases to 21.02%, while the unencapsulated devices retained 100% of their initial power conversion efficiency for 2200 h in nitrogen atmosphere and 90% of their initial efficiency for 450 h at 65°C.",2025,2025-04,journal-article,Solar RRL,Wiley,Sakshi Thakur; Dilpreet Singh Mann; Sushil Shivaji Sangale; Sung‐Nam Kwon; Seok‐In Na,0,https://doi.org/10.1002/solr.202400903,,,Crossref,cr_nonmonotonic;cr_operational_stability;cr_pce_hours,95,A_curve_likely_original,14,True,True,False,\bperovskit,solar cell;power conversion efficien,stabilit;degrad,"\b\d[\d,\.]*\s*h\b",,False
Crossref,cr_reversible,159,,10.1149/ma2025-02452241mtgabs,Mitigating Sputtering-Induced Degradation in Open-Air Fabricated Perovskite Solar Cells,"Perovskite solar cells (PSCs) have emerged as a leading photovoltaic technology due to their high-power conversion efficiency (PCE) and low fabrication cost. However, their large-scale production is hindered by environmental sensitivity. This study presents a robust, hydrophobic hole-transporting material (HTM) that enables stable PSC fabrication in open-air conditions, facilitating large-scale production. A novel conducting polymer, P(BDTT-DPPD-DPP), was synthesized by cross-linking three monomer units: 4,8-bis(5-(2-ethylhexyl)thiophen-2-yl)benzo[1,2-b:4,5-b]dithiophene, 2,5-dioctyl-4,6-di(thiophen-2-yl)pyrrolo[3,4-c]pyrrole-1,3(2H,5H)-dione, and 2,5-bis(2-ethylhexyl)-3,6-di(thiophen-2-yl)pyrrolo[3,4-c]pyrrole-1,4-dione. Integrated into PSCs, this polymer outperformed the widely used P3HT, making it a promising alternative HTM. The study also examined the influence of top metal electrodes deposited via thermal evaporation and sputtering. Despite the high-energy impact of sputtering, P(BDTT-DPPD-DPP) retained its structural integrity, unlike P3HT, which suffered efficiency losses. Electrochemical impedance spectroscopy (EIS), open-circuit voltage decay (OCVD), and Mott-Schottky analysis revealed that P(BDTT-DPPD-DPP) facilitates ionic diffusion, preventing charge accumulation at interfaces, whereas P3HT exhibited ion-trapping effects leading to recombination losses. Impedance spectra showed transmission line behaviour with a reflective boundary in most configurations, except for thermally evaporated electrode devices with P(BDTT-DPPD-DPP), which exhibited a transmissive boundary, indicating improved ion diffusion and reduced interfacial charge accumulation. This effect is attributed to the interaction of electron donors in the polymer with halide ions, which prevents the formation of accumulation regions at the interface, ensuring improved stability and performance. This study establishes P(BDTT-DPPD-DPP) as a dopant-free HTM for PSCs, ensuring long-term stability even in humid environments. By refining molecular structures, high-performance PSCs can be fabricated under ambient conditions, enabling cost-effective and scalable commercial production.",2025,2025-11-24,journal-article,ECS Meeting Abstracts,The Electrochemical Society,Deepan Chakravarthi Nagarajan; Nithyapremini Gunasekaran; Kandasamy Prabakar,0,https://doi.org/10.1149/ma2025-02452241mtgabs,,,Crossref,cr_reversible,159,A_curve_likely_original,14,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;photovoltaic;power conversion efficien;\bpce\b,stabilit;degrad,"\b\d[\d,\.]*\s*h\b",,False
OpenAlex,oa_operational_stability,56,https://openalex.org/W4390718895,10.1002/adma.202311970,Co‐Self‐Assembled Monolayers Modified NiO x for Stable Inverted Perovskite Solar Cells,"Abstract [4‐(3,6‐dimethyl‐9H‐carbazol‐9yl)butyl]phosphonic acid (Me‐4PACz) self‐assembled molecules (SAM) are an effective method to solve the problem of the buried interface of NiO x in inverted perovskite solar cells (PSCs). However, the Me‐4PACz end group (carbazole core) cannot forcefully passivate defects at the bottom of the perovskite film. Here, a Co‐SAM strategy is employed to modify the buried interface of PSCs. Me‐4PACz is doped with phosphorylcholine chloride (PC) to form a Co‐SAM to improve the monolayer coverage and reduce leakage current. The phosphate group and chloride ions (Cl − ) in PC can inhibit NiO x surface defects. Meantime, the quaternary ammonium ions and Cl − in PC can fill organic cations and halogen vacancies in the perovskite film to enable defects passivation. Moreover, Co‐SAM can promote the growth of perovskite crystals, collaboratively solve the problem of buried defects, suppress nonradiative recombination, accelerate carrier transmission, and relieve the residual stress of the perovskite film. Consequently, the Co‐SAM modified devices show power conversion efficiencies as high as 25.09% as well as excellent device stability with 93% initial efficiency after 1000 h of operation under one‐sun illumination. This work demonstrates the novel approach for enhancing the performance and stability of PSCs by modifying Co‐SAM on NiO x .",2024,2024-01-10,article,Advanced Materials,,Qi Cao; Tianyue Wang; Xingyu Pu; Xilai He; Mingchao Xiao; Hui Chen; Lyuchao Zhuang; Qi Wei; Hok‐Leung Loi; Peng Guo; Bochun Kang; Guangpeng Feng; Jing Zhuang; Guitao Feng; Xuanhua Li; Feng Yan,318,https://doi.org/10.1002/adma.202311970,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202311970,True,OpenAlex,oa_mppt;oa_operational_stability,37,A_curve_likely_original,14,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;power conversion efficien,stabilit,"\b\d[\d,\.]*\s*h\b",,False
OpenAlex,oa_operational_stability,1,https://openalex.org/W4393261943,10.1038/s41560-024-01487-w,Ion-induced field screening as a dominant factor in perovskite solar cell operational stability,"Abstract The presence of mobile ions in metal halide perovskites has been shown to adversely affect the intrinsic stability of perovskite solar cells (PSCs). However, the actual contribution of mobile ions to the total degradation loss compared with other factors such as trap-assisted recombination remains poorly understood. Here we reveal that mobile ion-induced internal field screening is the dominant factor in the degradation of PSCs under operational conditions. The increased field screening leads to a decrease in the steady-state efficiency, often owing to a large reduction in the current density. Instead, the efficiency at high scan speeds (>1,000 V s −1 ), where the ions are immobilized, is much less affected. We also show that the bulk and interface quality do not degrade upon ageing, yet the open-circuit voltage decreases owing to an increase in the mobile ion density. This work reveals the importance of ionic losses for intrinsic PSC degradation before chemical or extrinsic mechanical effects manifest.",2024,2024-03-28,article,Nature Energy,Nature Portfolio,Jarla Thiesbrummel; Sahil Shah; Emilio Gutierrez‐Partida; Fengshuo Zu; Francisco Peña‐Camargo; Stefan Zeiske; Jonas Diekmann; Fangyuan Ye; Karol Pawel Peters; Kai Oliver Brinkmann; Pietro Caprioglio; Akash Dasgupta; Seongrok Seo; Fatai A. Adeleye; Jonathan Warby; Quentin Jeangros; Felix Lang; Shuo Zhang; Steve Albrecht; Thomas Riedl; Ardalan Armin; Dieter Neher; Norbert Koch; Yongzhen Wu; Vincent M. Le Corre; Henry J. Snaith; Martin Stolterfoht,251,https://doi.org/10.1038/s41560-024-01487-w,https://www.nature.com/articles/s41560-024-01487-w.pdf,True,OpenAlex,oa_mppt;oa_operational_stability,1,A_curve_likely_original,14,True,True,False,\bperovskit;\bpsc(?:s)?\b;metal[- ]halide,solar cell,stabilit;degrad;ageing|aging;operational,operational stabilit,,False
OpenAlex,oa_operational_stability,165,https://openalex.org/W4393139564,10.1021/acs.chemrev.3c00667,Narrow Bandgap Metal Halide Perovskites for All-Perovskite Tandem Photovoltaics,"All-perovskite tandem solar cells are attracting considerable interest in photovoltaics research, owing to their potential to surpass the theoretical efficiency limit of single-junction cells, in a cost-effective sustainable manner. Thanks to the bandgap-bowing effect, mixed tin-lead (Sn-Pb) perovskites possess a close to ideal narrow bandgap for constructing tandem cells, matched with wide-bandgap neat lead-based counterparts. The performance of all-perovskite tandems, however, has yet to reach its efficiency potential. One of the main obstacles that need to be overcome is the─oftentimes─low quality of the mixed Sn-Pb perovskite films, largely caused by the facile oxidation of Sn(II) to Sn(IV), as well as the difficult-to-control film crystallization dynamics. Additional detrimental imperfections are introduced in the perovskite thin film, particularly at its vulnerable surfaces, including the top and bottom interfaces as well as the grain boundaries. Due to these issues, the resultant device performance is distinctly far lower than their theoretically achievable maximum efficiency. Robust modifications and improvements to the surfaces of mixed Sn-Pb perovskite films are therefore critical for the advancement of the field. This Review describes the origins of imperfections in thin films and covers efforts made so far toward reaching a better understanding of mixed Sn-Pb perovskites, in particular with respect to surface modifications that improved the efficiency and stability of the narrow bandgap solar cells. In addition, we also outline the important issues of integrating the narrow bandgap subcells for achieving reliable and efficient all-perovskite double- and multi-junction tandems. Future work should focus on the characterization and visualization of the specific surface defects, as well as tracking their evolution under different external stimuli, guiding in turn the processing for efficient and stable single-junction and tandem solar cell devices.",2024,2024-03-25,article,Chemical Reviews,American Chemical Society,Shuaifeng Hu; Jarla Thiesbrummel; Jorge Pascual; Martin Stolterfoht; Atsushi Wakamiya; Henry J. Snaith,197,https://doi.org/10.1021/acs.chemrev.3c00667,https://doi.org/10.1021/acs.chemrev.3c00667,True,OpenAlex,oa_mppt;oa_operational_stability,95,A_curve_likely_original,14,True,True,False,\bperovskit;metal[- ]halide,solar cell;photovoltaic,stabilit,tracking,,False
OpenAlex,oa_operational_stability,132,https://openalex.org/W4394768754,10.1002/aenm.202400616,Interfacial Modification of NiOx for Highly Efficient and Stable Inverted Perovskite Solar Cells,"Abstract Nickel oxide is one of the most promising hole‐transporting materials in inverted perovskite solar cells (PSCs) but suffers from undesired reactions with perovskite which leads to limited device performance and stability. Self‐assembled monolayers (SAMs) are demonstrated to effectively optimize the NiOx/perovskite interface, but the significance of the compactness of the SAM at the interface is less investigated. Here, a series of methoxy‐substituted triphenylamine functionalized benzothiadiazole (TBT) based SAM molecules, TBT‐BA, TBT‐FBA, and TBT‐DBA, with benzoic acid, 2‐fluorobenzoic acid and isophthalic acids as anchoring groups are used to modify NiOx. TBT‐BA with the simplest structure is demonstrated to form the densest SAM on NiOx, thus optimized NiOx/SAM/perovskite interface is achieved with enhanced charge collection and suppressed interfacial reaction and recombination. TBT‐BA can also passivate the perovskite most effectively due to the highest binding energy toward perovskite, thus the corresponding inverted PSCs show the highest PCE of 24.8% and maintain 88.7% of the initial PCE after storage at 60 °C for 2635 h in the glovebox. The work provides important insights into designing SAM molecules for modification transporting layers for efficient and stable PSCs.",2024,2024-04-12,article,Advanced Energy Materials,Wiley,Yu Zhou; Xiaozhen Huang; Jinsen Zhang; Lin Zhang; Haotian Wu; Ying Zhou; Yao Wang; Yang Wang; Weifei Fu; Hongzheng Chen,161,https://doi.org/10.1002/aenm.202400616,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202400616,True,OpenAlex,oa_mppt;oa_operational_stability,86,A_curve_likely_original,14,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;\bpce\b,stabilit,"\b\d[\d,\.]*\s*h\b",,False
OpenAlex,oa_operational_stability,54,https://openalex.org/W4401034954,10.1002/adma.202406532,High‐Efficiency Perovskite Solar Cells with Improved Interfacial Charge Extraction by Bridging Molecules,"Abstract The interface between the perovskite layer and electron transporting layer is a critical determinate for the performance and stability of perovskite solar cells (PSCs). The heterogeneity of the interface critically affects the carrier dynamics at the buried interface. To address this, a bridging molecule, (2‐aminoethyl)phosphonic acid (AEP), is introduced for the modification of SnO 2 /perovskite buried interface in n–i–p structure PSCs. The phosphonic acid group strongly bonds to the SnO 2 surface, effectively suppressing the surface carrier traps and leakage current, and uniforming the surface potential. Meanwhile, the amino group influences the growth of perovskite film, resulting in higher crystallinity, phase purity, and fewer defects. Furthermore, the bridging molecules facilitate the charge extraction at the interface, as indicated by the femtosecond transient reflection (fs‐TR) spectroscopy, leading to champion power conversion efficiency (PCE) of 26.40% (certified 25.98%) for PSCs. Additionally, the strengthened interface enables improved operational durability of ≈1400 h for the unencapsulated PSCs under ISOS‐L‐1I protocol.",2024,2024-07-26,article,Advanced Materials,,Minghao Li; Boxin Jiao; Ying-Chen Peng; Junjie Zhou; Liguo Tan; Ningyu Ren; Yiran Ye; Yue Liu; Ye Yang; Yu Chen; Liming Ding; Chenyi Yi,160,https://doi.org/10.1002/adma.202406532,,False,OpenAlex,oa_operational_stability,54,A_curve_likely_original,14,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;power conversion efficien;\bpce\b,stabilit;durab;operational,"\b\d[\d,\.]*\s*h\b",,False
OpenAlex,oa_operational_stability,75,https://openalex.org/W4391305138,10.1038/s41467-024-45228-9,Defect passivation in methylammonium/bromine free inverted perovskite solar cells using charge-modulated molecular bonding,"Abstract Molecular passivation is a prominent approach for improving the performance and operation stability of halide perovskite solar cells (HPSCs). Herein, we reveal discernible effects of diammonium molecules with either an aryl or alkyl core onto Methylammonium-free perovskites. Piperazine dihydriodide (PZDI), characterized by an alkyl core-electron cloud-rich-NH terminal, proves effective in mitigating surface and bulk defects and modifying surface chemistry or interfacial energy band, ultimately leading to improved carrier extraction. Benefiting from superior PZDI passivation, the device achieves an impressive efficiency of 23.17% (area ~1 cm 2 ) (low open circuit voltage deficit ~0.327 V) along with superior operational stability. We achieve a certified efficiency of ~21.47% (area ~1.024 cm 2 ) for inverted HPSC. PZDI strengthens adhesion to the perovskite via -NH 2 I and Mulliken charge distribution. Device analysis corroborates that stronger bonding interaction attenuates the defect densities and suppresses ion migration. This work underscores the crucial role of bifunctional molecules with stronger surface adsorption in defect mitigation, setting the stage for the design of charge-regulated molecular passivation to enhance the performance and stability of HPSC.",2024,2024-01-29,article,Nature Communications,Nature Portfolio,Dhruba B. Khadka; Yasuhiro Shirai; Masatoshi Yanagida; Hitoshi Ota; Andrey Lyalin; Tetsuya Taketsugu; Kenjiro Miyano,149,https://doi.org/10.1038/s41467-024-45228-9,https://www.nature.com/articles/s41467-024-45228-9.pdf,True,OpenAlex,oa_mppt;oa_operational_stability,75,A_curve_likely_original,14,True,True,False,\bperovskit,solar cell,stabilit;operational,operational stabilit,,False
OpenAlex,oa_operational_stability,118,https://openalex.org/W4400974284,10.1126/science.adn9453,Operationally stable perovskite solar modules enabled by vapor-phase fluoride treatment,"The ever-increasing power conversion efficiency of perovskite solar cells has illuminated the future of the photovoltaic industry, but the development of commercial devices is hampered by their poor stability. In this study, we report a scalable stabilization method using vapor-phase fluoride treatment, which achieves 18.1%-efficient solar modules (228 square centimeters) with accelerated aging–projected T 80 lifetimes (time to 80% of efficiency remaining) of 43,000 ± 9000 hours under 1-sun illumination at 30°C. The high stability results from vapor-enabled homogeneous fluorine passivation over large-area perovskite surfaces, suppressing defect formation energy and ion diffusion. The extracted degradation activation energy of 0.61 electron volts for solar modules is comparable to that of most reported stable cells, which indicates that modules are not inherently less stable than cells and closes the cell-to-module stability gap.",2024,2024-07-25,article,Science,American Association for the Advancement of Science,Xiaoming Zhao; P. Zhang; Tianjun Liu; Bingkun Tian; Ying Jiang; Jinping Zhang; Yajing Tang; Bowen Li; Minmin Xue; Wei Zhang; Zhuhua Zhang; Wanlin Guo,140,https://doi.org/10.1126/science.adn9453,,False,OpenAlex,oa_operational_stability,118,A_curve_likely_original,14,True,True,False,\bperovskit,solar cell;photovoltaic;power conversion efficien,stabilit;degrad;lifetime;ageing|aging;operational,\bhours?\b|\bhrs?\b,,False
