curve_id,true_class,som_x,som_y,som_node,posthoc_predicted_class,is_correct
SYN-0885,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0886,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0887,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0888,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0889,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0890,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0891,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0892,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0893,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0894,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0895,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0896,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0897,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0898,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0899,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0900,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0901,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0902,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0903,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0904,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0905,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0906,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0907,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0908,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0909,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0910,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0911,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0912,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0913,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0914,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0915,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0916,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0917,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0918,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0919,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0920,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0921,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0922,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0923,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0924,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0925,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0926,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0927,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0928,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0929,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0930,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0931,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0932,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0933,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0934,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0935,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0936,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0937,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0938,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0939,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0940,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0941,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0942,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0943,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0944,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0945,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0946,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0947,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0948,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0949,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0950,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0951,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0952,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0953,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0954,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0955,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0956,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0957,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0958,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0959,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0960,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0961,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0962,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0963,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0964,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0965,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0966,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0967,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0968,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0969,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0970,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0971,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0972,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0973,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0974,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0975,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0976,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0977,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0978,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0979,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0980,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0981,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0982,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0983,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0984,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0985,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0986,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0987,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0988,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0989,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0990,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0991,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0992,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0993,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0994,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0995,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0996,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0997,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0998,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0999,IFO-Valley,1,1,3,IFO-Valley,True
SYN-1000,IFO-Valley,1,1,3,IFO-Valley,True
